metabat2.megahit.33_1_8	K04085
metabat2.megahit.33_30_19	K06419
metabat2.megahit.33_30_19	K06420
metabat2.megahit.33_30_19	K06421

metabat2.megahit.33_30_25	K00760
metabat2.megahit.33_30_26	K07052
metabat2.megahit.33_30_30	K04083
metabat2.megahit.33_30_31	K05844
metabat2.megahit.33_30_31	K14940

metabat2.megahit.33_31_2	K02106
metabat2.megahit.33_31_4	K01270
metabat2.megahit.33_31_5	K05396
metabat2.megahit.33_31_7	K03800
metabat2.megahit.33_31_8	K07576
metabat2.megahit.33_31_11	K03088
metabat2.megahit.33_31_12	K19350
metabat2.megahit.33_31_14	K07729
metabat2.megahit.33_31_15	K11069
metabat2.megahit.33_31_16	K11070
metabat2.megahit.33_31_17	K11071
metabat2.megahit.33_31_18	K11072
metabat2.megahit.33_31_20	K06872
metabat2.megahit.33_31_21	K03744
metabat2.megahit.33_31_22	K03151
metabat2.megahit.33_31_23	K04487
metabat2.megahit.33_31_25	K01424
metabat2.megahit.33_31_31	K07502
metabat2.megahit.33_32_1	K04567
metabat2.megahit.33_32_2	K03624
metabat2.megahit.33_32_4	K05540
metabat2.megahit.33_32_5	K03525
metabat2.megahit.33_32_10	K01966
metabat2.megahit.33_32_11	K01759
metabat2.megahit.33_32_11	K05606

metabat2.megahit.33_32_12	K07588
metabat2.megahit.33_32_13	K01849
metabat2.megahit.33_32_14	K01847
metabat2.megahit.33_32_14	K01848

metabat2.megahit.33_32_16	K01572
metabat2.megahit.33_32_17	K03798
metabat2.megahit.33_32_18	K00760
metabat2.megahit.33_32_19	K04075
metabat2.megahit.33_32_20	K06382
metabat2.megahit.33_32_21	K07570
metabat2.megahit.33_32_21	K07571

metabat2.megahit.33_32_22	K13052
metabat2.megahit.33_32_26	K03530
metabat2.megahit.33_32_27	K02428
metabat2.megahit.33_32_27	K02499

metabat2.megahit.33_32_28	K06409
metabat2.megahit.33_32_29	K04769
metabat2.megahit.33_32_30	K03769
metabat2.megahit.33_32_30	K07533

metabat2.megahit.33_32_31	K03723
metabat2.megahit.33_32_32	K01056
metabat2.megahit.33_32_33	K00948
metabat2.megahit.33_32_34	K04042
metabat2.megahit.33_32_35	K06412
metabat2.megahit.33_32_36	K01924
metabat2.megahit.33_32_38	K00074
metabat2.megahit.33_32_39	K01715
metabat2.megahit.33_32_40	K07315
metabat2.megahit.33_32_41	K00798
metabat2.megahit.33_32_42	K07444
metabat2.megahit.33_32_43	K05919
metabat2.megahit.33_32_44	K01866
metabat2.megahit.33_32_45	K03816
metabat2.megahit.33_32_50	K06889
metabat2.megahit.33_32_52	K01480
metabat2.megahit.33_32_54	K00603
metabat2.megahit.33_32_54	K01746

metabat2.megahit.33_32_55	K07141
metabat2.megahit.33_32_56	K03406
metabat2.megahit.33_32_57	K20448
metabat2.megahit.33_32_58	K20447
metabat2.megahit.33_32_59	K03518
metabat2.megahit.33_32_59	K13483

metabat2.megahit.33_32_60	K13479
metabat2.megahit.33_32_60	K20445

metabat2.megahit.33_32_61	K06901
metabat2.megahit.33_32_62	K01486
metabat2.megahit.33_32_63	K04028
metabat2.megahit.33_32_69	K03182
metabat2.megahit.33_32_69	K16874

metabat2.megahit.33_32_70	K03186
metabat2.megahit.33_32_72	K01464
metabat2.megahit.33_32_72	K01465
metabat2.megahit.33_32_72	K01466

metabat2.megahit.33_32_74	K09684
metabat2.megahit.33_32_75	K01487
metabat2.megahit.33_32_76	K03406
metabat2.megahit.33_32_79	K10672
metabat2.megahit.33_32_79	K21579

metabat2.megahit.33_32_80	K21579
metabat2.megahit.33_32_81	K21579
metabat2.megahit.33_32_82	K21578
metabat2.megahit.33_32_85	K12940
metabat2.megahit.33_32_88	K03386
metabat2.megahit.33_32_89	K07001
metabat2.megahit.33_32_90	K07282
metabat2.megahit.33_32_91	K03282
metabat2.megahit.33_32_92	K01493
metabat2.megahit.33_32_93	K03469
metabat2.megahit.33_32_93	K06993

metabat2.megahit.33_32_94	K01476
metabat2.megahit.33_32_97	K01990
metabat2.megahit.33_32_98	K01992
metabat2.megahit.33_32_99	K01992
metabat2.megahit.33_32_100	K01258
metabat2.megahit.33_32_104	K06942
metabat2.megahit.33_32_105	K09811
metabat2.megahit.33_32_109	K02015
metabat2.megahit.33_32_110	K02016
metabat2.megahit.33_32_111	K00525
metabat2.megahit.33_32_113	K07322
metabat2.megahit.33_32_116	K01754
metabat2.megahit.33_32_118	K14155
metabat2.megahit.33_32_124	K00762
metabat2.megahit.33_32_125	K07238
metabat2.megahit.33_33_1	K16329
metabat2.megahit.33_33_2	K00852
metabat2.megahit.33_33_2	K16328

metabat2.megahit.33_33_3	K15986
metabat2.megahit.33_33_4	K19689
metabat2.megahit.33_33_9	K02073
metabat2.megahit.33_33_10	K02072
metabat2.megahit.33_33_11	K02071
metabat2.megahit.33_33_15	K00609
metabat2.megahit.33_33_16	K00610
metabat2.megahit.33_33_17	K01465
metabat2.megahit.33_33_18	K01591
metabat2.megahit.33_33_19	K02823
metabat2.megahit.33_33_20	K17828
metabat2.megahit.33_33_21	K00762
metabat2.megahit.33_33_25	K17758
metabat2.megahit.33_33_25	K17759

metabat2.megahit.33_33_27	K01775
metabat2.megahit.33_33_28	K07723
metabat2.megahit.33_33_29	K07171
metabat2.megahit.33_33_31	K18814
metabat2.megahit.33_33_38	K05946
metabat2.megahit.33_33_40	K00615
metabat2.megahit.33_33_41	K00615
metabat2.megahit.33_33_43	K01753
metabat2.megahit.33_33_46	K01934
metabat2.megahit.33_33_47	K09812
metabat2.megahit.33_33_48	K09811
metabat2.megahit.33_33_49	K21471
metabat2.megahit.33_33_50	K03797
metabat2.megahit.33_33_53	K03702
metabat2.megahit.33_33_54	K03701
metabat2.megahit.33_33_55	K00147
metabat2.megahit.33_33_56	K00931
metabat2.megahit.33_33_57	K01990
metabat2.megahit.33_33_58	K01992
metabat2.megahit.33_33_63	K02986
metabat2.megahit.33_33_66	K16788
metabat2.megahit.33_34_1	K12941
metabat2.megahit.33_34_2	K04771
metabat2.megahit.33_34_3	K07770
metabat2.megahit.33_34_4	K07650
metabat2.megahit.33_35_2	K18816
metabat2.megahit.33_35_3	K00537
metabat2.megahit.33_35_8	K01958
metabat2.megahit.33_35_10	K01174
metabat2.megahit.33_35_12	K00656
metabat2.megahit.33_35_12	K20038

metabat2.megahit.33_35_13	K04069
metabat2.megahit.33_35_15	K00926
metabat2.megahit.33_35_16	K02226
metabat2.megahit.33_35_17	K02233
metabat2.megahit.33_35_18	K02231
metabat2.megahit.33_35_19	K00768
metabat2.megahit.33_35_20	K07162
metabat2.megahit.33_35_22	K22205
metabat2.megahit.33_35_23	K16785
metabat2.megahit.33_35_24	K16786
metabat2.megahit.33_35_24	K16787

metabat2.megahit.33_35_25	K16924
metabat2.megahit.33_36_1	K06911
metabat2.megahit.33_37_4	K06013
metabat2.megahit.33_37_8	K02346
metabat2.megahit.33_37_11	K01611
metabat2.megahit.33_37_12	K00797
metabat2.megahit.33_37_14	K07023
metabat2.megahit.33_37_20	K05833
metabat2.megahit.33_37_21	K05832
metabat2.megahit.33_37_22	K01989
metabat2.megahit.33_38_1	K01738
metabat2.megahit.33_38_2	K00640
metabat2.megahit.33_38_3	K01867
metabat2.megahit.33_39_2	K02004
metabat2.megahit.33_40_2	K07729
metabat2.megahit.33_40_3	K00657
metabat2.megahit.33_40_9	K03300
metabat2.megahit.33_40_10	K06714
metabat2.megahit.33_40_15	K21515
metabat2.megahit.33_40_20	K15975
metabat2.megahit.33_40_25	K07104
metabat2.megahit.33_40_26	K00059
metabat2.megahit.33_40_26	K00076

metabat2.megahit.33_40_28	K03406
metabat2.megahit.33_40_30	K00648
metabat2.megahit.33_40_33	K01997
metabat2.megahit.33_40_34	K01998
metabat2.megahit.33_40_35	K01995
metabat2.megahit.33_40_36	K01996
metabat2.megahit.33_40_37	K01999
metabat2.megahit.33_41_1	K03496
metabat2.megahit.33_41_2	K03497
metabat2.megahit.33_41_7	K07126
metabat2.megahit.33_41_9	K03205
metabat2.megahit.33_41_10	K03205
metabat2.megahit.33_41_16	K02283
metabat2.megahit.33_41_17	K12510
metabat2.megahit.33_41_22	K02279
metabat2.megahit.33_41_28	K03111
metabat2.megahit.33_41_38	K07729
metabat2.megahit.33_41_39	K19167
metabat2.megahit.33_41_43	K02335
metabat2.megahit.33_41_44	K00859
metabat2.megahit.33_41_45	K08309
metabat2.megahit.33_41_46	K02035
metabat2.megahit.33_41_47	K00759
metabat2.megahit.33_41_51	K07399
metabat2.megahit.33_41_53	K03615
metabat2.megahit.33_41_54	K03614
metabat2.megahit.33_41_55	K03612
metabat2.megahit.33_41_56	K03613
metabat2.megahit.33_41_57	K03617
metabat2.megahit.33_41_58	K03616
metabat2.megahit.33_41_59	K00805
metabat2.megahit.33_41_60	K00805
metabat2.megahit.33_41_61	K06287
metabat2.megahit.33_41_62	K03630
metabat2.megahit.33_41_63	K03569
metabat2.megahit.33_41_64	K03570
metabat2.megahit.33_41_65	K03571
metabat2.megahit.33_41_66	K05515
metabat2.megahit.33_41_67	K03610
metabat2.megahit.33_41_68	K03609
metabat2.megahit.33_41_69	K03608
metabat2.megahit.33_41_71	K03734
metabat2.megahit.33_41_75	K08301
metabat2.megahit.33_41_76	K02888
metabat2.megahit.33_41_77	K07584
metabat2.megahit.33_41_78	K02899
metabat2.megahit.33_41_79	K03979
metabat2.megahit.33_41_81	K07574
metabat2.megahit.33_41_82	K00969
metabat2.megahit.33_41_83	K00969
metabat2.megahit.33_41_84	K09710
metabat2.megahit.33_41_85	K09022
metabat2.megahit.33_41_86	K07258
metabat2.megahit.33_41_87	K02237
metabat2.megahit.33_41_88	K01008
metabat2.megahit.33_41_89	K01042
metabat2.megahit.33_41_90	K03833
metabat2.megahit.33_41_93	K10535
metabat2.megahit.33_41_94	K07399
metabat2.megahit.33_41_95	K07399
metabat2.megahit.33_41_97	K01779
metabat2.megahit.33_41_98	K01537
metabat2.megahit.33_41_103	K00086
metabat2.megahit.33_41_103	K13954

metabat2.megahit.33_41_105	K00132
metabat2.megahit.33_41_105	K13922

metabat2.megahit.33_41_107	K00929
metabat2.megahit.33_41_108	K08177
metabat2.megahit.33_41_110	K01872
metabat2.megahit.33_41_111	K02238
metabat2.megahit.33_41_112	K02340
metabat2.megahit.33_41_113	K02968
metabat2.megahit.33_41_114	K06012
metabat2.megahit.33_41_115	K06385
metabat2.megahit.33_41_116	K03100
metabat2.megahit.33_41_118	K03596
metabat2.megahit.33_41_120	K03705
metabat2.megahit.33_41_121	K03687
metabat2.megahit.33_41_122	K04043
metabat2.megahit.33_41_123	K03686
metabat2.megahit.33_41_123	K05516

metabat2.megahit.33_41_124	K02687
metabat2.megahit.33_41_125	K09761
metabat2.megahit.33_41_126	K18707
metabat2.megahit.33_41_127	K02503
metabat2.megahit.33_41_128	K02970
metabat2.megahit.33_41_129	K09117
metabat2.megahit.33_41_130	K07403
metabat2.megahit.33_41_134	K06438
metabat2.megahit.33_41_135	K06217
metabat2.megahit.33_41_136	K07037
metabat2.megahit.33_41_137	K01489
metabat2.megahit.33_41_137	K07042

metabat2.megahit.33_41_138	K00887
metabat2.megahit.33_41_138	K00901

metabat2.megahit.33_41_140	K01489
metabat2.megahit.33_41_141	K03595
metabat2.megahit.33_41_142	K03584
metabat2.megahit.33_41_143	K01878
metabat2.megahit.33_41_144	K01879
metabat2.megahit.33_41_146	K09773
metabat2.megahit.33_41_147	K01129
metabat2.megahit.33_41_148	K02316
metabat2.megahit.33_41_149	K03086
metabat2.megahit.33_41_150	K06967
metabat2.megahit.33_41_152	K07164
metabat2.megahit.33_41_155	K07317
metabat2.megahit.33_41_156	K13694
metabat2.megahit.33_41_156	K19224
metabat2.megahit.33_41_156	K21471

metabat2.megahit.33_41_157	K01491
metabat2.megahit.33_41_158	K06378
metabat2.megahit.33_41_159	K06379
metabat2.megahit.33_41_160	K03091
metabat2.megahit.33_41_162	K06403
metabat2.megahit.33_41_163	K06404
metabat2.megahit.33_41_164	K06405
metabat2.megahit.33_41_165	K06406
metabat2.megahit.33_41_166	K06407
metabat2.megahit.33_41_168	K05366
metabat2.megahit.33_41_170	K03665
metabat2.megahit.33_41_173	K06929
metabat2.megahit.33_41_174	K07090
metabat2.megahit.33_41_175	K07090
metabat2.megahit.33_41_176	K01916
metabat2.megahit.33_41_179	K01114
metabat2.megahit.33_41_180	K01921
metabat2.megahit.33_41_195	K01736
metabat2.megahit.33_41_196	K01735
metabat2.megahit.33_41_196	K13829

metabat2.megahit.33_41_197	K00800
metabat2.megahit.33_41_198	K15024
metabat2.megahit.33_41_199	K01619
metabat2.megahit.33_41_203	K13292
metabat2.megahit.33_41_204	K03925
metabat2.megahit.33_41_205	K03438
metabat2.megahit.33_41_206	K05589
metabat2.megahit.33_41_206	K12065
metabat2.megahit.33_41_206	K13052

metabat2.megahit.33_41_207	K03587
metabat2.megahit.33_41_207	K08384

metabat2.megahit.33_41_208	K01928
metabat2.megahit.33_41_209	K01000
metabat2.megahit.33_41_210	K01925
metabat2.megahit.33_41_211	K03588
metabat2.megahit.33_41_212	K02563
metabat2.megahit.33_41_213	K00790
metabat2.megahit.33_41_214	K03589
metabat2.megahit.33_41_218	K03531
metabat2.megahit.33_41_219	K06383
metabat2.megahit.33_41_220	K03091
metabat2.megahit.33_41_221	K03091
metabat2.megahit.33_41_223	K07738
metabat2.megahit.33_41_224	K05810
metabat2.megahit.33_41_225	K06714
metabat2.megahit.33_41_226	K21672
metabat2.megahit.33_41_227	K21399
metabat2.megahit.33_41_228	K21400
metabat2.megahit.33_41_229	K17899
metabat2.megahit.33_41_230	K17898
metabat2.megahit.33_41_232	K21898
metabat2.megahit.33_42_1	K02160
metabat2.megahit.33_42_2	K01961
metabat2.megahit.33_42_3	K01962
metabat2.megahit.33_42_3	K01963

metabat2.megahit.33_42_4	K01962
metabat2.megahit.33_42_7	K07727
metabat2.megahit.33_42_9	K06934
metabat2.megahit.33_42_12	K07680
metabat2.megahit.33_42_12	K07778
metabat2.megahit.33_42_12	K11617
metabat2.megahit.33_42_12	K14988

metabat2.megahit.33_43_3	K17686
metabat2.megahit.33_43_4	K07213
metabat2.megahit.33_43_5	K21600
metabat2.megahit.33_43_8	K05516
metabat2.megahit.33_43_9	K09770
metabat2.megahit.33_44_1	K19165
metabat2.megahit.33_44_2	K07341
metabat2.megahit.33_44_6	K22278
metabat2.megahit.33_44_7	K22278
metabat2.megahit.33_44_10	K06434
metabat2.megahit.33_44_14	K00362
metabat2.megahit.33_44_14	K22405

metabat2.megahit.33_45_1	K07457
metabat2.megahit.33_45_1	K10773

metabat2.megahit.33_45_7	K07078
metabat2.megahit.33_45_8	K18967
metabat2.megahit.33_45_9	K07045
metabat2.megahit.33_45_12	K03311
metabat2.megahit.33_45_13	K03311
metabat2.megahit.33_45_16	K06200
metabat2.megahit.33_45_19	K01990
metabat2.megahit.33_45_20	K01992
metabat2.megahit.33_45_21	K01992
metabat2.megahit.33_45_23	K06518
metabat2.megahit.33_45_27	K06950
metabat2.megahit.33_45_30	K02477
metabat2.megahit.33_45_30	K07705

metabat2.megahit.33_45_31	K02478
metabat2.megahit.33_45_31	K07704

metabat2.megahit.33_46_1	K00179
metabat2.megahit.33_46_2	K00180
metabat2.megahit.33_46_3	K03924
metabat2.megahit.33_46_6	K00763
metabat2.megahit.33_46_8	K04759
metabat2.megahit.33_46_9	K04758
metabat2.megahit.33_47_2	K01937
metabat2.megahit.33_48_6	K07483
metabat2.megahit.33_49_2	K07139
metabat2.megahit.33_49_3	K03703
metabat2.megahit.33_49_5	K17836
metabat2.megahit.33_50_2	K01923
metabat2.megahit.33_50_4	K02477
metabat2.megahit.33_50_5	K02478
metabat2.megahit.33_50_5	K07704

metabat2.megahit.33_50_7	K02029
metabat2.megahit.33_50_8	K02030
metabat2.megahit.33_50_9	K00523
metabat2.megahit.33_50_9	K00528
metabat2.megahit.33_50_9	K02574
metabat2.megahit.33_50_9	K07098

metabat2.megahit.33_50_11	K12941
metabat2.megahit.33_50_12	K12941
metabat2.megahit.33_51_2	K04651
metabat2.megahit.33_51_4	K04652
metabat2.megahit.33_51_5	K11261
metabat2.megahit.33_51_11	K07079
metabat2.megahit.33_51_14	K06153
metabat2.megahit.33_51_15	K07162
metabat2.megahit.33_51_16	K05895
metabat2.megahit.33_51_17	K00595
metabat2.megahit.33_51_17	K02191

metabat2.megahit.33_51_18	K02188
metabat2.megahit.33_51_19	K06042
metabat2.megahit.33_51_20	K02224
metabat2.megahit.33_51_21	K02224
metabat2.megahit.33_51_22	K04720
metabat2.megahit.33_51_23	K02227
metabat2.megahit.33_51_24	K02232
metabat2.megahit.33_51_29	K03980
metabat2.megahit.33_51_32	K01996
metabat2.megahit.33_51_33	K01995
metabat2.megahit.33_51_34	K01998
metabat2.megahit.33_51_35	K01997
metabat2.megahit.33_51_36	K01999
metabat2.megahit.33_51_38	K00929
metabat2.megahit.33_51_39	K00634
metabat2.megahit.33_51_40	K02445
metabat2.megahit.33_51_42	K11751
metabat2.megahit.33_51_43	K03406
metabat2.megahit.33_52_1	K02407
metabat2.megahit.33_52_2	K02422
metabat2.megahit.33_52_4	K05808
metabat2.megahit.33_52_5	K03070
metabat2.megahit.33_52_6	K02836
metabat2.megahit.33_52_7	K06959
metabat2.megahit.33_52_12	K06925
metabat2.megahit.33_52_13	K14742
metabat2.megahit.33_52_14	K03789
metabat2.megahit.33_52_15	K01409
metabat2.megahit.33_52_16	K06158
metabat2.megahit.33_52_17	K01926
metabat2.megahit.33_52_18	K00248
metabat2.megahit.33_52_20	K03522
metabat2.megahit.33_52_20	K22432

metabat2.megahit.33_52_21	K00260
metabat2.megahit.33_52_21	K00261

metabat2.megahit.33_52_22	K03296
metabat2.megahit.33_52_24	K03660
metabat2.megahit.33_52_25	K07150
metabat2.megahit.33_52_26	K04078
metabat2.megahit.33_52_27	K04077
metabat2.megahit.33_52_28	K00433
metabat2.megahit.33_52_28	K01055

metabat2.megahit.33_52_29	K12942
metabat2.megahit.33_52_34	K09684
metabat2.megahit.33_52_40	K01990
metabat2.megahit.33_52_40	K16907

metabat2.megahit.33_52_42	K16905
metabat2.megahit.33_52_44	K07813
metabat2.megahit.33_53_3	K09790
metabat2.megahit.33_53_4	K00783
metabat2.megahit.33_53_12	K07171
metabat2.megahit.33_54_1	K02358
metabat2.megahit.33_54_2	K02355
metabat2.megahit.33_54_3	K02992
metabat2.megahit.33_54_4	K02950
metabat2.megahit.33_54_5	K07590
metabat2.megahit.33_54_6	K03046
metabat2.megahit.33_54_7	K03043
metabat2.megahit.33_54_8	K02935
metabat2.megahit.33_54_9	K02864
metabat2.megahit.33_54_10	K02863
metabat2.megahit.33_54_11	K02867
metabat2.megahit.33_54_12	K02601
metabat2.megahit.33_54_13	K03073
metabat2.megahit.33_54_14	K02358
metabat2.megahit.33_55_14	K07058
metabat2.megahit.33_56_3	K03310
metabat2.megahit.33_56_4	K07719
metabat2.megahit.33_56_9	K01992
metabat2.megahit.33_56_10	K01990
metabat2.megahit.33_56_11	K07979
metabat2.megahit.33_56_12	K03523
metabat2.megahit.33_56_13	K03524
metabat2.megahit.33_56_14	K00215
metabat2.megahit.33_56_15	K01714
metabat2.megahit.33_56_16	K00133
metabat2.megahit.33_57_1	K11991
metabat2.megahit.33_57_3	K03088
metabat2.megahit.33_58_2	K01439
metabat2.megahit.33_58_3	K18118
metabat2.megahit.33_58_4	K06015
metabat2.megahit.33_59_3	K07038
metabat2.megahit.33_59_5	K03574
metabat2.megahit.33_60_1	K00812
metabat2.megahit.33_60_1	K10907

metabat2.megahit.33_60_3	K07053
metabat2.megahit.33_60_4	K06416
metabat2.megahit.33_60_5	K18682
metabat2.megahit.33_60_8	K03546
metabat2.megahit.33_60_9	K03546
metabat2.megahit.33_60_10	K03553
metabat2.megahit.33_60_11	K03742
metabat2.megahit.33_60_11	K03743

metabat2.megahit.33_60_12	K00995
metabat2.megahit.33_60_12	K08744

metabat2.megahit.33_60_13	K14441
metabat2.megahit.33_60_14	K03466
metabat2.megahit.33_60_15	K06153
metabat2.megahit.33_60_16	K01358
metabat2.megahit.33_60_18	K01520
metabat2.megahit.33_60_21	K00962
metabat2.megahit.33_60_22	K02956
metabat2.megahit.33_60_23	K11753
metabat2.megahit.33_60_24	K03177
metabat2.megahit.33_60_25	K06881
metabat2.megahit.33_60_26	K02834
metabat2.megahit.33_60_27	K02519
metabat2.megahit.33_60_28	K07742
metabat2.megahit.33_60_29	K02600
metabat2.megahit.33_60_30	K09748
metabat2.megahit.33_60_31	K02342
metabat2.megahit.33_60_31	K03763

metabat2.megahit.33_60_32	K03526
metabat2.megahit.33_60_33	K11749
metabat2.megahit.33_60_34	K00981
metabat2.megahit.33_60_35	K00806
metabat2.megahit.33_60_36	K02838
metabat2.megahit.33_60_37	K09903
metabat2.megahit.33_60_38	K02357
metabat2.megahit.33_60_39	K02967
metabat2.megahit.33_60_42	K09749
metabat2.megahit.33_60_43	K02405
metabat2.megahit.33_60_44	K03411
metabat2.megahit.33_60_45	K03410
metabat2.megahit.33_60_46	K03408
metabat2.megahit.33_60_47	K03407
metabat2.megahit.33_60_48	K03412
metabat2.megahit.33_60_50	K04562
metabat2.megahit.33_60_51	K02404
metabat2.megahit.33_60_52	K02400
metabat2.megahit.33_60_53	K02401
metabat2.megahit.33_60_53	K13820

metabat2.megahit.33_60_54	K02421
metabat2.megahit.33_60_55	K02420
metabat2.megahit.33_60_56	K02419
metabat2.megahit.33_60_57	K02418
metabat2.megahit.33_60_58	K03413
metabat2.megahit.33_60_59	K02417
metabat2.megahit.33_60_60	K02416
metabat2.megahit.33_60_61	K02415
metabat2.megahit.33_60_62	K02557
metabat2.megahit.33_60_63	K02556
metabat2.megahit.33_61_3	K09124
metabat2.megahit.33_62_3	K02036
metabat2.megahit.33_62_4	K02038
metabat2.megahit.33_62_5	K02037
metabat2.megahit.33_62_6	K02040
metabat2.megahit.33_62_7	K00100
metabat2.megahit.33_62_7	K19955

metabat2.megahit.33_63_1	K02664
metabat2.megahit.33_63_2	K02662
metabat2.megahit.33_63_2	K02663
metabat2.megahit.33_63_2	K12289

metabat2.megahit.33_63_3	K02662
metabat2.megahit.33_64_4	K06877
metabat2.megahit.33_64_5	K01872
metabat2.megahit.33_64_9	K03581
metabat2.megahit.33_65_1	K02015
metabat2.megahit.33_65_2	K02013
metabat2.megahit.33_65_3	K00571
metabat2.megahit.33_65_3	K00590

metabat2.megahit.33_66_1	K16788
metabat2.megahit.33_66_2	K12960
metabat2.megahit.33_66_2	K20810

metabat2.megahit.33_66_3	K06295
metabat2.megahit.33_66_4	K06295
metabat2.megahit.33_66_5	K06297
metabat2.megahit.33_66_10	K02483
metabat2.megahit.33_67_1	K06187
metabat2.megahit.33_67_2	K09747
metabat2.megahit.33_67_3	K02343
metabat2.megahit.33_67_4	K02422
metabat2.megahit.33_67_5	K02406
metabat2.megahit.33_68_2	K03563
metabat2.megahit.33_68_3	K13626
metabat2.megahit.33_68_4	K02397
metabat2.megahit.33_69_1	K02030
metabat2.megahit.33_69_2	K02029
metabat2.megahit.33_69_2	K02030

metabat2.megahit.33_69_3	K02028
metabat2.megahit.33_69_5	K02529
metabat2.megahit.33_69_6	K00852
metabat2.megahit.33_69_7	K01239
metabat2.megahit.33_69_9	K07335
metabat2.megahit.33_69_10	K02056
metabat2.megahit.33_69_11	K02057
metabat2.megahit.33_69_13	K02071
metabat2.megahit.33_69_14	K02072
metabat2.megahit.33_69_15	K02073
metabat2.megahit.33_69_21	K00941
metabat2.megahit.33_69_22	K00878
metabat2.megahit.33_69_23	K00788
metabat2.megahit.33_69_24	K07089
metabat2.megahit.33_69_26	K07322
metabat2.megahit.33_69_27	K01534
metabat2.megahit.33_69_30	K01448
metabat2.megahit.33_69_32	K06147
metabat2.megahit.33_69_33	K06147
metabat2.megahit.33_69_34	K07079
metabat2.megahit.33_69_35	K04047
metabat2.megahit.33_69_38	K04488
metabat2.megahit.33_69_39	K11717
metabat2.megahit.33_69_40	K07033
metabat2.megahit.33_69_40	K09015

metabat2.megahit.33_69_41	K07033
metabat2.megahit.33_69_41	K09014

metabat2.megahit.33_69_42	K09013
metabat2.megahit.33_69_49	K03924
metabat2.megahit.33_69_50	K03308
metabat2.megahit.33_69_52	K02484
metabat2.megahit.33_69_53	K07668
metabat2.megahit.33_69_54	K01990
metabat2.megahit.33_69_58	K03315
metabat2.megahit.33_69_59	K00566
metabat2.megahit.33_69_61	K02395
metabat2.megahit.33_70_1	K09124
metabat2.megahit.33_70_3	K07451
metabat2.megahit.33_70_5	K00100
metabat2.megahit.33_70_5	K19955

metabat2.megahit.33_71_1	K02652
metabat2.megahit.33_71_2	K02669
metabat2.megahit.33_72_1	K02390
metabat2.megahit.33_72_2	K02385
metabat2.megahit.33_72_3	K02556
metabat2.megahit.33_73_1	K00074
metabat2.megahit.33_73_4	K07679
metabat2.megahit.33_73_5	K00382
metabat2.megahit.33_73_6	K00627
metabat2.megahit.33_74_1	K01534
metabat2.megahit.33_74_3	K01265
metabat2.megahit.33_74_7	K01990
metabat2.megahit.33_75_3	K07777
metabat2.megahit.33_75_4	K03408
metabat2.megahit.33_75_6	K01468
metabat2.megahit.33_75_7	K00603
metabat2.megahit.33_75_8	K01712
metabat2.megahit.33_75_9	K01745
metabat2.megahit.33_75_12	K07029
metabat2.megahit.33_75_16	K18889
metabat2.megahit.33_75_17	K18890
metabat2.megahit.33_75_18	K03798
metabat2.megahit.33_75_21	K06177
metabat2.megahit.33_75_21	K06180

metabat2.megahit.33_75_22	K00858
metabat2.megahit.33_75_23	K08602
metabat2.megahit.33_75_24	K05364
metabat2.megahit.33_75_25	K03588
metabat2.megahit.33_75_27	K03973
metabat2.megahit.33_75_28	K03565
metabat2.megahit.33_75_29	K02443
metabat2.megahit.33_75_35	K06147
metabat2.megahit.33_75_38	K16898
metabat2.megahit.33_75_39	K16899
metabat2.megahit.33_75_40	K01207
metabat2.megahit.33_75_41	K01425
metabat2.megahit.33_75_42	K00876
metabat2.megahit.33_75_43	K06179
metabat2.megahit.33_75_46	K06183
metabat2.megahit.33_75_49	K07139
metabat2.megahit.33_75_52	K01270
metabat2.megahit.33_75_53	K08968
metabat2.megahit.33_75_54	K04068
metabat2.megahit.33_75_55	K21636
metabat2.megahit.33_75_56	K07304
metabat2.megahit.33_75_56	K12267

metabat2.megahit.33_75_59	K00351
metabat2.megahit.33_75_59	K16161
metabat2.megahit.33_75_59	K16246
metabat2.megahit.33_75_59	K18225

metabat2.megahit.33_75_60	K00350
metabat2.megahit.33_75_61	K00349
metabat2.megahit.33_75_62	K00348
metabat2.megahit.33_75_63	K00347
metabat2.megahit.33_75_64	K03704
metabat2.megahit.33_75_66	K01071
metabat2.megahit.33_75_71	K03709
metabat2.megahit.33_75_72	K04758
metabat2.megahit.33_75_73	K04759
metabat2.megahit.33_75_75	K01996
metabat2.megahit.33_75_76	K01995
metabat2.megahit.33_75_77	K01998
metabat2.megahit.33_75_78	K01997
metabat2.megahit.33_75_79	K01999
metabat2.megahit.33_76_2	K00936
metabat2.megahit.33_76_3	K00936
metabat2.megahit.33_76_4	K22010
metabat2.megahit.33_76_5	K01823
metabat2.megahit.33_76_7	K11041
metabat2.megahit.33_76_8	K09155
metabat2.megahit.33_76_10	K07052
metabat2.megahit.33_76_11	K01297
metabat2.megahit.33_77_1	K21417
metabat2.megahit.33_78_1	K02003
metabat2.megahit.33_78_2	K18014
metabat2.megahit.33_78_3	K18013
metabat2.megahit.33_78_5	K03315
metabat2.megahit.33_78_6	K03406
metabat2.megahit.33_78_8	K00681
metabat2.megahit.33_78_9	K01624
