metabat1.spades.2_2_1	K00791
metabat1.spades.2_80_226	K02227
metabat1.spades.2_80_227	K02232
metabat1.spades.2_80_228	K06042
metabat1.spades.2_80_229	K03794
metabat1.spades.2_80_229	K03795

metabat1.spades.2_80_230	K02304
metabat1.spades.2_80_230	K05895

metabat1.spades.2_80_231	K05934
metabat1.spades.2_80_231	K21479

metabat1.spades.2_80_232	K02189
metabat1.spades.2_80_233	K05936
metabat1.spades.2_80_234	K03394
metabat1.spades.2_80_235	K00595
metabat1.spades.2_80_235	K02191

metabat1.spades.2_80_236	K00595
metabat1.spades.2_80_236	K03399

metabat1.spades.2_80_237	K02188
metabat1.spades.2_80_238	K02231
metabat1.spades.2_80_240	K07053
metabat1.spades.2_80_241	K06416
metabat1.spades.2_80_242	K09769
metabat1.spades.2_80_244	K18682
metabat1.spades.2_80_245	K03565
metabat1.spades.2_80_246	K03553
metabat1.spades.2_80_247	K01975
metabat1.spades.2_80_248	K06027
metabat1.spades.2_80_250	K00995
metabat1.spades.2_80_250	K08744

metabat1.spades.2_80_251	K14441
metabat1.spades.2_80_253	K03466
metabat1.spades.2_80_254	K01358
metabat1.spades.2_80_256	K12574
metabat1.spades.2_80_257	K01714
metabat1.spades.2_80_258	K00928
metabat1.spades.2_80_259	K00133
metabat1.spades.2_80_260	K06411
metabat1.spades.2_80_261	K06410
metabat1.spades.2_80_262	K00215
metabat1.spades.2_80_267	K07258
metabat1.spades.2_80_269	K00962
metabat1.spades.2_80_270	K02956
metabat1.spades.2_80_272	K11753
metabat1.spades.2_80_273	K03177
metabat1.spades.2_80_274	K06881
metabat1.spades.2_80_275	K02834
metabat1.spades.2_80_276	K02519
metabat1.spades.2_80_278	K07742
metabat1.spades.2_80_279	K02600
metabat1.spades.2_80_280	K09748
metabat1.spades.2_80_281	K03763
metabat1.spades.2_80_282	K01881
metabat1.spades.2_80_283	K03526
metabat1.spades.2_80_284	K11749
metabat1.spades.2_80_285	K00099
metabat1.spades.2_80_287	K00981
metabat1.spades.2_80_288	K00806
metabat1.spades.2_80_291	K02838
metabat1.spades.2_80_292	K09903
metabat1.spades.2_80_293	K02357
metabat1.spades.2_80_294	K02967
metabat1.spades.2_80_295	K03706
metabat1.spades.2_80_296	K03667
metabat1.spades.2_80_297	K01419
metabat1.spades.2_80_298	K03733
metabat1.spades.2_80_298	K04763

metabat1.spades.2_80_299	K04094
metabat1.spades.2_80_300	K03168
metabat1.spades.2_80_301	K04096
metabat1.spades.2_80_302	K00001
metabat1.spades.2_80_304	K07391
metabat1.spades.2_80_305	K07171
metabat1.spades.2_80_306	K07172
metabat1.spades.2_80_308	K07217
metabat1.spades.2_80_310	K06310
metabat1.spades.2_80_311	K06297
metabat1.spades.2_80_317	K04112
metabat1.spades.2_80_317	K20026
metabat1.spades.2_80_317	K20627
metabat1.spades.2_80_317	K20904

metabat1.spades.2_80_320	K16012
metabat1.spades.2_80_320	K16014

metabat1.spades.2_80_321	K04061
metabat1.spades.2_80_323	K09707
metabat1.spades.2_80_327	K03980
metabat1.spades.2_80_329	K07009
metabat1.spades.2_80_330	K07099
metabat1.spades.2_80_331	K00030
metabat1.spades.2_80_333	K01448
metabat1.spades.2_80_336	K07460
metabat1.spades.2_80_337	K00343
metabat1.spades.2_80_338	K00342
metabat1.spades.2_80_338	K05575

metabat1.spades.2_80_339	K00341
metabat1.spades.2_80_340	K00340
metabat1.spades.2_80_340	K05576

metabat1.spades.2_80_341	K00339
metabat1.spades.2_80_341	K05578

metabat1.spades.2_80_342	K00338
metabat1.spades.2_80_342	K05580

metabat1.spades.2_80_343	K00337
metabat1.spades.2_80_344	K00333
metabat1.spades.2_80_345	K00332
metabat1.spades.2_80_346	K00331
metabat1.spades.2_80_347	K00330
metabat1.spades.2_80_348	K03470
metabat1.spades.2_80_349	K02479
metabat1.spades.2_80_349	K07692

metabat1.spades.2_80_350	K07777
metabat1.spades.2_80_351	K14540
metabat1.spades.2_80_352	K03100
metabat1.spades.2_80_353	K02884
metabat1.spades.2_80_354	K00554
metabat1.spades.2_80_355	K02860
metabat1.spades.2_80_356	K06960
metabat1.spades.2_80_357	K02959
metabat1.spades.2_80_358	K03106
metabat1.spades.2_80_359	K09787
metabat1.spades.2_80_361	K12960
metabat1.spades.2_80_361	K20810

metabat1.spades.2_80_362	K03110
metabat1.spades.2_80_364	K01990
metabat1.spades.2_80_372	K03529
metabat1.spades.2_80_373	K06416
metabat1.spades.2_80_374	K03685
metabat1.spades.2_80_375	K09458
metabat1.spades.2_80_376	K02078
metabat1.spades.2_80_377	K00059
metabat1.spades.2_80_378	K00645
metabat1.spades.2_80_379	K02371
metabat1.spades.2_80_380	K00648
metabat1.spades.2_80_381	K03621
metabat1.spades.2_80_383	K02911
metabat1.spades.2_80_384	K07040
metabat1.spades.2_80_385	K00925
metabat1.spades.2_80_386	K07001
metabat1.spades.2_80_389	K08316
metabat1.spades.2_80_390	K00179
metabat1.spades.2_80_391	K00180
metabat1.spades.2_80_392	K01912
metabat1.spades.2_80_394	K02076
metabat1.spades.2_80_395	K09815
metabat1.spades.2_80_395	K09818

metabat1.spades.2_80_396	K09817
metabat1.spades.2_80_397	K09816
metabat1.spades.2_80_397	K09819
metabat1.spades.2_80_397	K19976

metabat1.spades.2_80_398	K03388
metabat1.spades.2_80_399	K03671
metabat1.spades.2_80_401	K06012
metabat1.spades.2_80_402	K06421
metabat1.spades.2_80_404	K03655
metabat1.spades.2_80_406	K02902
metabat1.spades.2_80_407	K07095
metabat1.spades.2_80_408	K00794
metabat1.spades.2_80_409	K14652
metabat1.spades.2_80_410	K00793
metabat1.spades.2_80_411	K11752
metabat1.spades.2_80_412	K01783
metabat1.spades.2_80_413	K06949
metabat1.spades.2_80_414	K12132
metabat1.spades.2_80_415	K05364
metabat1.spades.2_80_416	K03588
metabat1.spades.2_80_417	K20074
metabat1.spades.2_80_420	K06941
metabat1.spades.2_80_422	K07813
metabat1.spades.2_80_426	K03500
metabat1.spades.2_80_427	K09729
metabat1.spades.2_80_428	K00604
metabat1.spades.2_80_429	K01462
metabat1.spades.2_80_430	K04066
metabat1.spades.2_80_431	K03299
metabat1.spades.2_80_432	K00789
metabat1.spades.2_80_433	K01598
metabat1.spades.2_80_433	K13038

metabat1.spades.2_80_434	K03060
metabat1.spades.2_80_435	K09777
metabat1.spades.2_80_437	K10206
metabat1.spades.2_80_438	K01778
metabat1.spades.2_80_439	K01537
metabat1.spades.2_80_444	K01591
metabat1.spades.2_80_445	K01955
metabat1.spades.2_80_446	K01956
metabat1.spades.2_80_447	K01465
metabat1.spades.2_80_448	K00609
metabat1.spades.2_80_449	K02825
metabat1.spades.2_80_451	K09694
metabat1.spades.2_80_452	K01990
metabat1.spades.2_80_452	K09695

metabat1.spades.2_80_454	K07088
metabat1.spades.2_80_457	K06180
metabat1.spades.2_80_458	K03101
metabat1.spades.2_80_459	K00941
metabat1.spades.2_80_459	K14153

metabat1.spades.2_80_463	K15024
metabat1.spades.2_80_464	K01870
metabat1.spades.2_80_465	K04074
metabat1.spades.2_80_466	K02221
metabat1.spades.2_80_467	K00286
metabat1.spades.2_80_468	K09772
metabat1.spades.2_80_469	K06997
metabat1.spades.2_80_471	K05810
metabat1.spades.2_80_473	K06387
metabat1.spades.2_80_474	K03091
metabat1.spades.2_80_475	K03091
metabat1.spades.2_80_476	K06383
metabat1.spades.2_80_477	K03531
metabat1.spades.2_80_478	K03590
metabat1.spades.2_80_480	K03589
metabat1.spades.2_80_481	K00790
metabat1.spades.2_80_482	K00075
metabat1.spades.2_80_483	K01924
metabat1.spades.2_80_484	K02563
metabat1.spades.2_80_485	K03588
metabat1.spades.2_80_486	K01925
metabat1.spades.2_80_487	K01000
metabat1.spades.2_80_488	K01929
metabat1.spades.2_80_489	K01928
metabat1.spades.2_80_490	K03587
metabat1.spades.2_80_490	K08384

metabat1.spades.2_80_492	K03438
metabat1.spades.2_80_493	K03925
metabat1.spades.2_80_495	K00845
metabat1.spades.2_80_498	K07651
metabat1.spades.2_80_499	K07668
metabat1.spades.2_80_499	K07775

metabat1.spades.2_80_500	K07161
metabat1.spades.2_80_503	K10914
metabat1.spades.2_80_503	K21563

metabat1.spades.2_80_504	K09749
metabat1.spades.2_80_505	K03711
metabat1.spades.2_80_505	K09825

metabat1.spades.2_80_509	K07301
metabat1.spades.2_80_510	K04486
metabat1.spades.2_80_515	K03388
metabat1.spades.2_80_516	K03388
metabat1.spades.2_80_517	K03389
metabat1.spades.2_80_518	K03390
metabat1.spades.2_80_521	K06423
metabat1.spades.2_80_522	K02417
metabat1.spades.2_80_523	K02416
metabat1.spades.2_80_524	K03413
metabat1.spades.2_80_525	K03410
metabat1.spades.2_80_526	K00575
metabat1.spades.2_80_527	K03411
metabat1.spades.2_80_529	K02392
metabat1.spades.2_80_530	K02392
metabat1.spades.2_80_533	K02405
metabat1.spades.2_80_535	K04562
metabat1.spades.2_80_536	K02404
metabat1.spades.2_80_537	K02400
metabat1.spades.2_80_538	K02401
metabat1.spades.2_80_538	K13820

metabat1.spades.2_80_539	K02421
metabat1.spades.2_80_540	K02420
metabat1.spades.2_80_541	K02419
metabat1.spades.2_80_542	K02418
metabat1.spades.2_80_543	K02417
metabat1.spades.2_80_544	K02415
metabat1.spades.2_80_545	K02557
metabat1.spades.2_80_546	K02556
metabat1.spades.2_80_547	K02385
metabat1.spades.2_80_548	K02390
metabat1.spades.2_80_550	K02389
metabat1.spades.2_80_551	K02414
metabat1.spades.2_80_552	K02413
metabat1.spades.2_81_2	K03101
metabat1.spades.2_81_4	K01870
metabat1.spades.2_81_5	K04074
metabat1.spades.2_81_7	K02221
metabat1.spades.2_82_1	K03366
metabat1.spades.2_82_3	K07493
metabat1.spades.2_82_4	K07483
metabat1.spades.2_83_1	K00016
metabat1.spades.2_83_2	K03303
metabat1.spades.2_84_2	K03523
metabat1.spades.2_84_4	K00833
metabat1.spades.2_84_4	K19563

metabat1.spades.2_84_6	K00847
metabat1.spades.2_84_7	K01193
metabat1.spades.2_84_8	K02808
metabat1.spades.2_84_8	K02809
metabat1.spades.2_84_8	K02810

metabat1.spades.2_84_9	K02808
metabat1.spades.2_84_9	K02809
metabat1.spades.2_84_9	K02810

metabat1.spades.2_84_10	K03484
metabat1.spades.2_85_3	K07258
metabat1.spades.2_85_4	K00619
metabat1.spades.2_85_5	K01571
metabat1.spades.2_85_5	K01960

metabat1.spades.2_85_7	K03787
metabat1.spades.2_85_8	K00176
metabat1.spades.2_85_9	K00174
metabat1.spades.2_85_10	K00175
metabat1.spades.2_85_11	K00177
metabat1.spades.2_85_13	K00260
metabat1.spades.2_85_13	K00261

metabat1.spades.2_85_14	K07007
metabat1.spades.2_85_16	K00945
metabat1.spades.2_85_17	K00655
metabat1.spades.2_85_18	K02945
metabat1.spades.2_85_18	K03527

metabat1.spades.2_85_19	K00575
metabat1.spades.2_86_9	K18640
metabat1.spades.2_86_12	K00960
metabat1.spades.2_86_13	K02316
metabat1.spades.2_87_2	K03588
metabat1.spades.2_87_3	K05364
metabat1.spades.2_87_4	K00208
metabat1.spades.2_87_5	K00335
metabat1.spades.2_87_5	K18331
metabat1.spades.2_87_5	K22339

metabat1.spades.2_88_4	K07304
metabat1.spades.2_88_6	K14393
metabat1.spades.2_88_7	K01687
metabat1.spades.2_88_7	K16786

metabat1.spades.2_88_14	K06407
metabat1.spades.2_88_15	K06406
metabat1.spades.2_88_16	K06405
metabat1.spades.2_89_1	K02250
metabat1.spades.2_89_3	K01637
metabat1.spades.2_89_4	K01638
metabat1.spades.2_90_1	K02111
metabat1.spades.2_90_2	K02115
metabat1.spades.2_90_3	K02112
metabat1.spades.2_90_4	K02114
metabat1.spades.2_90_7	K00790
metabat1.spades.2_90_9	K06381
metabat1.spades.2_90_11	K06386
metabat1.spades.2_90_12	K03823
metabat1.spades.2_91_7	K07491
metabat1.spades.2_91_9	K12511
metabat1.spades.2_91_10	K12510
metabat1.spades.2_91_12	K02282
metabat1.spades.2_91_13	K02279
metabat1.spades.2_91_21	K07496
metabat1.spades.2_91_25	K06416
metabat1.spades.2_91_26	K07496
metabat1.spades.2_91_27	K07491
metabat1.spades.2_91_35	K18831
metabat1.spades.2_91_36	K06400
metabat1.spades.2_91_38	K08651
metabat1.spades.2_91_54	K01358
metabat1.spades.2_91_58	K07451
metabat1.spades.2_91_60	K00857
metabat1.spades.2_91_67	K01160
metabat1.spades.2_91_86	K06400
metabat1.spades.2_91_87	K07391
metabat1.spades.2_91_88	K07460
metabat1.spades.2_91_89	K03470
metabat1.spades.2_91_90	K14540
metabat1.spades.2_91_91	K02884
metabat1.spades.2_91_92	K00554
metabat1.spades.2_91_93	K02860
metabat1.spades.2_91_94	K06960
metabat1.spades.2_91_95	K02959
metabat1.spades.2_91_96	K03106
metabat1.spades.2_91_97	K09787
metabat1.spades.2_91_99	K03110
metabat1.spades.2_91_100	K03529
metabat1.spades.2_91_102	K06416
metabat1.spades.2_91_103	K03685
metabat1.spades.2_91_104	K09458
metabat1.spades.2_91_105	K02078
metabat1.spades.2_91_106	K00059
metabat1.spades.2_91_107	K00645
metabat1.spades.2_91_108	K02371
metabat1.spades.2_91_110	K00648
metabat1.spades.2_91_111	K03621
metabat1.spades.2_91_113	K02911
metabat1.spades.2_91_114	K07040
metabat1.spades.2_91_115	K00925
metabat1.spades.2_91_116	K00625
metabat1.spades.2_91_118	K07177
metabat1.spades.2_91_121	K00954
metabat1.spades.2_91_122	K08316
metabat1.spades.2_91_123	K06421
metabat1.spades.2_91_124	K03655
metabat1.spades.2_91_125	K07030
metabat1.spades.2_91_127	K02902
metabat1.spades.2_91_128	K01783
metabat1.spades.2_91_129	K12132
metabat1.spades.2_91_130	K20074
metabat1.spades.2_91_131	K06941
metabat1.spades.2_91_132	K03500
metabat1.spades.2_91_133	K09729
metabat1.spades.2_91_134	K00604
metabat1.spades.2_91_135	K01462
metabat1.spades.2_91_136	K04066
metabat1.spades.2_91_137	K01598
metabat1.spades.2_91_137	K13038

metabat1.spades.2_91_138	K03060
metabat1.spades.2_91_139	K00942
metabat1.spades.2_91_140	K09777
metabat1.spades.2_91_143	K02825
metabat1.spades.2_91_144	K06180
metabat1.spades.2_91_145	K03101
metabat1.spades.2_91_148	K04074
metabat1.spades.2_91_149	K02221
metabat1.spades.2_91_150	K09772
metabat1.spades.2_91_151	K06997
metabat1.spades.2_91_153	K00872
metabat1.spades.2_91_154	K01733
metabat1.spades.2_91_155	K00003
metabat1.spades.2_91_156	K06209
metabat1.spades.2_92_1	K01687
metabat1.spades.2_92_2	K01695
metabat1.spades.2_92_4	K06971
metabat1.spades.2_92_5	K00757
metabat1.spades.2_92_6	K00856
metabat1.spades.2_92_6	K22026

metabat1.spades.2_92_8	K02057
metabat1.spades.2_92_9	K02057
metabat1.spades.2_92_10	K02056
metabat1.spades.2_92_11	K07335
metabat1.spades.2_92_12	K03710
metabat1.spades.2_93_1	K03168
metabat1.spades.2_93_2	K03706
metabat1.spades.2_93_3	K02387
metabat1.spades.2_93_4	K02388
metabat1.spades.2_93_5	K02408
metabat1.spades.2_93_6	K02409
metabat1.spades.2_93_7	K02409
metabat1.spades.2_94_1	K20989
metabat1.spades.2_94_3	K01866
metabat1.spades.2_95_1	K14155
metabat1.spades.2_95_5	K10907
metabat1.spades.2_95_6	K07570
metabat1.spades.2_95_6	K07571

metabat1.spades.2_95_7	K09779
metabat1.spades.2_95_8	K01810
metabat1.spades.2_95_10	K10716
metabat1.spades.2_95_12	K06973
metabat1.spades.2_95_14	K00686
metabat1.spades.2_96_1	K07729
metabat1.spades.2_96_2	K01971
metabat1.spades.2_96_6	K03088
metabat1.spades.2_96_11	K10797
metabat1.spades.2_96_14	K07979
metabat1.spades.2_96_16	K01990
metabat1.spades.2_96_17	K01992
metabat1.spades.2_96_18	K01990
metabat1.spades.2_97_4	K01759
metabat1.spades.2_98_1	K00763
metabat1.spades.2_98_2	K08309
metabat1.spades.2_98_3	K00859
metabat1.spades.2_98_4	K02335
metabat1.spades.2_100_2	K07694
metabat1.spades.2_100_2	K11618

metabat1.spades.2_100_3	K07681
metabat1.spades.2_100_3	K11617

metabat1.spades.2_100_4	K11622
metabat1.spades.2_100_6	K11619
metabat1.spades.2_101_1	K00013
metabat1.spades.2_101_2	K00765
metabat1.spades.2_101_2	K02502

metabat1.spades.2_101_3	K02502
metabat1.spades.2_102_4	K08369
metabat1.spades.2_103_3	K03977
metabat1.spades.2_103_4	K00057
metabat1.spades.2_103_5	K06398
metabat1.spades.2_103_6	K00548
metabat1.spades.2_103_7	K00548
metabat1.spades.2_103_10	K06209
metabat1.spades.2_103_11	K00003
metabat1.spades.2_103_12	K00872
metabat1.spades.2_103_13	K00928
metabat1.spades.2_103_14	K01611
metabat1.spades.2_103_17	K03324
metabat1.spades.2_103_20	K09683
metabat1.spades.2_103_21	K09157
metabat1.spades.2_103_22	K07166
metabat1.spades.2_103_29	K03713
metabat1.spades.2_103_30	K01916
metabat1.spades.2_103_31	K01915
metabat1.spades.2_103_32	K01356
metabat1.spades.2_104_1	K02337
metabat1.spades.2_104_1	K14162

metabat1.spades.2_104_4	K11184
metabat1.spades.2_104_4	K11189

metabat1.spades.2_104_5	K09762
metabat1.spades.2_105_2	K06113
metabat1.spades.2_105_3	K06113
metabat1.spades.2_106_1	K02358
metabat1.spades.2_106_2	K02946
metabat1.spades.2_106_3	K02906
metabat1.spades.2_106_4	K02926
metabat1.spades.2_106_5	K02892
metabat1.spades.2_106_6	K02886
metabat1.spades.2_106_7	K02965
metabat1.spades.2_106_8	K02890
metabat1.spades.2_106_9	K02982
metabat1.spades.2_106_10	K02878
metabat1.spades.2_106_11	K02904
metabat1.spades.2_106_12	K02961
metabat1.spades.2_106_13	K02874
metabat1.spades.2_106_14	K02895
metabat1.spades.2_106_15	K02931
metabat1.spades.2_106_16	K02994
metabat1.spades.2_106_17	K02933
metabat1.spades.2_106_18	K02881
metabat1.spades.2_106_19	K02988
metabat1.spades.2_106_20	K02907
metabat1.spades.2_106_21	K02876
metabat1.spades.2_106_22	K03076
metabat1.spades.2_106_23	K00939
metabat1.spades.2_106_25	K02518
metabat1.spades.2_106_26	K02919
metabat1.spades.2_106_27	K02952
metabat1.spades.2_106_28	K02948
metabat1.spades.2_106_30	K02986
metabat1.spades.2_106_31	K03040
metabat1.spades.2_106_32	K02879
metabat1.spades.2_106_33	K16786
metabat1.spades.2_106_33	K16787

metabat1.spades.2_106_34	K16786
metabat1.spades.2_106_34	K16787

metabat1.spades.2_106_35	K16783
metabat1.spades.2_106_35	K16785

metabat1.spades.2_106_36	K06173
metabat1.spades.2_106_37	K02871
metabat1.spades.2_106_38	K02996
metabat1.spades.2_106_41	K01740
metabat1.spades.2_106_42	K01448
metabat1.spades.2_106_43	K06990
metabat1.spades.2_106_43	K09141

metabat1.spades.2_106_44	K04069
metabat1.spades.2_106_45	K06421
metabat1.spades.2_106_46	K22278
metabat1.spades.2_106_47	K10206
metabat1.spades.2_106_50	K07260
metabat1.spades.2_106_51	K03406
metabat1.spades.2_106_52	K06872
metabat1.spades.2_106_53	K03744
metabat1.spades.2_106_54	K01926
metabat1.spades.2_106_55	K06929
metabat1.spades.2_106_56	K00145
metabat1.spades.2_106_57	K00620
metabat1.spades.2_106_58	K00930
metabat1.spades.2_106_59	K00821
metabat1.spades.2_106_60	K00611
metabat1.spades.2_106_60	K09065
metabat1.spades.2_106_60	K13252

metabat1.spades.2_106_61	K01940
metabat1.spades.2_106_62	K01755
metabat1.spades.2_106_63	K00826
metabat1.spades.2_106_64	K01687
metabat1.spades.2_106_65	K01652
metabat1.spades.2_106_66	K01653
metabat1.spades.2_106_67	K00053
metabat1.spades.2_106_70	K02003
metabat1.spades.2_106_71	K02004
metabat1.spades.2_106_74	K00789
metabat1.spades.2_106_76	K07777
metabat1.spades.2_106_79	K03091
metabat1.spades.2_106_85	K06285
metabat1.spades.2_106_87	K06959
metabat1.spades.2_106_88	K00523
metabat1.spades.2_106_88	K00528
metabat1.spades.2_106_88	K02574
metabat1.spades.2_106_88	K07098

metabat1.spades.2_106_89	K21600
metabat1.spades.2_106_90	K03581
metabat1.spades.2_106_91	K09940
metabat1.spades.2_106_93	K05847
metabat1.spades.2_106_95	K05845
metabat1.spades.2_106_95	K05846

metabat1.spades.2_106_96	K01026
metabat1.spades.2_106_97	K01715
metabat1.spades.2_108_2	K01468
metabat1.spades.2_108_3	K03718
metabat1.spades.2_108_4	K16203
metabat1.spades.2_108_5	K02033
metabat1.spades.2_108_5	K15581

metabat1.spades.2_109_2	K03978
metabat1.spades.2_109_3	K01338
metabat1.spades.2_110_2	K01835
metabat1.spades.2_110_4	K03611
metabat1.spades.2_112_1	K01154
metabat1.spades.2_112_1	K03427

metabat1.spades.2_113_1	K09989
metabat1.spades.2_113_3	K00989
metabat1.spades.2_113_3	K02428

metabat1.spades.2_113_4	K02428
metabat1.spades.2_114_1	K05521
metabat1.spades.2_115_1	K07078
metabat1.spades.2_115_2	K17733
metabat1.spades.2_115_2	K19304

metabat1.spades.2_115_3	K07107
metabat1.spades.2_116_1	K00948
metabat1.spades.2_116_2	K01056
metabat1.spades.2_116_3	K03723
metabat1.spades.2_117_1	K01876
metabat1.spades.2_117_2	K01892
metabat1.spades.2_117_3	K01448
metabat1.spades.2_117_4	K07560
metabat1.spades.2_117_5	K00951
metabat1.spades.2_117_6	K00759
metabat1.spades.2_117_7	K07462
metabat1.spades.2_117_8	K03072
metabat1.spades.2_117_8	K12257

metabat1.spades.2_117_10	K06409
metabat1.spades.2_117_12	K03210
metabat1.spades.2_117_13	K00773
metabat1.spades.2_117_14	K07568
metabat1.spades.2_118_5	K07214
metabat1.spades.2_119_4	K00231
metabat1.spades.2_120_1	K02358
metabat1.spades.2_120_2	K02355
metabat1.spades.2_120_3	K02992
metabat1.spades.2_121_1	K11623
metabat1.spades.2_122_2	K06305
metabat1.spades.2_123_1	K06213
metabat1.spades.2_124_1	K11709
metabat1.spades.2_124_1	K19976

metabat1.spades.2_124_2	K03709
metabat1.spades.2_126_1	K02003
metabat1.spades.2_126_1	K11631
metabat1.spades.2_126_1	K19079

metabat1.spades.2_126_2	K11629
metabat1.spades.2_126_2	K19077

metabat1.spades.2_126_3	K11630
metabat1.spades.2_126_3	K19078

metabat1.spades.2_127_2	K03308
metabat1.spades.2_130_1	K09763
metabat1.spades.2_130_2	K05896
metabat1.spades.2_130_3	K06024
metabat1.spades.2_131_1	K00626
metabat1.spades.2_132_1	K02417
metabat1.spades.2_132_2	K02416
metabat1.spades.2_134_1	K11754
metabat1.spades.2_134_2	K01586
metabat1.spades.2_135_1	K19142
metabat1.spades.2_136_1	K03088
metabat1.spades.2_138_2	K00248
metabat1.spades.2_139_3	K06281
metabat1.spades.2_139_4	K06282
metabat1.spades.2_140_1	K06922
metabat1.spades.2_143_1	K09119
metabat1.spades.2_143_2	K09011
metabat1.spades.2_144_1	K00942
metabat1.spades.2_144_2	K03060
metabat1.spades.2_144_3	K01598
metabat1.spades.2_144_3	K13038

metabat1.spades.2_144_4	K04066
metabat1.spades.2_145_2	K00850
metabat1.spades.2_146_1	K03596
metabat1.spades.2_147_1	K05515
metabat1.spades.2_148_2	K02122
metabat1.spades.2_148_3	K02124
metabat1.spades.2_148_4	K02123
metabat1.spades.2_149_1	K00058
metabat1.spades.2_149_2	K00073
metabat1.spades.2_149_3	K05799
metabat1.spades.2_149_4	K18815
metabat1.spades.2_149_10	K22303
metabat1.spades.2_150_1	K07464
metabat1.spades.2_150_2	K15342
