vamb.megahit.295_1_2	K06889
vamb.megahit.295_75_3	K02906
vamb.megahit.295_75_4	K02926
vamb.megahit.295_75_5	K02892
vamb.megahit.295_75_6	K02886
vamb.megahit.295_75_7	K02965
vamb.megahit.295_75_8	K02890
vamb.megahit.295_75_9	K02982
vamb.megahit.295_75_10	K02878
vamb.megahit.295_75_11	K02904
vamb.megahit.295_75_12	K02961
vamb.megahit.295_75_13	K02874
vamb.megahit.295_75_14	K02895
vamb.megahit.295_75_15	K02931
vamb.megahit.295_75_16	K02954
vamb.megahit.295_75_17	K02994
vamb.megahit.295_75_18	K02933
vamb.megahit.295_75_19	K02881
vamb.megahit.295_75_20	K02988
vamb.megahit.295_75_21	K02907
vamb.megahit.295_75_22	K02876
vamb.megahit.295_75_23	K03076
vamb.megahit.295_75_24	K00939
vamb.megahit.295_75_25	K01265
vamb.megahit.295_75_27	K02518
vamb.megahit.295_75_28	K02952
vamb.megahit.295_75_29	K02948
vamb.megahit.295_75_30	K02986
vamb.megahit.295_75_31	K03040
vamb.megahit.295_75_32	K02879
vamb.megahit.295_75_33	K16786
vamb.megahit.295_75_33	K16787

vamb.megahit.295_75_34	K16786
vamb.megahit.295_75_34	K16787

vamb.megahit.295_75_35	K16783
vamb.megahit.295_75_35	K16785

vamb.megahit.295_75_36	K06173
vamb.megahit.295_75_37	K02871
vamb.megahit.295_75_38	K02996
vamb.megahit.295_76_2	K19064
vamb.megahit.295_76_8	K18907
vamb.megahit.295_76_9	K06998
vamb.megahit.295_76_12	K03823
vamb.megahit.295_76_15	K16923
vamb.megahit.295_77_4	K02005
vamb.megahit.295_77_5	K02005
vamb.megahit.295_77_6	K02004
vamb.megahit.295_77_7	K02003
vamb.megahit.295_77_8	K00857
vamb.megahit.295_77_9	K02909
vamb.megahit.295_77_10	K03628
vamb.megahit.295_77_11	K02446
vamb.megahit.295_77_12	K00616
vamb.megahit.295_77_14	K18013
vamb.megahit.295_77_15	K18014
vamb.megahit.295_77_16	K01835
vamb.megahit.295_77_16	K01840

vamb.megahit.295_78_10	K01599
vamb.megahit.295_78_15	K06902
vamb.megahit.295_79_3	K01990
vamb.megahit.295_79_5	K01990
vamb.megahit.295_79_6	K01992
vamb.megahit.295_79_7	K01992
vamb.megahit.295_79_11	K06296
vamb.megahit.295_79_13	K06297
vamb.megahit.295_79_14	K06295
vamb.megahit.295_79_15	K18890
vamb.megahit.295_79_16	K18889
vamb.megahit.295_79_17	K19055
vamb.megahit.295_79_18	K06976
vamb.megahit.295_79_23	K03738
vamb.megahit.295_80_1	K21029
vamb.megahit.295_80_3	K03803
vamb.megahit.295_81_2	K09951
vamb.megahit.295_81_3	K15342
vamb.megahit.295_81_4	K07464
vamb.megahit.295_81_5	K19091
vamb.megahit.295_81_6	K07012
vamb.megahit.295_81_7	K19116
vamb.megahit.295_81_8	K19115
vamb.megahit.295_81_8	K19118

vamb.megahit.295_81_9	K19114
vamb.megahit.295_81_10	K13572
vamb.megahit.295_81_11	K07720
vamb.megahit.295_81_12	K02035
vamb.megahit.295_81_16	K01915
vamb.megahit.295_81_22	K02120
vamb.megahit.295_81_23	K02118
vamb.megahit.295_81_24	K02117
vamb.megahit.295_81_25	K02121
vamb.megahit.295_81_26	K02122
vamb.megahit.295_81_27	K02124
vamb.megahit.295_81_28	K02123
vamb.megahit.295_81_29	K02119
vamb.megahit.295_81_33	K03406
vamb.megahit.295_81_36	K01271
vamb.megahit.295_81_41	K00656
vamb.megahit.295_81_41	K20038

vamb.megahit.295_81_42	K04069
vamb.megahit.295_81_43	K06714
vamb.megahit.295_81_47	K11936
vamb.megahit.295_82_3	K06024
vamb.megahit.295_82_4	K05896
vamb.megahit.295_83_1	K04758
vamb.megahit.295_83_2	K04759
vamb.megahit.295_84_2	K21898
vamb.megahit.295_84_4	K17898
vamb.megahit.295_84_5	K17899
vamb.megahit.295_84_6	K21400
vamb.megahit.295_84_7	K21399
vamb.megahit.295_84_8	K21672
vamb.megahit.295_84_9	K04486
vamb.megahit.295_84_10	K06714
vamb.megahit.295_84_11	K00600
vamb.megahit.295_85_2	K01640
vamb.megahit.295_85_3	K04072
vamb.megahit.295_85_3	K13922

vamb.megahit.295_85_4	K01652
vamb.megahit.295_86_1	K02500
vamb.megahit.295_86_2	K01814
vamb.megahit.295_86_3	K01693
vamb.megahit.295_86_4	K00817
vamb.megahit.295_86_5	K00013
vamb.megahit.295_86_6	K00765
vamb.megahit.295_86_6	K02502

vamb.megahit.295_86_7	K02502
vamb.megahit.295_87_1	K07483
vamb.megahit.295_87_4	K01834
vamb.megahit.295_87_11	K07095
vamb.megahit.295_87_12	K02004
vamb.megahit.295_87_13	K02003
vamb.megahit.295_87_16	K01696
vamb.megahit.295_87_16	K06001

vamb.megahit.295_87_17	K00681
vamb.megahit.295_87_19	K03928
vamb.megahit.295_87_20	K03790
vamb.megahit.295_87_22	K07238
vamb.megahit.295_87_23	K11068
vamb.megahit.295_87_26	K03699
vamb.megahit.295_87_38	K07777
vamb.megahit.295_87_40	K03408
vamb.megahit.295_87_42	K01745
vamb.megahit.295_87_43	K01975
vamb.megahit.295_87_49	K02346
vamb.megahit.295_87_51	K06213
vamb.megahit.295_87_55	K01270
vamb.megahit.295_87_56	K01885
vamb.megahit.295_87_56	K09698

vamb.megahit.295_87_65	K01893
vamb.megahit.295_87_68	K01179
vamb.megahit.295_87_69	K01179
vamb.megahit.295_87_72	K04565
vamb.megahit.295_89_2	K03621
vamb.megahit.295_89_3	K00648
vamb.megahit.295_89_4	K02371
vamb.megahit.295_89_5	K00645
vamb.megahit.295_89_6	K00059
vamb.megahit.295_89_7	K02078
vamb.megahit.295_89_8	K09458
vamb.megahit.295_89_9	K03685
vamb.megahit.295_89_11	K06416
vamb.megahit.295_89_12	K03529
vamb.megahit.295_89_13	K03110
vamb.megahit.295_89_14	K09787
vamb.megahit.295_89_15	K03106
vamb.megahit.295_89_16	K02959
vamb.megahit.295_89_17	K06960
vamb.megahit.295_89_18	K02860
vamb.megahit.295_89_19	K00554
vamb.megahit.295_90_2	K00354
vamb.megahit.295_90_3	K11206
vamb.megahit.295_90_5	K04065
vamb.megahit.295_90_6	K13653
vamb.megahit.295_90_10	K21600
vamb.megahit.295_90_11	K07213
vamb.megahit.295_90_12	K01533
vamb.megahit.295_90_12	K17686

vamb.megahit.295_90_17	K18979
vamb.megahit.295_90_18	K01738
vamb.megahit.295_90_20	K04655
vamb.megahit.295_90_22	K01733
vamb.megahit.295_90_23	K07402
vamb.megahit.295_90_24	K13993
vamb.megahit.295_90_25	K01118
vamb.megahit.295_90_26	K03296
vamb.megahit.295_90_29	K06934
vamb.megahit.295_90_33	K02688
vamb.megahit.295_90_33	K06714

vamb.megahit.295_90_36	K01273
vamb.megahit.295_90_37	K01273
vamb.megahit.295_90_38	K02035
vamb.megahit.295_90_39	K06015
vamb.megahit.295_90_40	K02031
vamb.megahit.295_90_40	K02034
vamb.megahit.295_90_40	K15582

vamb.megahit.295_90_41	K02033
vamb.megahit.295_90_42	K10823
vamb.megahit.295_90_43	K02031
vamb.megahit.295_90_43	K15583

vamb.megahit.295_90_44	K00784
vamb.megahit.295_90_46	K07814
vamb.megahit.295_90_52	K07260
vamb.megahit.295_90_53	K03431
vamb.megahit.295_90_54	K01887
vamb.megahit.295_90_55	K00177
vamb.megahit.295_90_56	K00175
vamb.megahit.295_90_57	K00174
vamb.megahit.295_90_58	K00176
vamb.megahit.295_90_60	K00929
vamb.megahit.295_90_61	K00634
vamb.megahit.295_90_62	K00929
vamb.megahit.295_90_65	K18672
vamb.megahit.295_90_66	K03785
vamb.megahit.295_90_67	K01308
vamb.megahit.295_90_70	K06200
vamb.megahit.295_91_1	K00523
vamb.megahit.295_91_1	K00528
vamb.megahit.295_91_1	K02574
vamb.megahit.295_91_1	K07098

vamb.megahit.295_91_7	K06317
vamb.megahit.295_92_1	K02017
vamb.megahit.295_92_6	K01129
vamb.megahit.295_92_7	K09768
vamb.megahit.295_92_8	K02316
vamb.megahit.295_92_9	K03086
vamb.megahit.295_92_11	K06967
vamb.megahit.295_92_13	K07164
vamb.megahit.295_92_17	K03797
vamb.megahit.295_92_18	K01628
vamb.megahit.295_92_18	K03077

vamb.megahit.295_92_20	K01990
vamb.megahit.295_92_20	K19340

vamb.megahit.295_92_21	K01992
vamb.megahit.295_92_22	K03088
vamb.megahit.295_92_25	K03406
vamb.megahit.295_93_3	K06390
vamb.megahit.295_93_4	K06391
vamb.megahit.295_93_5	K06392
vamb.megahit.295_93_6	K06393
vamb.megahit.295_93_7	K06394
vamb.megahit.295_93_8	K06395
vamb.megahit.295_93_9	K06396
vamb.megahit.295_93_10	K06397
vamb.megahit.295_93_14	K03625
vamb.megahit.295_93_15	K01409
vamb.megahit.295_93_16	K03601
vamb.megahit.295_93_17	K03602
vamb.megahit.295_93_18	K13789
vamb.megahit.295_93_19	K09775
vamb.megahit.295_93_20	K01662
vamb.megahit.295_93_21	K06442
vamb.megahit.295_93_22	K00858
vamb.megahit.295_94_4	K05396
vamb.megahit.295_94_9	K02315
vamb.megahit.295_94_12	K17734
vamb.megahit.295_94_15	K07658
vamb.megahit.295_94_15	K07668

vamb.megahit.295_94_16	K07652
vamb.megahit.295_94_20	K00790
vamb.megahit.295_95_3	K03088
vamb.megahit.295_95_3	K03091

vamb.megahit.295_95_4	K09770
vamb.megahit.295_95_5	K02406
vamb.megahit.295_95_6	K02422
vamb.megahit.295_95_7	K04061
vamb.megahit.295_95_9	K00789
vamb.megahit.295_95_10	K01992
vamb.megahit.295_95_11	K01990
vamb.megahit.295_95_16	K02372
vamb.megahit.295_95_17	K02395
vamb.megahit.295_95_18	K02390
vamb.megahit.295_95_18	K02392

vamb.megahit.295_95_19	K02392
vamb.megahit.295_95_20	K03569
vamb.megahit.295_95_21	K06283
vamb.megahit.295_95_23	K06381
vamb.megahit.295_95_26	K01791
vamb.megahit.295_95_26	K02851

vamb.megahit.295_95_27	K02851
vamb.megahit.295_95_28	K01493
vamb.megahit.295_95_29	K00761
vamb.megahit.295_95_30	K01808
vamb.megahit.295_95_31	K01104
vamb.megahit.295_95_31	K20201

vamb.megahit.295_95_32	K07566
vamb.megahit.295_95_33	K07238
vamb.megahit.295_95_36	K02835
vamb.megahit.295_95_37	K02493
vamb.megahit.295_96_1	K03406
vamb.megahit.295_96_5	K03518
vamb.megahit.295_96_9	K01753
vamb.megahit.295_96_10	K15986
vamb.megahit.295_96_11	K08217
vamb.megahit.295_96_15	K03312
vamb.megahit.295_96_18	K07317
vamb.megahit.295_96_19	K00826
vamb.megahit.295_96_19	K02619

vamb.megahit.295_96_21	K01739
vamb.megahit.295_96_21	K01761

vamb.megahit.295_96_22	K01534
vamb.megahit.295_96_24	K18346
vamb.megahit.295_96_26	K01759
vamb.megahit.295_96_27	K07464
vamb.megahit.295_96_27	K10844

vamb.megahit.295_96_31	K11249
vamb.megahit.295_96_32	K18346
vamb.megahit.295_96_37	K00940
vamb.megahit.295_97_1	K06959
vamb.megahit.295_97_3	K06209
vamb.megahit.295_97_4	K01733
vamb.megahit.295_97_5	K00872
vamb.megahit.295_97_6	K03406
vamb.megahit.295_97_7	K02836
vamb.megahit.295_98_1	K03429
vamb.megahit.295_98_2	K06378
vamb.megahit.295_98_3	K06379
vamb.megahit.295_98_4	K03091
vamb.megahit.295_99_1	K01926
vamb.megahit.295_99_2	K06158
vamb.megahit.295_99_4	K00030
vamb.megahit.295_99_7	K01409
vamb.megahit.295_99_11	K03088
vamb.megahit.295_99_12	K14742
vamb.megahit.295_99_13	K06925
vamb.megahit.295_99_16	K04940
vamb.megahit.295_99_17	K01921
vamb.megahit.295_99_18	K03312
vamb.megahit.295_99_19	K07719
vamb.megahit.295_99_20	K07717
vamb.megahit.295_100_1	K01138
vamb.megahit.295_100_2	K18231
vamb.megahit.295_100_3	K07052
vamb.megahit.295_101_2	K16785
vamb.megahit.295_101_3	K16785
vamb.megahit.295_101_3	K16786
vamb.megahit.295_101_3	K16787

vamb.megahit.295_101_4	K16925
vamb.megahit.295_101_5	K03409
vamb.megahit.295_101_6	K07216
vamb.megahit.295_101_9	K01155
vamb.megahit.295_101_10	K06223
vamb.megahit.295_101_14	K00537
vamb.megahit.295_101_16	K06969
vamb.megahit.295_101_24	K02055
vamb.megahit.295_101_25	K01953
vamb.megahit.295_101_27	K01823
vamb.megahit.295_101_37	K06969
vamb.megahit.295_101_38	K06969
vamb.megahit.295_101_39	K01138
vamb.megahit.295_102_1	K03210
vamb.megahit.295_102_2	K00773
vamb.megahit.295_102_4	K07568
vamb.megahit.295_102_5	K06381
vamb.megahit.295_102_6	K03551
vamb.megahit.295_102_7	K03550
vamb.megahit.295_102_8	K01159
vamb.megahit.295_102_11	K01916
vamb.megahit.295_103_1	K03531
vamb.megahit.295_103_5	K03589
vamb.megahit.295_103_6	K00790
vamb.megahit.295_103_7	K02563
vamb.megahit.295_103_8	K03588
vamb.megahit.295_103_9	K01925
vamb.megahit.295_103_10	K01000
vamb.megahit.295_103_11	K01929
vamb.megahit.295_103_12	K01928
vamb.megahit.295_103_13	K03587
vamb.megahit.295_103_13	K08384

vamb.megahit.295_103_15	K03438
vamb.megahit.295_103_16	K03925
vamb.megahit.295_103_17	K13292
vamb.megahit.295_103_18	K02120
vamb.megahit.295_103_19	K02118
vamb.megahit.295_103_20	K02117
vamb.megahit.295_103_21	K02122
vamb.megahit.295_103_22	K02119
vamb.megahit.295_103_23	K02121
vamb.megahit.295_103_24	K02124
vamb.megahit.295_103_25	K02123
vamb.megahit.295_103_26	K02107
vamb.megahit.295_103_27	K10773
vamb.megahit.295_103_28	K02347
vamb.megahit.295_103_29	K04034
vamb.megahit.295_103_30	K01114
vamb.megahit.295_103_31	K19689
vamb.megahit.295_103_33	K01246
vamb.megahit.295_103_34	K13530
vamb.megahit.295_104_3	K05946
vamb.megahit.295_104_4	K00615
vamb.megahit.295_104_5	K00615
vamb.megahit.295_104_7	K01934
vamb.megahit.295_104_9	K09812
vamb.megahit.295_104_10	K09811
vamb.megahit.295_104_11	K21471
vamb.megahit.295_104_12	K09817
vamb.megahit.295_104_13	K09816
vamb.megahit.295_104_14	K02076
vamb.megahit.295_104_14	K03711

vamb.megahit.295_104_15	K03797
vamb.megahit.295_104_18	K03702
vamb.megahit.295_104_19	K03701
vamb.megahit.295_104_22	K07813
vamb.megahit.295_104_27	K18646
vamb.megahit.295_104_27	K18647

vamb.megahit.295_104_29	K02051
vamb.megahit.295_104_30	K02049
vamb.megahit.295_104_30	K10831

vamb.megahit.295_104_31	K02050
vamb.megahit.295_104_32	K03769
vamb.megahit.295_104_32	K07533

vamb.megahit.295_105_2	K01755
vamb.megahit.295_105_3	K01940
vamb.megahit.295_105_4	K03711
vamb.megahit.295_105_4	K09825

vamb.megahit.295_105_5	K00244
vamb.megahit.295_105_9	K03523
vamb.megahit.295_105_10	K05825
vamb.megahit.295_105_14	K03978
vamb.megahit.295_105_15	K01338
vamb.megahit.295_105_16	K01338
vamb.megahit.295_105_16	K04076

vamb.megahit.295_106_2	K02238
vamb.megahit.295_106_3	K02340
vamb.megahit.295_106_4	K02968
vamb.megahit.295_107_2	K21405
vamb.megahit.295_107_3	K03738
vamb.megahit.295_108_1	K03610
vamb.megahit.295_108_2	K03609
vamb.megahit.295_108_3	K03608
vamb.megahit.295_108_5	K06402
vamb.megahit.295_108_8	K08301
vamb.megahit.295_109_5	K07322
vamb.megahit.295_109_8	K07005
vamb.megahit.295_109_10	K00970
vamb.megahit.295_109_10	K00974

vamb.megahit.295_109_13	K06928
vamb.megahit.295_109_15	K01496
vamb.megahit.295_109_15	K11755

vamb.megahit.295_110_5	K18814
vamb.megahit.295_110_7	K01463
vamb.megahit.295_111_1	K07038
vamb.megahit.295_111_3	K12960
vamb.megahit.295_111_3	K20810

vamb.megahit.295_111_4	K01251
vamb.megahit.295_112_2	K03833
vamb.megahit.295_112_3	K01042
vamb.megahit.295_112_4	K01008
vamb.megahit.295_112_5	K02237
vamb.megahit.295_112_6	K07258
vamb.megahit.295_112_9	K09710
vamb.megahit.295_112_11	K00969
vamb.megahit.295_112_12	K00969
vamb.megahit.295_112_13	K07507
vamb.megahit.295_112_14	K00826
vamb.megahit.295_112_15	K03310
vamb.megahit.295_112_16	K01449
vamb.megahit.295_113_3	K07316
vamb.megahit.295_114_1	K00575
vamb.megahit.295_114_2	K02945
vamb.megahit.295_114_2	K03527

vamb.megahit.295_114_3	K00655
vamb.megahit.295_114_4	K00945
vamb.megahit.295_114_6	K07007
vamb.megahit.295_114_7	K00260
vamb.megahit.295_114_7	K00261

vamb.megahit.295_114_9	K00177
vamb.megahit.295_114_10	K00175
vamb.megahit.295_114_11	K00174
vamb.megahit.295_114_12	K00176
vamb.megahit.295_114_13	K03787
vamb.megahit.295_114_15	K01571
vamb.megahit.295_114_15	K01960

vamb.megahit.295_114_16	K00619
vamb.megahit.295_114_17	K07258
vamb.megahit.295_116_3	K00626
vamb.megahit.295_116_4	K01034
vamb.megahit.295_116_5	K01029
vamb.megahit.295_116_5	K01035

vamb.megahit.295_117_5	K07078
vamb.megahit.295_117_9	K01448
vamb.megahit.295_119_2	K04763
vamb.megahit.295_119_3	K06384
vamb.megahit.295_119_4	K01515
vamb.megahit.295_119_6	K07699
vamb.megahit.295_119_7	K06399
vamb.megahit.295_119_8	K03631
vamb.megahit.295_119_9	K03402
vamb.megahit.295_120_1	K03070
vamb.megahit.295_120_5	K05808
vamb.megahit.295_120_8	K02422
vamb.megahit.295_120_9	K02407
vamb.megahit.295_120_10	K06603
vamb.megahit.295_120_11	K04069
vamb.megahit.295_120_12	K06990
vamb.megahit.295_120_12	K09141

vamb.megahit.295_121_1	K02412
vamb.megahit.295_121_1	K03224

vamb.megahit.295_121_2	K02413
vamb.megahit.295_121_3	K02383
vamb.megahit.295_121_4	K02414
vamb.megahit.295_121_5	K02389
vamb.megahit.295_121_7	K02390
vamb.megahit.295_121_8	K02385
vamb.megahit.295_121_9	K02556
vamb.megahit.295_121_10	K02557
vamb.megahit.295_121_11	K02415
vamb.megahit.295_121_12	K02416
vamb.megahit.295_121_13	K02417
vamb.megahit.295_121_14	K03413
vamb.megahit.295_121_15	K02418
vamb.megahit.295_121_16	K02419
vamb.megahit.295_121_17	K02420
vamb.megahit.295_121_18	K02421
vamb.megahit.295_121_19	K02401
vamb.megahit.295_121_19	K13820

vamb.megahit.295_121_20	K02400
vamb.megahit.295_121_21	K02404
vamb.megahit.295_121_22	K04562
vamb.megahit.295_121_24	K03407
vamb.megahit.295_121_25	K03408
vamb.megahit.295_121_26	K03410
vamb.megahit.295_121_27	K03411
vamb.megahit.295_121_29	K02405
vamb.megahit.295_121_30	K09749
vamb.megahit.295_121_34	K02967
vamb.megahit.295_121_35	K02357
vamb.megahit.295_121_36	K09903
vamb.megahit.295_121_37	K02838
vamb.megahit.295_121_39	K00806
vamb.megahit.295_121_40	K00981
vamb.megahit.295_121_41	K00099
vamb.megahit.295_121_42	K11749
vamb.megahit.295_121_43	K03526
vamb.megahit.295_121_45	K03763
vamb.megahit.295_121_46	K09748
vamb.megahit.295_121_47	K02600
vamb.megahit.295_121_48	K07742
vamb.megahit.295_121_50	K02519
vamb.megahit.295_121_51	K02834
vamb.megahit.295_121_52	K06881
vamb.megahit.295_121_53	K03177
vamb.megahit.295_121_54	K11753
vamb.megahit.295_121_55	K02956
vamb.megahit.295_121_56	K00962
vamb.megahit.295_121_59	K01520
vamb.megahit.295_121_61	K00928
vamb.megahit.295_121_62	K01358
vamb.megahit.295_121_63	K03466
vamb.megahit.295_121_64	K14441
vamb.megahit.295_121_65	K00995
vamb.megahit.295_121_65	K08744

vamb.megahit.295_121_66	K03742
vamb.megahit.295_121_66	K03743

vamb.megahit.295_121_67	K03553
vamb.megahit.295_121_68	K03565
vamb.megahit.295_121_69	K18682
vamb.megahit.295_121_70	K09769
vamb.megahit.295_121_71	K06416
vamb.megahit.295_121_72	K07053
vamb.megahit.295_121_73	K00812
vamb.megahit.295_121_73	K10907

vamb.megahit.295_121_74	K03733
vamb.megahit.295_121_74	K04763

vamb.megahit.295_121_76	K08307
vamb.megahit.295_121_76	K12204
vamb.megahit.295_121_76	K19224

vamb.megahit.295_123_1	K07090
vamb.megahit.295_123_2	K07090
vamb.megahit.295_123_3	K03665
vamb.megahit.295_123_4	K04088
vamb.megahit.295_123_5	K04087
vamb.megahit.295_124_2	K06012
vamb.megahit.295_124_3	K06385
vamb.megahit.295_124_5	K03596
vamb.megahit.295_124_7	K03705
vamb.megahit.295_124_8	K03687
vamb.megahit.295_124_9	K04043
vamb.megahit.295_124_10	K03686
vamb.megahit.295_124_10	K05516

vamb.megahit.295_124_11	K02687
vamb.megahit.295_124_12	K09761
vamb.megahit.295_124_13	K18707
vamb.megahit.295_124_14	K02503
vamb.megahit.295_124_15	K02970
vamb.megahit.295_124_16	K09117
vamb.megahit.295_124_17	K07403
vamb.megahit.295_124_21	K06438
vamb.megahit.295_124_22	K06217
vamb.megahit.295_124_23	K07037
vamb.megahit.295_124_24	K01489
vamb.megahit.295_124_24	K07042

vamb.megahit.295_124_26	K01489
vamb.megahit.295_124_27	K03595
vamb.megahit.295_124_28	K03584
vamb.megahit.295_124_30	K01878
vamb.megahit.295_124_31	K01879
vamb.megahit.295_124_33	K09773
vamb.megahit.295_124_34	K01006
vamb.megahit.295_124_37	K02020
vamb.megahit.295_124_38	K02018
vamb.megahit.295_125_1	K03458
vamb.megahit.295_125_2	K03738
vamb.megahit.295_125_2	K19515

vamb.megahit.295_125_3	K01447
vamb.megahit.295_125_5	K08963
vamb.megahit.295_125_6	K02346
vamb.megahit.295_125_8	K01491
vamb.megahit.295_125_9	K19285
vamb.megahit.295_125_13	K01273
vamb.megahit.295_125_15	K00375
vamb.megahit.295_125_16	K01921
vamb.megahit.295_125_17	K16203
vamb.megahit.295_125_18	K01779
vamb.megahit.295_125_19	K01266
vamb.megahit.295_125_22	K10823
vamb.megahit.295_125_23	K02031
vamb.megahit.295_125_23	K15583

vamb.megahit.295_125_25	K02033
vamb.megahit.295_125_26	K05799
vamb.megahit.295_126_1	K07483
vamb.megahit.295_126_2	K00012
vamb.megahit.295_126_5	K13012
vamb.megahit.295_126_6	K13010
vamb.megahit.295_126_12	K01937
vamb.megahit.295_126_14	K03797
vamb.megahit.295_126_19	K03739
vamb.megahit.295_126_19	K19294

vamb.megahit.295_126_22	K01895
vamb.megahit.295_126_26	K09684
vamb.megahit.295_126_27	K03458
vamb.megahit.295_126_33	K01759
vamb.megahit.295_126_33	K05606

vamb.megahit.295_126_34	K07749
vamb.megahit.295_126_34	K18702

vamb.megahit.295_126_35	K03769
vamb.megahit.295_126_35	K07533

vamb.megahit.295_126_38	K18011
vamb.megahit.295_126_39	K01844
vamb.megahit.295_126_40	K07456
vamb.megahit.295_127_1	K00820
vamb.megahit.295_127_3	K06187
vamb.megahit.295_127_4	K09747
vamb.megahit.295_127_5	K02343
vamb.megahit.295_127_6	K03294
vamb.megahit.295_127_6	K11737

vamb.megahit.295_127_7	K00013
vamb.megahit.295_127_7	K15509

vamb.megahit.295_127_8	K03592
vamb.megahit.295_127_9	K03568
vamb.megahit.295_127_10	K20109
vamb.megahit.295_127_12	K03574
vamb.megahit.295_127_13	K00018
vamb.megahit.295_127_14	K00865
vamb.megahit.295_127_16	K12410
vamb.megahit.295_127_17	K00928
vamb.megahit.295_127_26	K11688
vamb.megahit.295_127_26	K17836

vamb.megahit.295_127_27	K06915
vamb.megahit.295_127_28	K06915
vamb.megahit.295_127_32	K04771
vamb.megahit.295_128_1	K03544
vamb.megahit.295_128_2	K01358
vamb.megahit.295_128_3	K03545
vamb.megahit.295_128_4	K01297
vamb.megahit.295_128_7	K01866
vamb.megahit.295_128_9	K00876
vamb.megahit.295_128_10	K01448
vamb.megahit.295_128_14	K10823
vamb.megahit.295_128_15	K15583
vamb.megahit.295_128_16	K02034
vamb.megahit.295_128_16	K15582

vamb.megahit.295_128_17	K15581
vamb.megahit.295_128_18	K15580
vamb.megahit.295_128_19	K02434
vamb.megahit.295_128_20	K02433
vamb.megahit.295_128_21	K02435
vamb.megahit.295_128_22	K01972
vamb.megahit.295_128_23	K03657
vamb.megahit.295_128_26	K00003
vamb.megahit.295_128_28	K00074
vamb.megahit.295_128_29	K01715
vamb.megahit.295_128_30	K03522
vamb.megahit.295_128_30	K22432

vamb.megahit.295_128_32	K00248
vamb.megahit.295_128_34	K01945
vamb.megahit.295_128_35	K00602
vamb.megahit.295_128_36	K11175
vamb.megahit.295_128_37	K01933
vamb.megahit.295_128_38	K00764
vamb.megahit.295_128_39	K01588
vamb.megahit.295_128_40	K01952
vamb.megahit.295_130_2	K00175
vamb.megahit.295_130_3	K00174
vamb.megahit.295_130_5	K00832
vamb.megahit.295_130_6	K02355
vamb.megahit.295_131_4	K00980
vamb.megahit.295_131_5	K07271
vamb.megahit.295_131_7	K02406
vamb.megahit.295_131_8	K03563
vamb.megahit.295_131_9	K13626
vamb.megahit.295_131_10	K02397
vamb.megahit.295_131_11	K02396
vamb.megahit.295_131_12	K02396
vamb.megahit.295_131_14	K02398
vamb.megahit.295_131_16	K02242
vamb.megahit.295_131_17	K03581
vamb.megahit.295_132_3	K03100
vamb.megahit.295_132_4	K06889
vamb.megahit.295_132_7	K01246
vamb.megahit.295_132_8	K01875
vamb.megahit.295_132_9	K01881
vamb.megahit.295_132_12	K00058
vamb.megahit.295_132_15	K09118
vamb.megahit.295_132_16	K07035
vamb.megahit.295_132_17	K07105
vamb.megahit.295_133_3	K21405
vamb.megahit.295_133_5	K00121
vamb.megahit.295_133_5	K00148
vamb.megahit.295_133_5	K18369

vamb.megahit.295_133_6	K07217
vamb.megahit.295_133_10	K11041
vamb.megahit.295_133_11	K03790
vamb.megahit.295_133_12	K06901
vamb.megahit.295_133_16	K01620
vamb.megahit.295_133_17	K02015
vamb.megahit.295_133_18	K02013
vamb.megahit.295_133_19	K02016
vamb.megahit.295_135_1	K12132
vamb.megahit.295_135_3	K06915
vamb.megahit.295_136_1	K01667
vamb.megahit.295_136_2	K04070
vamb.megahit.295_136_3	K06888
vamb.megahit.295_136_4	K06888
vamb.megahit.295_136_7	K01999
vamb.megahit.295_137_2	K07576
vamb.megahit.295_137_4	K01997
vamb.megahit.295_137_5	K01998
vamb.megahit.295_137_6	K01995
vamb.megahit.295_137_7	K01996
vamb.megahit.295_137_8	K06168
vamb.megahit.295_137_9	K03555
vamb.megahit.295_137_10	K03572
vamb.megahit.295_137_11	K00791
vamb.megahit.295_137_12	K03666
vamb.megahit.295_137_15	K01356
vamb.megahit.295_138_2	K06373
vamb.megahit.295_138_3	K06374
vamb.megahit.295_139_2	K03708
vamb.megahit.295_139_3	K19411
vamb.megahit.295_139_4	K19405
vamb.megahit.295_139_5	K03696
vamb.megahit.295_139_6	K04485
vamb.megahit.295_139_8	K07736
vamb.megahit.295_139_10	K00991
vamb.megahit.295_139_11	K01770
vamb.megahit.295_139_11	K12506

vamb.megahit.295_139_13	K01883
vamb.megahit.295_139_14	K11145
vamb.megahit.295_139_15	K03465
vamb.megahit.295_139_16	K03218
vamb.megahit.295_139_17	K03091
vamb.megahit.295_139_18	K02358
vamb.megahit.295_140_1	K02884
vamb.megahit.295_140_2	K14540
vamb.megahit.295_140_3	K03470
vamb.megahit.295_140_5	K04061
vamb.megahit.295_140_6	K07460
vamb.megahit.295_140_8	K07391
vamb.megahit.295_140_9	K04096
vamb.megahit.295_140_10	K03168
vamb.megahit.295_140_11	K01419
vamb.megahit.295_140_12	K03667
vamb.megahit.295_140_13	K03706
vamb.megahit.295_140_14	K02387
