metabat1.megahit.20_1_2	K01951
metabat1.megahit.20_7_404	K02662
metabat1.megahit.20_7_407	K02654
metabat1.megahit.20_7_408	K02650
metabat1.megahit.20_7_409	K02653
metabat1.megahit.20_7_410	K02669
metabat1.megahit.20_7_411	K02454
metabat1.megahit.20_7_411	K02652

metabat1.megahit.20_7_413	K07015
metabat1.megahit.20_7_414	K03091
metabat1.megahit.20_7_416	K08303
metabat1.megahit.20_7_417	K07082
metabat1.megahit.20_7_419	K07447
metabat1.megahit.20_7_422	K01872
metabat1.megahit.20_7_423	K01243
metabat1.megahit.20_7_428	K00566
metabat1.megahit.20_7_430	K07478
metabat1.megahit.20_7_431	K01620
metabat1.megahit.20_7_432	K03671
metabat1.megahit.20_7_433	K03803
metabat1.megahit.20_7_434	K01876
metabat1.megahit.20_7_436	K07560
metabat1.megahit.20_7_437	K00951
metabat1.megahit.20_7_438	K00759
metabat1.megahit.20_7_439	K07462
metabat1.megahit.20_7_441	K03404
metabat1.megahit.20_7_442	K03405
metabat1.megahit.20_7_444	K01873
metabat1.megahit.20_7_445	K00772
metabat1.megahit.20_7_445	K03783

metabat1.megahit.20_7_446	K00656
metabat1.megahit.20_7_446	K20038

metabat1.megahit.20_7_447	K06168
metabat1.megahit.20_7_449	K06213
metabat1.megahit.20_7_451	K00615
metabat1.megahit.20_7_453	K00812
metabat1.megahit.20_7_453	K10907

metabat1.megahit.20_7_455	K07238
metabat1.megahit.20_7_456	K07090
metabat1.megahit.20_7_457	K07090
metabat1.megahit.20_7_458	K15024
metabat1.megahit.20_7_459	K01572
metabat1.megahit.20_7_462	K01966
metabat1.megahit.20_7_463	K01759
metabat1.megahit.20_7_463	K05606

metabat1.megahit.20_7_464	K07588
metabat1.megahit.20_7_465	K01849
metabat1.megahit.20_7_466	K01847
metabat1.megahit.20_7_466	K01848

metabat1.megahit.20_7_467	K00260
metabat1.megahit.20_7_467	K00261
metabat1.megahit.20_7_467	K00262

metabat1.megahit.20_7_468	K00177
metabat1.megahit.20_7_469	K00175
metabat1.megahit.20_7_470	K00174
metabat1.megahit.20_7_472	K07053
metabat1.megahit.20_7_473	K01273
metabat1.megahit.20_7_474	K06416
metabat1.megahit.20_7_475	K09769
metabat1.megahit.20_7_476	K18682
metabat1.megahit.20_7_477	K03565
metabat1.megahit.20_7_478	K03553
metabat1.megahit.20_7_479	K03742
metabat1.megahit.20_7_479	K03743

metabat1.megahit.20_7_482	K00995
metabat1.megahit.20_7_483	K14441
metabat1.megahit.20_7_485	K03466
metabat1.megahit.20_7_486	K06153
metabat1.megahit.20_7_488	K01358
metabat1.megahit.20_7_489	K01714
metabat1.megahit.20_7_490	K00928
metabat1.megahit.20_7_491	K06411
metabat1.megahit.20_7_492	K06410
metabat1.megahit.20_7_497	K00962
metabat1.megahit.20_7_498	K02956
metabat1.megahit.20_7_501	K11753
metabat1.megahit.20_7_502	K03177
metabat1.megahit.20_7_503	K06881
metabat1.megahit.20_7_504	K02834
metabat1.megahit.20_7_505	K02519
metabat1.megahit.20_7_507	K07742
metabat1.megahit.20_7_508	K02600
metabat1.megahit.20_7_509	K09748
metabat1.megahit.20_7_511	K03526
metabat1.megahit.20_7_512	K11749
metabat1.megahit.20_7_513	K00099
metabat1.megahit.20_7_514	K00981
metabat1.megahit.20_7_515	K00806
metabat1.megahit.20_7_517	K02838
metabat1.megahit.20_7_518	K09903
metabat1.megahit.20_7_519	K02357
metabat1.megahit.20_7_520	K02967
metabat1.megahit.20_7_523	K09749
metabat1.megahit.20_7_524	K02405
metabat1.megahit.20_7_525	K03411
metabat1.megahit.20_7_526	K03410
metabat1.megahit.20_7_527	K03408
metabat1.megahit.20_7_528	K03407
metabat1.megahit.20_7_529	K03412
metabat1.megahit.20_7_531	K04562
metabat1.megahit.20_7_532	K02404
metabat1.megahit.20_7_533	K02400
metabat1.megahit.20_7_534	K02401
metabat1.megahit.20_7_535	K02421
metabat1.megahit.20_7_536	K02420
metabat1.megahit.20_7_537	K02419
metabat1.megahit.20_7_538	K02418
metabat1.megahit.20_7_539	K03413
metabat1.megahit.20_7_540	K02417
metabat1.megahit.20_7_541	K02416
metabat1.megahit.20_7_542	K02415
metabat1.megahit.20_7_543	K02557
metabat1.megahit.20_7_544	K02556
metabat1.megahit.20_7_545	K02385
metabat1.megahit.20_7_546	K02390
metabat1.megahit.20_7_548	K02389
metabat1.megahit.20_7_549	K02414
metabat1.megahit.20_7_552	K02412
metabat1.megahit.20_7_553	K02411
metabat1.megahit.20_7_554	K02410
metabat1.megahit.20_7_555	K02409
metabat1.megahit.20_7_556	K03706
metabat1.megahit.20_7_557	K03667
metabat1.megahit.20_7_558	K01419
metabat1.megahit.20_7_559	K03733
metabat1.megahit.20_7_559	K04763

metabat1.megahit.20_7_560	K04094
metabat1.megahit.20_7_561	K03168
metabat1.megahit.20_7_562	K04096
metabat1.megahit.20_7_563	K07391
metabat1.megahit.20_7_564	K07007
metabat1.megahit.20_7_568	K01138
metabat1.megahit.20_7_569	K01436
metabat1.megahit.20_7_572	K07460
metabat1.megahit.20_7_573	K03470
metabat1.megahit.20_7_574	K14540
metabat1.megahit.20_7_575	K03100
metabat1.megahit.20_7_576	K02884
metabat1.megahit.20_7_577	K00554
metabat1.megahit.20_7_578	K02860
metabat1.megahit.20_7_580	K06960
metabat1.megahit.20_7_581	K02959
metabat1.megahit.20_7_582	K03106
metabat1.megahit.20_7_583	K09787
metabat1.megahit.20_7_584	K03110
metabat1.megahit.20_7_585	K03529
metabat1.megahit.20_7_586	K06416
metabat1.megahit.20_7_587	K03685
metabat1.megahit.20_7_588	K02078
metabat1.megahit.20_7_590	K03621
metabat1.megahit.20_7_591	K02911
metabat1.megahit.20_7_592	K07040
metabat1.megahit.20_7_593	K00925
metabat1.megahit.20_7_596	K00954
metabat1.megahit.20_7_597	K08316
metabat1.megahit.20_7_598	K07030
metabat1.megahit.20_7_600	K02902
metabat1.megahit.20_7_602	K01783
metabat1.megahit.20_7_603	K06949
metabat1.megahit.20_7_604	K12132
metabat1.megahit.20_7_605	K20074
metabat1.megahit.20_7_606	K06941
metabat1.megahit.20_7_607	K03500
metabat1.megahit.20_7_608	K06973
metabat1.megahit.20_7_609	K00604
metabat1.megahit.20_7_610	K01462
metabat1.megahit.20_7_611	K04066
metabat1.megahit.20_7_612	K03060
metabat1.megahit.20_7_613	K00942
metabat1.megahit.20_7_614	K09777
metabat1.megahit.20_7_616	K01537
metabat1.megahit.20_7_618	K01006
metabat1.megahit.20_7_619	K09773
metabat1.megahit.20_7_624	K00294
metabat1.megahit.20_7_626	K00286
metabat1.megahit.20_7_627	K00147
metabat1.megahit.20_7_628	K00931
metabat1.megahit.20_7_629	K17828
metabat1.megahit.20_7_630	K02823
metabat1.megahit.20_7_631	K01465
metabat1.megahit.20_7_632	K02824
metabat1.megahit.20_7_633	K02825
metabat1.megahit.20_7_634	K06180
metabat1.megahit.20_7_635	K03101
metabat1.megahit.20_7_638	K04074
metabat1.megahit.20_7_639	K02221
metabat1.megahit.20_7_640	K09772
metabat1.megahit.20_7_641	K06997
metabat1.megahit.20_7_643	K21636
metabat1.megahit.20_7_644	K07738
metabat1.megahit.20_7_646	K06387
metabat1.megahit.20_7_647	K03091
metabat1.megahit.20_7_648	K03091
metabat1.megahit.20_7_649	K06383
metabat1.megahit.20_7_650	K03531
metabat1.megahit.20_7_651	K03590
metabat1.megahit.20_7_654	K03589
metabat1.megahit.20_7_655	K00790
metabat1.megahit.20_7_656	K02563
metabat1.megahit.20_7_657	K03588
metabat1.megahit.20_7_658	K01000
metabat1.megahit.20_7_659	K01929
metabat1.megahit.20_7_660	K01928
metabat1.megahit.20_7_661	K03587
metabat1.megahit.20_7_661	K08384

metabat1.megahit.20_7_663	K03438
metabat1.megahit.20_7_664	K03925
metabat1.megahit.20_7_665	K01678
metabat1.megahit.20_7_666	K01677
metabat1.megahit.20_7_667	K06423
metabat1.megahit.20_7_675	K06328
metabat1.megahit.20_7_677	K13292
metabat1.megahit.20_7_679	K08221
metabat1.megahit.20_7_679	K19578

metabat1.megahit.20_7_681	K03973
metabat1.megahit.20_7_682	K04068
metabat1.megahit.20_7_683	K21636
metabat1.megahit.20_7_685	K02027
metabat1.megahit.20_7_686	K06310
metabat1.megahit.20_7_687	K06311
metabat1.megahit.20_7_688	K06297
metabat1.megahit.20_7_689	K02013
metabat1.megahit.20_7_690	K02015
metabat1.megahit.20_7_692	K09766
metabat1.megahit.20_7_693	K03524
metabat1.megahit.20_7_694	K03523
metabat1.megahit.20_7_699	K02548
metabat1.megahit.20_7_700	K03722
metabat1.megahit.20_8_1	K06317
metabat1.megahit.20_8_3	K06187
metabat1.megahit.20_8_4	K09747
metabat1.megahit.20_8_5	K02343
metabat1.megahit.20_9_1	K07483
metabat1.megahit.20_9_3	K06131
metabat1.megahit.20_9_5	K03406
metabat1.megahit.20_9_6	K01928
metabat1.megahit.20_9_7	K05363
metabat1.megahit.20_9_7	K11693

metabat1.megahit.20_9_9	K02016
metabat1.megahit.20_9_11	K01883
metabat1.megahit.20_9_15	K02058
metabat1.megahit.20_9_15	K07335

metabat1.megahit.20_9_16	K02056
metabat1.megahit.20_9_17	K02057
metabat1.megahit.20_9_18	K02057
metabat1.megahit.20_9_19	K02057
metabat1.megahit.20_9_20	K00876
metabat1.megahit.20_9_21	K01885
metabat1.megahit.20_9_21	K09698

metabat1.megahit.20_9_23	K09136
metabat1.megahit.20_9_27	K14155
metabat1.megahit.20_9_28	K03709
metabat1.megahit.20_9_29	K04758
metabat1.megahit.20_9_30	K04759
metabat1.megahit.20_9_31	K07497
metabat1.megahit.20_10_6	K15583
metabat1.megahit.20_10_7	K10823
metabat1.megahit.20_10_8	K03568
metabat1.megahit.20_10_9	K03592
metabat1.megahit.20_10_10	K01754
metabat1.megahit.20_10_12	K00609
metabat1.megahit.20_10_13	K00610
metabat1.megahit.20_10_15	K01305
metabat1.megahit.20_10_18	K00943
metabat1.megahit.20_10_20	K09770
metabat1.megahit.20_10_21	K02341
metabat1.megahit.20_10_23	K15460
metabat1.megahit.20_10_24	K07056
metabat1.megahit.20_10_25	K03043
metabat1.megahit.20_10_26	K03046
metabat1.megahit.20_10_27	K07590
metabat1.megahit.20_10_28	K02950
metabat1.megahit.20_10_29	K02992
metabat1.megahit.20_10_30	K02355
metabat1.megahit.20_10_31	K02358
metabat1.megahit.20_11_1	K07497
metabat1.megahit.20_11_2	K01534
metabat1.megahit.20_11_3	K21903
metabat1.megahit.20_11_7	K03564
metabat1.megahit.20_11_12	K09765
metabat1.megahit.20_11_15	K01206
metabat1.megahit.20_11_17	K03551
metabat1.megahit.20_11_18	K03550
metabat1.megahit.20_11_19	K01159
metabat1.megahit.20_11_25	K01916
metabat1.megahit.20_11_26	K06942
metabat1.megahit.20_11_32	K07483
metabat1.megahit.20_12_1	K06381
metabat1.megahit.20_12_2	K07568
metabat1.megahit.20_12_3	K00773
metabat1.megahit.20_12_6	K19049
metabat1.megahit.20_12_9	K06147
metabat1.megahit.20_12_9	K11085

metabat1.megahit.20_12_12	K02003
metabat1.megahit.20_12_14	K02004
metabat1.megahit.20_12_17	K02337
metabat1.megahit.20_12_17	K14162

metabat1.megahit.20_12_33	K18346
metabat1.megahit.20_12_39	K03088
metabat1.megahit.20_12_42	K06399
metabat1.megahit.20_12_45	K01809
metabat1.megahit.20_12_46	K00845
metabat1.megahit.20_12_47	K01191
metabat1.megahit.20_12_48	K01425
metabat1.megahit.20_12_50	K06418
metabat1.megahit.20_12_52	K01303
metabat1.megahit.20_12_53	K02004
metabat1.megahit.20_12_54	K02003
metabat1.megahit.20_12_55	K02004
metabat1.megahit.20_12_58	K00681
metabat1.megahit.20_12_60	K08968
metabat1.megahit.20_12_62	K13694
metabat1.megahit.20_12_62	K21471

metabat1.megahit.20_12_64	K18123
metabat1.megahit.20_12_65	K00805
metabat1.megahit.20_12_66	K00180
metabat1.megahit.20_12_67	K00179
metabat1.megahit.20_12_69	K06400
metabat1.megahit.20_12_73	K07741
metabat1.megahit.20_12_77	K07455
metabat1.megahit.20_12_81	K11144
metabat1.megahit.20_12_82	K03111
metabat1.megahit.20_12_102	K02888
metabat1.megahit.20_12_118	K01447
metabat1.megahit.20_12_120	K02238
metabat1.megahit.20_12_130	K01893
metabat1.megahit.20_12_134	K03727
metabat1.megahit.20_12_136	K03711
metabat1.megahit.20_12_137	K21600
metabat1.megahit.20_12_138	K00384
metabat1.megahit.20_12_139	K01042
metabat1.megahit.20_12_139	K17468

metabat1.megahit.20_12_140	K03833
metabat1.megahit.20_13_1	K03624
metabat1.megahit.20_13_4	K05540
metabat1.megahit.20_13_6	K00075
metabat1.megahit.20_13_7	K01262
metabat1.megahit.20_13_7	K01271

metabat1.megahit.20_13_9	K04061
metabat1.megahit.20_13_11	K01887
metabat1.megahit.20_13_13	K03744
metabat1.megahit.20_13_14	K06872
metabat1.megahit.20_13_16	K01924
metabat1.megahit.20_13_17	K01924
metabat1.megahit.20_13_18	K01876
metabat1.megahit.20_13_18	K09759

metabat1.megahit.20_13_20	K04488
metabat1.megahit.20_13_21	K04487
metabat1.megahit.20_13_24	K07284
metabat1.megahit.20_13_26	K02493
metabat1.megahit.20_13_27	K02835
metabat1.megahit.20_13_29	K02909
metabat1.megahit.20_13_32	K03628
metabat1.megahit.20_13_33	K02446
metabat1.megahit.20_13_34	K00616
metabat1.megahit.20_13_35	K00626
metabat1.megahit.20_13_36	K01029
metabat1.megahit.20_13_36	K01035

metabat1.megahit.20_13_37	K01034
metabat1.megahit.20_13_38	K18013
metabat1.megahit.20_13_41	K02490
metabat1.megahit.20_13_47	K01304
metabat1.megahit.20_14_1	K10563
metabat1.megahit.20_14_5	K01975
metabat1.megahit.20_14_9	K01779
metabat1.megahit.20_14_10	K01923
metabat1.megahit.20_14_11	K01620
metabat1.megahit.20_14_15	K06015
metabat1.megahit.20_14_17	K03784
metabat1.megahit.20_14_19	K09458
metabat1.megahit.20_14_20	K02078
metabat1.megahit.20_14_21	K00059
metabat1.megahit.20_14_22	K00645
metabat1.megahit.20_14_23	K02371
metabat1.megahit.20_14_24	K00648
metabat1.megahit.20_14_25	K02372
metabat1.megahit.20_14_28	K02035
metabat1.megahit.20_14_29	K02033
metabat1.megahit.20_14_30	K02034
metabat1.megahit.20_14_31	K02031
metabat1.megahit.20_14_31	K15583

metabat1.megahit.20_14_32	K02032
metabat1.megahit.20_14_32	K10823

metabat1.megahit.20_14_34	K01866
metabat1.megahit.20_14_35	K07079
metabat1.megahit.20_14_38	K01151
metabat1.megahit.20_14_39	K03386
metabat1.megahit.20_14_41	K03429
metabat1.megahit.20_14_42	K00805
metabat1.megahit.20_14_42	K02523

metabat1.megahit.20_14_45	K02851
metabat1.megahit.20_14_48	K03652
metabat1.megahit.20_14_49	K10773
metabat1.megahit.20_14_50	K03469
metabat1.megahit.20_14_51	K14415
metabat1.megahit.20_14_53	K04758
metabat1.megahit.20_14_54	K04759
metabat1.megahit.20_14_57	K03216
metabat1.megahit.20_14_58	K02007
metabat1.megahit.20_14_59	K02008
metabat1.megahit.20_14_60	K02006
metabat1.megahit.20_14_61	K08591
metabat1.megahit.20_15_1	K00088
metabat1.megahit.20_15_2	K02355
metabat1.megahit.20_15_3	K03708
metabat1.megahit.20_15_4	K19411
metabat1.megahit.20_15_5	K19405
metabat1.megahit.20_15_6	K03696
metabat1.megahit.20_15_7	K04485
metabat1.megahit.20_15_9	K04485
metabat1.megahit.20_15_10	K07067
metabat1.megahit.20_15_11	K02034
metabat1.megahit.20_15_12	K02031
metabat1.megahit.20_15_13	K02032
metabat1.megahit.20_15_14	K02032
metabat1.megahit.20_15_14	K10823

metabat1.megahit.20_15_17	K07736
metabat1.megahit.20_15_19	K00991
metabat1.megahit.20_15_20	K01770
metabat1.megahit.20_15_20	K12506

metabat1.megahit.20_15_21	K11145
metabat1.megahit.20_15_22	K03465
metabat1.megahit.20_15_23	K03218
metabat1.megahit.20_15_24	K03091
metabat1.megahit.20_15_25	K02358
metabat1.megahit.20_16_1	K07497
metabat1.megahit.20_16_2	K01886
metabat1.megahit.20_16_4	K03768
metabat1.megahit.20_16_5	K03768
metabat1.megahit.20_16_6	K05919
metabat1.megahit.20_16_9	K09779
metabat1.megahit.20_16_10	K07444
metabat1.megahit.20_16_11	K01870
metabat1.megahit.20_16_12	K06297
metabat1.megahit.20_16_13	K06296
metabat1.megahit.20_16_14	K06295
metabat1.megahit.20_16_14	K06307

metabat1.megahit.20_16_18	K00133
metabat1.megahit.20_16_19	K09768
metabat1.megahit.20_16_22	K01258
metabat1.megahit.20_16_24	K06888
metabat1.megahit.20_16_25	K06888
metabat1.megahit.20_16_30	K03789
metabat1.megahit.20_16_31	K07260
metabat1.megahit.20_16_34	K16898
metabat1.megahit.20_16_35	K16899
metabat1.megahit.20_16_36	K03547
metabat1.megahit.20_16_37	K03546
metabat1.megahit.20_16_38	K12940
metabat1.megahit.20_16_39	K12137
metabat1.megahit.20_16_40	K12941
metabat1.megahit.20_16_41	K07216
metabat1.megahit.20_16_46	K14054
metabat1.megahit.20_16_48	K06207
metabat1.megahit.20_16_51	K01759
metabat1.megahit.20_16_53	K08978
metabat1.megahit.20_16_54	K01436
metabat1.megahit.20_16_56	K00865
metabat1.megahit.20_16_57	K12941
metabat1.megahit.20_16_57	K13048

metabat1.megahit.20_16_59	K07052
metabat1.megahit.20_16_60	K07052
metabat1.megahit.20_16_61	K03547
metabat1.megahit.20_16_63	K00003
metabat1.megahit.20_16_67	K07112
metabat1.megahit.20_16_68	K02003
metabat1.megahit.20_16_69	K02004
metabat1.megahit.20_16_70	K01255
metabat1.megahit.20_16_70	K01259

metabat1.megahit.20_16_73	K03592
metabat1.megahit.20_16_74	K03568
metabat1.megahit.20_16_78	K09124
metabat1.megahit.20_16_82	K06877
metabat1.megahit.20_16_83	K06223
metabat1.megahit.20_16_86	K01750
metabat1.megahit.20_16_87	K01273
metabat1.megahit.20_16_88	K01283
metabat1.megahit.20_16_89	K01667
metabat1.megahit.20_16_90	K03826
metabat1.megahit.20_16_90	K03827

metabat1.megahit.20_16_91	K01465
metabat1.megahit.20_16_91	K06015

metabat1.megahit.20_16_92	K13963
metabat1.megahit.20_16_93	K03386
metabat1.megahit.20_16_94	K07322
metabat1.megahit.20_16_95	K01975
metabat1.megahit.20_16_98	K07720
metabat1.megahit.20_17_1	K01937
metabat1.megahit.20_17_3	K03048
metabat1.megahit.20_17_5	K01844
metabat1.megahit.20_17_6	K07456
metabat1.megahit.20_17_8	K01843
metabat1.megahit.20_17_9	K18012
metabat1.megahit.20_17_10	K02003
metabat1.megahit.20_17_14	K03721
metabat1.megahit.20_17_14	K06714

metabat1.megahit.20_17_16	K01012
metabat1.megahit.20_17_16	K16180

metabat1.megahit.20_17_17	K03150
metabat1.megahit.20_17_19	K01480
metabat1.megahit.20_17_20	K00797
metabat1.megahit.20_17_22	K01892
metabat1.megahit.20_17_26	K03574
metabat1.megahit.20_17_29	K00783
metabat1.megahit.20_17_30	K04771
metabat1.megahit.20_17_35	K07636
metabat1.megahit.20_17_35	K07652

metabat1.megahit.20_17_36	K07658
metabat1.megahit.20_17_36	K07667
metabat1.megahit.20_17_36	K07668
metabat1.megahit.20_17_36	K07776

metabat1.megahit.20_17_37	K08303
metabat1.megahit.20_17_40	K03324
metabat1.megahit.20_17_41	K07137
metabat1.megahit.20_17_42	K02314
metabat1.megahit.20_17_43	K02939
metabat1.megahit.20_17_46	K02963
metabat1.megahit.20_17_47	K03111
metabat1.megahit.20_17_48	K02990
metabat1.megahit.20_17_50	K16052
metabat1.megahit.20_17_50	K22044

metabat1.megahit.20_17_62	K06962
metabat1.megahit.20_17_63	K03408
metabat1.megahit.20_17_64	K03408
metabat1.megahit.20_17_65	K02469
metabat1.megahit.20_17_66	K02470
metabat1.megahit.20_17_68	K03629
metabat1.megahit.20_17_70	K02338
metabat1.megahit.20_17_71	K02313
metabat1.megahit.20_17_73	K03536
metabat1.megahit.20_17_74	K03217
metabat1.megahit.20_17_75	K06346
metabat1.megahit.20_17_76	K03650
metabat1.megahit.20_17_77	K03495
metabat1.megahit.20_17_78	K03501
metabat1.megahit.20_17_79	K03497
metabat1.megahit.20_17_81	K03496
metabat1.megahit.20_17_82	K03497
metabat1.megahit.20_17_83	K07150
metabat1.megahit.20_17_85	K00302
metabat1.megahit.20_17_88	K00303
metabat1.megahit.20_17_90	K07088
metabat1.megahit.20_17_101	K12972
metabat1.megahit.20_17_102	K07004
metabat1.megahit.20_17_105	K00949
metabat1.megahit.20_17_106	K05979
metabat1.megahit.20_17_107	K05366
metabat1.megahit.20_17_107	K21464

metabat1.megahit.20_17_108	K03088
metabat1.megahit.20_17_109	K00812
metabat1.megahit.20_17_109	K10907

metabat1.megahit.20_17_110	K01875
metabat1.megahit.20_17_111	K11991
metabat1.megahit.20_17_113	K02035
metabat1.megahit.20_17_117	K16203
metabat1.megahit.20_17_120	K01494
metabat1.megahit.20_17_129	K03499
metabat1.megahit.20_17_130	K03498
metabat1.megahit.20_17_131	K03522
metabat1.megahit.20_17_132	K03521
metabat1.megahit.20_17_133	K00102
metabat1.megahit.20_17_133	K00104

metabat1.megahit.20_17_135	K01436
metabat1.megahit.20_17_138	K03319
metabat1.megahit.20_18_2	K06147
metabat1.megahit.20_18_4	K03648
metabat1.megahit.20_18_6	K01572
metabat1.megahit.20_18_8	K07029
metabat1.megahit.20_18_9	K03282
metabat1.megahit.20_18_10	K01752
metabat1.megahit.20_18_11	K01752
metabat1.megahit.20_18_14	K16788
metabat1.megahit.20_18_18	K02027
metabat1.megahit.20_18_20	K21929
metabat1.megahit.20_18_22	K07775
metabat1.megahit.20_18_24	K02564
metabat1.megahit.20_18_25	K13653
metabat1.megahit.20_18_31	K01754
metabat1.megahit.20_18_38	K01992
metabat1.megahit.20_18_38	K11051

metabat1.megahit.20_18_39	K01990
metabat1.megahit.20_18_39	K11050

metabat1.megahit.20_18_40	K00657
metabat1.megahit.20_18_41	K14731
metabat1.megahit.20_18_43	K00984
metabat1.megahit.20_18_44	K01992
metabat1.megahit.20_18_44	K11051

metabat1.megahit.20_18_45	K01990
metabat1.megahit.20_18_45	K11050

metabat1.megahit.20_18_47	K03409
metabat1.megahit.20_18_48	K07216
metabat1.megahit.20_18_50	K02003
metabat1.megahit.20_18_51	K01915
metabat1.megahit.20_18_52	K00657
metabat1.megahit.20_18_53	K18967
metabat1.megahit.20_18_66	K07052
