vamb.megahit.488_1_12	K01476
vamb.megahit.488_8_46	K03315
vamb.megahit.488_8_48	K06933
vamb.megahit.488_8_50	K06317
vamb.megahit.488_8_51	K02897
vamb.megahit.488_8_53	K06990
vamb.megahit.488_8_53	K09141

vamb.megahit.488_8_54	K04069
vamb.megahit.488_8_56	K01582
vamb.megahit.488_8_57	K00943
vamb.megahit.488_8_60	K02341
vamb.megahit.488_8_63	K07056
vamb.megahit.488_8_64	K06284
vamb.megahit.488_8_66	K06915
vamb.megahit.488_8_67	K06373
vamb.megahit.488_8_68	K06374
vamb.megahit.488_8_69	K03088
vamb.megahit.488_8_74	K01990
vamb.megahit.488_8_75	K01992
vamb.megahit.488_8_76	K01992
vamb.megahit.488_8_79	K01874
vamb.megahit.488_8_80	K03424
vamb.megahit.488_8_81	K05985
vamb.megahit.488_8_82	K02528
vamb.megahit.488_8_84	K21903
vamb.megahit.488_8_91	K06213
vamb.megahit.488_8_92	K03406
vamb.megahit.488_8_96	K00797
vamb.megahit.488_8_97	K01611
vamb.megahit.488_8_99	K00919
vamb.megahit.488_8_101	K06310
vamb.megahit.488_8_102	K06296
vamb.megahit.488_8_102	K06311

vamb.megahit.488_8_103	K06297
vamb.megahit.488_8_104	K06387
vamb.megahit.488_8_105	K06871
vamb.megahit.488_8_109	K06871
vamb.megahit.488_8_111	K06148
vamb.megahit.488_8_113	K03310
vamb.megahit.488_8_114	K06714
vamb.megahit.488_8_115	K01449
vamb.megahit.488_8_116	K06313
vamb.megahit.488_8_118	K02793
vamb.megahit.488_8_118	K02794

vamb.megahit.488_8_119	K02793
vamb.megahit.488_8_119	K02794

vamb.megahit.488_8_120	K02795
vamb.megahit.488_8_120	K02814

vamb.megahit.488_8_121	K02796
vamb.megahit.488_8_122	K22230
vamb.megahit.488_8_123	K01809
vamb.megahit.488_8_124	K01776
vamb.megahit.488_8_125	K06714
vamb.megahit.488_8_126	K18012
vamb.megahit.488_8_127	K01843
vamb.megahit.488_8_129	K07456
vamb.megahit.488_8_130	K01844
vamb.megahit.488_8_131	K18011
vamb.megahit.488_8_136	K00086
vamb.megahit.488_8_136	K13954

vamb.megahit.488_8_139	K16788
vamb.megahit.488_8_140	K01138
vamb.megahit.488_8_141	K01138
vamb.megahit.488_8_149	K03797
vamb.megahit.488_8_155	K02822
vamb.megahit.488_8_156	K03475
vamb.megahit.488_8_158	K01999
vamb.megahit.488_8_159	K01997
vamb.megahit.488_8_160	K01998
vamb.megahit.488_8_161	K01995
vamb.megahit.488_8_162	K01996
vamb.megahit.488_8_163	K01436
vamb.megahit.488_8_163	K21613

vamb.megahit.488_8_165	K10670
vamb.megahit.488_8_166	K10670
vamb.megahit.488_8_167	K21578
vamb.megahit.488_8_168	K21579
vamb.megahit.488_8_170	K02168
vamb.megahit.488_8_170	K05020

vamb.megahit.488_8_171	K01273
vamb.megahit.488_8_172	K00615
vamb.megahit.488_8_173	K00615
vamb.megahit.488_8_174	K02773
vamb.megahit.488_8_175	K02774
vamb.megahit.488_8_176	K02775
vamb.megahit.488_8_176	K20114

vamb.megahit.488_8_177	K01628
vamb.megahit.488_8_178	K04477
vamb.megahit.488_8_179	K16370
vamb.megahit.488_8_180	K01628
vamb.megahit.488_8_180	K01629
vamb.megahit.488_8_180	K03077

vamb.megahit.488_8_185	K01305
vamb.megahit.488_8_186	K19955
vamb.megahit.488_8_189	K17464
vamb.megahit.488_8_196	K00615
vamb.megahit.488_8_197	K00615
vamb.megahit.488_8_204	K01624
vamb.megahit.488_8_205	K00058
vamb.megahit.488_8_207	K00150
vamb.megahit.488_8_208	K00927
vamb.megahit.488_8_211	K03476
vamb.megahit.488_8_213	K03475
vamb.megahit.488_8_214	K02822
vamb.megahit.488_8_217	K03077
vamb.megahit.488_8_218	K03079
vamb.megahit.488_8_220	K00058
vamb.megahit.488_8_222	K00812
vamb.megahit.488_8_222	K10907

vamb.megahit.488_8_223	K11041
vamb.megahit.488_8_226	K03924
vamb.megahit.488_8_227	K09684
vamb.megahit.488_8_229	K01439
vamb.megahit.488_8_231	K01297
vamb.megahit.488_8_234	K09811
vamb.megahit.488_8_237	K01487
vamb.megahit.488_8_238	K09684
vamb.megahit.488_8_240	K03458
vamb.megahit.488_8_241	K01464
vamb.megahit.488_8_241	K01465
vamb.megahit.488_8_241	K01466

vamb.megahit.488_8_243	K03186
vamb.megahit.488_8_244	K03182
vamb.megahit.488_8_244	K16874

vamb.megahit.488_8_250	K04028
vamb.megahit.488_8_251	K01486
vamb.megahit.488_8_252	K06901
vamb.megahit.488_8_253	K13479
vamb.megahit.488_8_253	K20445

vamb.megahit.488_8_254	K03518
vamb.megahit.488_8_254	K13483

vamb.megahit.488_8_255	K20447
vamb.megahit.488_8_256	K20448
vamb.megahit.488_8_257	K01486
vamb.megahit.488_8_260	K07141
vamb.megahit.488_8_261	K07402
vamb.megahit.488_8_262	K07402
vamb.megahit.488_8_263	K02019
vamb.megahit.488_8_264	K02015
vamb.megahit.488_8_265	K02013
vamb.megahit.488_8_265	K09820

vamb.megahit.488_8_266	K02016
vamb.megahit.488_8_267	K00603
vamb.megahit.488_8_267	K01746

vamb.megahit.488_8_268	K01119
vamb.megahit.488_8_270	K11751
vamb.megahit.488_8_271	K08314
vamb.megahit.488_8_276	K02783
vamb.megahit.488_8_277	K02782
vamb.megahit.488_8_277	K02783

vamb.megahit.488_8_278	K02781
vamb.megahit.488_8_279	K00068
vamb.megahit.488_8_285	K07048
vamb.megahit.488_8_290	K09973
vamb.megahit.488_8_293	K03980
vamb.megahit.488_8_296	K02793
vamb.megahit.488_8_297	K02794
vamb.megahit.488_8_298	K02795
vamb.megahit.488_8_299	K02796
vamb.megahit.488_8_300	K11645
vamb.megahit.488_8_301	K08978
vamb.megahit.488_8_303	K10672
vamb.megahit.488_8_305	K00130
vamb.megahit.488_8_305	K00146
vamb.megahit.488_8_305	K00151
vamb.megahit.488_8_305	K09472
vamb.megahit.488_8_305	K10217

vamb.megahit.488_8_306	K03271
vamb.megahit.488_8_307	K01624
vamb.megahit.488_8_308	K00100
vamb.megahit.488_8_308	K19955

vamb.megahit.488_8_311	K15580
vamb.megahit.488_8_312	K15581
vamb.megahit.488_8_313	K02034
vamb.megahit.488_8_313	K15582

vamb.megahit.488_8_314	K15583
vamb.megahit.488_8_315	K10823
vamb.megahit.488_8_316	K03568
vamb.megahit.488_8_317	K03592
vamb.megahit.488_8_318	K03738
vamb.megahit.488_8_319	K03636
vamb.megahit.488_8_320	K15975
vamb.megahit.488_8_323	K06934
vamb.megahit.488_8_324	K01239
vamb.megahit.488_8_324	K01250

vamb.megahit.488_8_325	K00852
vamb.megahit.488_8_326	K00784
vamb.megahit.488_8_327	K01610
vamb.megahit.488_8_331	K07258
vamb.megahit.488_8_331	K17836

vamb.megahit.488_8_332	K03769
vamb.megahit.488_8_332	K07533

vamb.megahit.488_8_333	K03710
vamb.megahit.488_8_335	K08963
vamb.megahit.488_8_336	K16786
vamb.megahit.488_8_336	K16787

vamb.megahit.488_8_337	K16785
vamb.megahit.488_8_338	K00772
vamb.megahit.488_8_339	K16928
vamb.megahit.488_8_340	K01739
vamb.megahit.488_8_340	K01761

vamb.megahit.488_8_341	K08963
vamb.megahit.488_8_342	K01628
vamb.megahit.488_8_344	K01779
vamb.megahit.488_8_346	K01937
vamb.megahit.488_8_348	K02004
vamb.megahit.488_8_350	K02003
vamb.megahit.488_8_351	K03308
vamb.megahit.488_8_352	K14155
vamb.megahit.488_8_353	K18014
vamb.megahit.488_8_354	K18013
vamb.megahit.488_8_356	K01624
vamb.megahit.488_8_357	K00616
vamb.megahit.488_8_358	K02446
vamb.megahit.488_8_359	K02446
vamb.megahit.488_8_360	K03628
vamb.megahit.488_8_361	K02909
vamb.megahit.488_8_363	K02493
vamb.megahit.488_8_364	K07240
vamb.megahit.488_8_365	K07240
vamb.megahit.488_8_366	K02835
vamb.megahit.488_8_367	K00681
vamb.megahit.488_8_368	K07238
vamb.megahit.488_8_369	K00590
vamb.megahit.488_8_370	K00590
vamb.megahit.488_8_375	K07566
vamb.megahit.488_8_376	K01104
vamb.megahit.488_8_376	K20201

vamb.megahit.488_8_377	K01808
vamb.megahit.488_8_378	K00761
vamb.megahit.488_8_380	K02851
vamb.megahit.488_8_381	K01791
vamb.megahit.488_8_384	K00626
vamb.megahit.488_8_385	K01034
vamb.megahit.488_8_386	K01035
vamb.megahit.488_8_387	K02106
vamb.megahit.488_8_391	K02108
vamb.megahit.488_8_392	K02110
vamb.megahit.488_8_393	K02109
vamb.megahit.488_8_394	K02113
vamb.megahit.488_8_395	K02111
vamb.megahit.488_8_396	K02115
vamb.megahit.488_8_397	K02112
vamb.megahit.488_8_398	K02114
vamb.megahit.488_8_400	K00790
vamb.megahit.488_8_401	K06381
vamb.megahit.488_8_403	K06283
vamb.megahit.488_8_404	K03569
vamb.megahit.488_8_405	K02392
vamb.megahit.488_8_406	K02390
vamb.megahit.488_8_406	K02392

vamb.megahit.488_8_407	K02395
vamb.megahit.488_8_410	K03406
vamb.megahit.488_8_411	K00789
vamb.megahit.488_8_412	K03088
vamb.megahit.488_8_412	K03091

vamb.megahit.488_8_417	K03581
vamb.megahit.488_8_418	K02242
vamb.megahit.488_8_420	K02398
vamb.megahit.488_8_422	K02396
vamb.megahit.488_8_423	K02396
vamb.megahit.488_8_424	K02397
vamb.megahit.488_8_425	K13626
vamb.megahit.488_8_426	K03563
vamb.megahit.488_8_428	K02406
vamb.megahit.488_8_429	K03563
vamb.megahit.488_8_430	K02406
vamb.megahit.488_8_433	K15894
vamb.megahit.488_8_435	K01955
vamb.megahit.488_8_436	K07025
vamb.megahit.488_8_437	K07257
vamb.megahit.488_8_438	K15897
vamb.megahit.488_8_439	K01654
vamb.megahit.488_8_439	K15898

vamb.megahit.488_8_443	K07281
vamb.megahit.488_8_445	K20444
vamb.megahit.488_8_446	K00963
vamb.megahit.488_8_450	K02773
vamb.megahit.488_8_451	K00001
vamb.megahit.488_8_451	K00008

vamb.megahit.488_8_452	K02774
vamb.megahit.488_8_453	K02775
vamb.megahit.488_8_454	K01628
vamb.megahit.488_8_455	K03406
vamb.megahit.488_8_458	K03710
vamb.megahit.488_8_459	K05979
vamb.megahit.488_8_460	K07335
vamb.megahit.488_8_461	K02056
vamb.megahit.488_8_462	K02057
vamb.megahit.488_8_463	K02057
vamb.megahit.488_8_464	K00772
vamb.megahit.488_8_464	K03783

vamb.megahit.488_8_466	K03738
vamb.megahit.488_8_467	K03154
vamb.megahit.488_8_468	K01687
vamb.megahit.488_8_469	K01488
vamb.megahit.488_8_471	K08963
vamb.megahit.488_8_473	K07304
vamb.megahit.488_8_473	K07305
vamb.megahit.488_8_473	K12267

vamb.megahit.488_8_474	K07106
vamb.megahit.488_8_475	K02809
vamb.megahit.488_8_475	K02810

vamb.megahit.488_8_476	K09963
vamb.megahit.488_8_479	K03311
vamb.megahit.488_8_483	K06158
vamb.megahit.488_8_484	K01885
vamb.megahit.488_8_485	K00712
vamb.megahit.488_8_486	K07058
vamb.megahit.488_8_488	K03711
vamb.megahit.488_8_488	K09825

vamb.megahit.488_8_492	K02056
vamb.megahit.488_8_493	K02057
vamb.megahit.488_8_494	K02057
vamb.megahit.488_8_499	K06603
vamb.megahit.488_8_500	K02407
vamb.megahit.488_8_501	K02422
vamb.megahit.488_8_503	K05808
vamb.megahit.488_8_504	K03070
vamb.megahit.488_8_505	K02836
vamb.megahit.488_8_506	K06959
vamb.megahit.488_8_510	K04758
vamb.megahit.488_8_511	K04759
vamb.megahit.488_8_513	K07027
vamb.megahit.488_8_517	K06925
vamb.megahit.488_8_518	K14742
vamb.megahit.488_8_519	K03789
vamb.megahit.488_8_520	K01409
vamb.megahit.488_8_521	K06158
vamb.megahit.488_8_523	K01926
vamb.megahit.488_8_524	K00248
vamb.megahit.488_8_526	K03522
vamb.megahit.488_8_526	K22432

vamb.megahit.488_8_527	K00260
vamb.megahit.488_8_527	K00261

vamb.megahit.488_8_528	K03660
vamb.megahit.488_8_529	K07150
vamb.megahit.488_8_530	K04078
vamb.megahit.488_8_531	K04077
vamb.megahit.488_8_532	K03491
vamb.megahit.488_8_533	K02760
vamb.megahit.488_8_534	K02761
vamb.megahit.488_8_535	K02759
vamb.megahit.488_8_536	K01222
vamb.megahit.488_8_541	K02051
vamb.megahit.488_8_542	K02050
vamb.megahit.488_8_542	K15554

vamb.megahit.488_8_543	K02049
vamb.megahit.488_8_543	K15555

vamb.megahit.488_8_545	K01759
vamb.megahit.488_8_548	K00259
vamb.megahit.488_8_552	K19286
vamb.megahit.488_8_553	K07043
vamb.megahit.488_8_555	K02487
vamb.megahit.488_8_555	K06596
vamb.megahit.488_8_555	K08300

vamb.megahit.488_8_556	K01361
vamb.megahit.488_8_557	K13276
vamb.megahit.488_8_557	K17734

vamb.megahit.488_8_558	K06889
vamb.megahit.488_8_560	K01788
vamb.megahit.488_8_561	K02790
vamb.megahit.488_8_561	K02791
vamb.megahit.488_8_561	K20116
vamb.megahit.488_8_561	K20117
vamb.megahit.488_8_561	K20118

vamb.megahit.488_8_562	K01442
vamb.megahit.488_8_563	K03406
vamb.megahit.488_8_564	K07104
vamb.megahit.488_8_565	K00088
vamb.megahit.488_8_566	K01951
vamb.megahit.488_8_567	K02071
vamb.megahit.488_8_568	K02072
vamb.megahit.488_8_570	K01599
vamb.megahit.488_8_572	K01599
vamb.megahit.488_8_572	K14080

vamb.megahit.488_8_578	K01990
vamb.megahit.488_8_579	K01992
vamb.megahit.488_8_580	K01992
vamb.megahit.488_8_581	K07061
vamb.megahit.488_8_582	K19076
vamb.megahit.488_8_584	K09000
vamb.megahit.488_9_1	K03892
vamb.megahit.488_9_2	K03215
vamb.megahit.488_9_3	K07113
vamb.megahit.488_9_4	K07107
vamb.megahit.488_9_5	K00873
vamb.megahit.488_9_6	K00850
vamb.megahit.488_9_8	K02337
vamb.megahit.488_9_8	K14162

vamb.megahit.488_9_10	K11184
vamb.megahit.488_9_10	K11189

vamb.megahit.488_9_11	K09762
vamb.megahit.488_9_16	K06958
vamb.megahit.488_9_17	K04477
vamb.megahit.488_9_18	K00075
vamb.megahit.488_9_19	K02027
vamb.megahit.488_9_20	K03737
vamb.megahit.488_9_21	K06023
vamb.megahit.488_9_22	K03703
vamb.megahit.488_9_24	K00603
vamb.megahit.488_9_24	K01746

vamb.megahit.488_9_25	K01996
vamb.megahit.488_9_26	K01995
vamb.megahit.488_9_27	K01998
vamb.megahit.488_9_28	K01997
vamb.megahit.488_9_29	K01999
vamb.megahit.488_9_31	K02030
vamb.megahit.488_9_32	K01262
vamb.megahit.488_9_33	K04023
vamb.megahit.488_9_34	K00926
vamb.megahit.488_9_35	K06972
vamb.megahit.488_9_39	K06871
vamb.megahit.488_9_40	K06871
vamb.megahit.488_9_42	K01992
vamb.megahit.488_9_43	K01992
vamb.megahit.488_9_44	K01990
vamb.megahit.488_9_45	K06139
vamb.megahit.488_9_47	K03701
vamb.megahit.488_9_48	K03702
vamb.megahit.488_9_51	K03797
vamb.megahit.488_9_52	K21471
vamb.megahit.488_9_53	K09811
vamb.megahit.488_9_54	K09812
vamb.megahit.488_9_55	K01934
vamb.megahit.488_9_59	K00615
vamb.megahit.488_9_60	K00615
vamb.megahit.488_9_62	K05946
vamb.megahit.488_9_73	K07171
vamb.megahit.488_9_74	K07723
vamb.megahit.488_9_75	K01775
vamb.megahit.488_9_76	K17758
vamb.megahit.488_9_76	K17759

vamb.megahit.488_9_78	K12960
vamb.megahit.488_9_78	K20810

vamb.megahit.488_9_81	K16203
vamb.megahit.488_9_83	K01992
vamb.megahit.488_9_84	K01990
vamb.megahit.488_9_94	K01928
vamb.megahit.488_9_99	K02346
vamb.megahit.488_9_104	K22227
vamb.megahit.488_9_109	K07979
vamb.megahit.488_9_110	K03086
vamb.megahit.488_9_111	K06013
vamb.megahit.488_9_112	K01992
vamb.megahit.488_9_113	K01990
vamb.megahit.488_9_115	K00826
vamb.megahit.488_9_117	K06131
vamb.megahit.488_9_118	K06207
vamb.megahit.488_9_119	K04757
vamb.megahit.488_9_121	K03978
vamb.megahit.488_9_122	K01338
vamb.megahit.488_9_123	K03544
vamb.megahit.488_9_124	K01358
vamb.megahit.488_9_125	K03545
vamb.megahit.488_9_127	K02032
vamb.megahit.488_9_127	K10823

vamb.megahit.488_9_128	K02031
vamb.megahit.488_9_129	K02034
vamb.megahit.488_9_130	K02033
vamb.megahit.488_9_131	K02035
vamb.megahit.488_9_133	K03431
vamb.megahit.488_9_134	K00970
vamb.megahit.488_9_134	K00974

vamb.megahit.488_9_135	K09458
vamb.megahit.488_9_136	K02078
vamb.megahit.488_9_137	K00059
vamb.megahit.488_9_138	K00645
vamb.megahit.488_9_139	K02371
vamb.megahit.488_9_140	K00648
vamb.megahit.488_9_141	K02372
vamb.megahit.488_9_143	K04940
vamb.megahit.488_9_144	K00177
vamb.megahit.488_9_145	K00175
vamb.megahit.488_9_146	K00174
vamb.megahit.488_9_147	K00176
vamb.megahit.488_9_149	K00929
vamb.megahit.488_9_150	K00634
vamb.megahit.488_9_151	K00929
vamb.megahit.488_9_153	K18672
vamb.megahit.488_9_154	K07282
vamb.megahit.488_9_156	K01007
vamb.megahit.488_9_156	K08483

vamb.megahit.488_9_157	K11189
vamb.megahit.488_9_159	K02032
vamb.megahit.488_9_160	K02031
vamb.megahit.488_9_161	K02034
vamb.megahit.488_9_162	K02033
vamb.megahit.488_9_163	K02035
vamb.megahit.488_9_164	K06334
vamb.megahit.488_9_165	K06333
vamb.megahit.488_9_167	K01586
vamb.megahit.488_9_168	K06418
vamb.megahit.488_9_168	K06419
vamb.megahit.488_9_168	K06420
vamb.megahit.488_9_168	K06421

vamb.megahit.488_9_171	K01081
vamb.megahit.488_9_171	K07004
vamb.megahit.488_9_171	K08693
vamb.megahit.488_9_171	K11751

vamb.megahit.488_9_175	K06147
vamb.megahit.488_9_176	K06147
vamb.megahit.488_9_177	K02049
vamb.megahit.488_9_178	K02050
vamb.megahit.488_9_179	K02051
vamb.megahit.488_9_180	K19302
vamb.megahit.488_9_181	K00382
vamb.megahit.488_9_182	K00283
vamb.megahit.488_9_183	K00282
vamb.megahit.488_9_184	K02437
vamb.megahit.488_9_185	K00605
vamb.megahit.488_9_186	K01448
vamb.megahit.488_9_188	K02996
vamb.megahit.488_9_189	K02871
vamb.megahit.488_9_190	K06173
vamb.megahit.488_9_191	K16783
vamb.megahit.488_9_191	K16785

vamb.megahit.488_9_192	K16786
vamb.megahit.488_9_192	K16787

vamb.megahit.488_9_193	K16786
vamb.megahit.488_9_193	K16787

vamb.megahit.488_9_194	K02879
vamb.megahit.488_9_195	K03040
vamb.megahit.488_9_196	K02986
vamb.megahit.488_9_197	K02948
vamb.megahit.488_9_198	K02952
vamb.megahit.488_9_199	K02919
vamb.megahit.488_9_200	K02518
vamb.megahit.488_9_202	K00939
vamb.megahit.488_9_203	K03076
vamb.megahit.488_9_204	K02876
vamb.megahit.488_9_205	K02907
vamb.megahit.488_9_206	K02988
vamb.megahit.488_9_207	K02881
vamb.megahit.488_9_208	K02933
vamb.megahit.488_9_209	K02994
vamb.megahit.488_9_210	K02954
vamb.megahit.488_9_211	K02931
vamb.megahit.488_9_212	K02895
vamb.megahit.488_9_213	K02874
vamb.megahit.488_9_214	K02961
vamb.megahit.488_9_215	K02904
vamb.megahit.488_9_216	K02878
vamb.megahit.488_9_217	K02982
vamb.megahit.488_9_218	K02890
vamb.megahit.488_9_219	K02965
vamb.megahit.488_9_220	K02886
vamb.megahit.488_9_221	K02892
vamb.megahit.488_9_222	K02926
vamb.megahit.488_9_223	K02906
vamb.megahit.488_9_224	K02946
vamb.megahit.488_9_225	K02358
vamb.megahit.488_10_2	K06187
vamb.megahit.488_10_3	K09747
vamb.megahit.488_10_4	K02343
vamb.megahit.488_10_5	K02422
vamb.megahit.488_10_6	K02406
vamb.megahit.488_10_9	K09770
vamb.megahit.488_10_11	K03688
vamb.megahit.488_10_12	K05516
vamb.megahit.488_10_15	K01443
vamb.megahit.488_10_16	K21600
vamb.megahit.488_10_17	K07213
vamb.megahit.488_10_18	K17686
vamb.megahit.488_10_19	K00763
vamb.megahit.488_10_20	K00180
vamb.megahit.488_10_21	K00179
vamb.megahit.488_10_22	K13993
vamb.megahit.488_10_25	K03924
vamb.megahit.488_10_27	K11991
vamb.megahit.488_10_28	K07258
vamb.megahit.488_10_31	K01875
vamb.megahit.488_10_32	K07035
vamb.megahit.488_10_33	K07105
vamb.megahit.488_10_34	K02315
vamb.megahit.488_10_38	K02314
vamb.megahit.488_10_39	K02939
vamb.megahit.488_10_43	K02963
vamb.megahit.488_10_44	K03111
vamb.megahit.488_10_45	K02990
vamb.megahit.488_10_46	K03406
vamb.megahit.488_10_48	K01777
vamb.megahit.488_10_50	K10794
vamb.megahit.488_10_52	K10793
vamb.megahit.488_10_55	K02040
vamb.megahit.488_10_56	K02037
vamb.megahit.488_10_57	K02038
vamb.megahit.488_10_58	K02036
vamb.megahit.488_10_59	K02039
vamb.megahit.488_10_60	K07658
vamb.megahit.488_10_61	K07636
vamb.megahit.488_10_62	K05825
vamb.megahit.488_10_64	K22044
vamb.megahit.488_10_66	K04085
vamb.megahit.488_10_71	K03558
vamb.megahit.488_11_5	K03750
vamb.megahit.488_11_5	K07219

vamb.megahit.488_11_6	K03750
vamb.megahit.488_11_8	K05773
vamb.megahit.488_11_9	K05772
vamb.megahit.488_11_10	K02379
vamb.megahit.488_11_11	K03752
vamb.megahit.488_11_11	K13818

vamb.megahit.488_11_13	K00123
vamb.megahit.488_11_13	K05299
vamb.megahit.488_11_13	K22341

vamb.megahit.488_11_14	K00123
vamb.megahit.488_11_14	K22341

vamb.megahit.488_11_15	K22338
vamb.megahit.488_11_16	K00335
vamb.megahit.488_11_16	K18331
vamb.megahit.488_11_16	K22339

vamb.megahit.488_11_17	K00334
vamb.megahit.488_11_17	K18330
vamb.megahit.488_11_17	K22340

vamb.megahit.488_11_19	K01919
vamb.megahit.488_11_20	K03976
vamb.megahit.488_11_21	K01992
vamb.megahit.488_11_22	K01992
vamb.megahit.488_11_23	K01990
vamb.megahit.488_11_30	K19002
vamb.megahit.488_11_31	K20487
vamb.megahit.488_11_32	K20488
vamb.megahit.488_11_34	K03406
vamb.megahit.488_11_35	K02031
vamb.megahit.488_11_35	K02032

vamb.megahit.488_11_36	K15582
vamb.megahit.488_11_37	K15581
vamb.megahit.488_11_38	K15580
vamb.megahit.488_11_41	K01921
vamb.megahit.488_11_45	K01990
vamb.megahit.488_11_47	K01923
vamb.megahit.488_11_48	K07149
vamb.megahit.488_11_49	K07668
vamb.megahit.488_11_50	K02484
vamb.megahit.488_11_53	K13292
vamb.megahit.488_11_55	K06196
vamb.megahit.488_11_57	K07238
vamb.megahit.488_11_58	K01714
vamb.megahit.488_11_59	K00133
vamb.megahit.488_11_60	K00928
vamb.megahit.488_11_61	K06411
vamb.megahit.488_11_62	K06410
vamb.megahit.488_11_70	K00872
vamb.megahit.488_11_71	K01733
vamb.megahit.488_11_76	K07341
vamb.megahit.488_11_77	K19165
vamb.megahit.488_12_1	K03090
vamb.megahit.488_12_1	K03091

vamb.megahit.488_12_2	K04757
vamb.megahit.488_12_3	K04749
vamb.megahit.488_12_4	K02469
vamb.megahit.488_12_5	K02470
vamb.megahit.488_12_7	K03629
vamb.megahit.488_12_8	K14761
vamb.megahit.488_12_9	K02338
vamb.megahit.488_12_10	K02313
vamb.megahit.488_12_11	K02914
vamb.megahit.488_12_12	K03536
vamb.megahit.488_12_13	K08998
vamb.megahit.488_12_14	K03217
vamb.megahit.488_12_15	K06346
vamb.megahit.488_12_16	K03650
vamb.megahit.488_12_17	K03495
vamb.megahit.488_12_18	K03501
vamb.megahit.488_12_19	K03497
vamb.megahit.488_12_20	K03496
vamb.megahit.488_12_21	K03497
vamb.megahit.488_12_30	K17734
vamb.megahit.488_12_31	K01537
vamb.megahit.488_12_32	K07658
vamb.megahit.488_12_32	K07668

vamb.megahit.488_12_33	K07652
vamb.megahit.488_12_38	K04771
vamb.megahit.488_12_40	K14415
vamb.megahit.488_12_41	K03787
vamb.megahit.488_12_42	K00783
vamb.megahit.488_12_49	K07171
vamb.megahit.488_13_2	K07023
vamb.megahit.488_13_3	K02073
vamb.megahit.488_13_4	K02072
vamb.megahit.488_13_5	K02071
vamb.megahit.488_13_9	K06295
vamb.megahit.488_13_10	K06297
vamb.megahit.488_13_11	K06296
vamb.megahit.488_13_16	K00005
vamb.megahit.488_13_20	K15635
vamb.megahit.488_13_22	K02011
vamb.megahit.488_13_23	K02010
vamb.megahit.488_13_24	K02012
vamb.megahit.488_13_28	K00334
vamb.megahit.488_13_29	K00335
vamb.megahit.488_13_29	K22339

vamb.megahit.488_13_30	K00336
vamb.megahit.488_13_30	K18332

vamb.megahit.488_13_31	K01012
vamb.megahit.488_13_32	K03150
vamb.megahit.488_13_34	K01534
vamb.megahit.488_13_36	K07095
vamb.megahit.488_13_37	K03568
vamb.megahit.488_13_38	K03592
vamb.megahit.488_13_39	K03699
vamb.megahit.488_13_40	K07216
vamb.megahit.488_13_41	K03409
vamb.megahit.488_13_42	K02435
vamb.megahit.488_13_43	K02433
vamb.megahit.488_13_44	K02434
vamb.megahit.488_13_49	K07717
vamb.megahit.488_13_50	K07719
vamb.megahit.488_13_51	K03310
vamb.megahit.488_13_52	K00175
vamb.megahit.488_13_53	K00175
vamb.megahit.488_13_56	K00111
vamb.megahit.488_13_57	K05878
vamb.megahit.488_13_58	K05879
vamb.megahit.488_13_59	K05881
vamb.megahit.488_13_60	K02443
vamb.megahit.488_13_61	K02440
vamb.megahit.488_13_62	K00864
vamb.megahit.488_13_63	K07112
vamb.megahit.488_13_66	K07112
vamb.megahit.488_13_67	K07112
vamb.megahit.488_13_70	K00174
vamb.megahit.488_13_71	K06888
vamb.megahit.488_13_72	K01738
vamb.megahit.488_13_73	K00640
vamb.megahit.488_13_74	K01867
vamb.megahit.488_13_75	K21471
vamb.megahit.488_13_76	K02051
vamb.megahit.488_13_77	K00995
vamb.megahit.488_13_77	K08744

vamb.megahit.488_13_78	K01873
vamb.megahit.488_13_79	K11754
vamb.megahit.488_13_83	K06418
vamb.megahit.488_13_83	K06419
vamb.megahit.488_13_83	K06420
vamb.megahit.488_13_83	K06421

vamb.megahit.488_13_87	K00760
vamb.megahit.488_13_88	K07052
vamb.megahit.488_13_91	K03704
vamb.megahit.488_13_92	K04083
vamb.megahit.488_13_95	K01892
vamb.megahit.488_13_96	K01868
vamb.megahit.488_13_97	K03798
vamb.megahit.488_13_98	K01439
vamb.megahit.488_13_99	K02520
vamb.megahit.488_13_100	K02916
vamb.megahit.488_13_101	K02887
vamb.megahit.488_13_102	K03437
vamb.megahit.488_13_103	K01889
vamb.megahit.488_13_104	K01890
vamb.megahit.488_13_105	K09888
vamb.megahit.488_13_106	K08303
vamb.megahit.488_13_107	K07456
vamb.megahit.488_13_108	K01887
vamb.megahit.488_13_111	K04034
vamb.megahit.488_13_114	K00634
vamb.megahit.488_14_1	K07502
vamb.megahit.488_14_6	K03406
vamb.megahit.488_14_10	K01424
vamb.megahit.488_14_12	K04487
vamb.megahit.488_14_13	K03151
vamb.megahit.488_14_16	K03744
vamb.megahit.488_14_17	K06872
vamb.megahit.488_14_18	K09815
vamb.megahit.488_14_19	K09817
vamb.megahit.488_14_20	K09816
vamb.megahit.488_14_24	K11072
vamb.megahit.488_14_25	K11071
vamb.megahit.488_14_26	K11070
vamb.megahit.488_14_27	K11069
vamb.megahit.488_14_28	K00362
vamb.megahit.488_14_28	K22405

