concoct_megahit_6_1_1	K00598
metabat2.megahit.24_22_41	K02314
metabat2.megahit.24_22_43	K07658
metabat2.megahit.24_22_43	K07667
metabat2.megahit.24_22_43	K07668
metabat2.megahit.24_22_43	K07776
metabat2.megahit.24_22_44	K07652
metabat2.megahit.24_22_47	K00784
metabat2.megahit.24_22_48	K04771
metabat2.megahit.24_22_50	K00783
metabat2.megahit.24_22_51	K01835
metabat2.megahit.24_22_51	K01840
metabat2.megahit.24_22_52	K22227
metabat2.megahit.24_22_53	K03704
metabat2.megahit.24_22_54	K00639
metabat2.megahit.24_22_56	K01599
metabat2.megahit.24_22_57	K01772
metabat2.megahit.24_22_58	K00231
metabat2.megahit.24_22_59	K03784
metabat2.megahit.24_22_61	K21471
metabat2.megahit.24_22_63	K06972
metabat2.megahit.24_22_65	K00943
metabat2.megahit.24_22_66	K00845
metabat2.megahit.24_22_67	K05366
metabat2.megahit.24_22_67	K21464
metabat2.megahit.24_22_68	K00797
metabat2.megahit.24_22_69	K01480
metabat2.megahit.24_22_71	K00626
metabat2.megahit.24_22_72	K00074
metabat2.megahit.24_22_73	K00248
metabat2.megahit.24_22_73	K00249
metabat2.megahit.24_22_75	K03048
metabat2.megahit.24_22_76	K01937
metabat2.megahit.24_22_77	K02490
metabat2.megahit.24_22_78	K01624
metabat2.megahit.24_22_79	K00616
metabat2.megahit.24_22_81	K02446
metabat2.megahit.24_22_83	K02909
metabat2.megahit.24_22_84	K06345
metabat2.megahit.24_22_85	K02835
metabat2.megahit.24_22_86	K02493
metabat2.megahit.24_22_87	K06387
metabat2.megahit.24_22_88	K00003
metabat2.megahit.24_22_89	K07566
metabat2.megahit.24_22_90	K01104
metabat2.megahit.24_22_90	K20201
metabat2.megahit.24_23_2	K01808
metabat2.megahit.24_23_4	K00600
metabat2.megahit.24_23_5	K02013
metabat2.megahit.24_23_6	K00761
metabat2.megahit.24_23_7	K01791
metabat2.megahit.24_23_9	K02116
metabat2.megahit.24_23_10	K02108
metabat2.megahit.24_23_11	K02110
metabat2.megahit.24_23_12	K02109
metabat2.megahit.24_23_13	K02113
metabat2.megahit.24_23_14	K02111
metabat2.megahit.24_23_15	K02115
metabat2.megahit.24_23_16	K02112
metabat2.megahit.24_23_17	K02114
metabat2.megahit.24_23_18	K00330
metabat2.megahit.24_23_19	K00331
metabat2.megahit.24_23_20	K00332
metabat2.megahit.24_23_21	K00333
metabat2.megahit.24_23_22	K00337
metabat2.megahit.24_23_23	K00338
metabat2.megahit.24_23_24	K00339
metabat2.megahit.24_23_25	K00340
metabat2.megahit.24_23_25	K05576
metabat2.megahit.24_23_26	K00341
metabat2.megahit.24_23_26	K05565
metabat2.megahit.24_23_27	K00342
metabat2.megahit.24_23_28	K00343
metabat2.megahit.24_23_30	K00790
metabat2.megahit.24_23_31	K06381
metabat2.megahit.24_23_32	K06386
metabat2.megahit.24_23_33	K06283
metabat2.megahit.24_23_34	K03569
metabat2.megahit.24_23_35	K02392
metabat2.megahit.24_23_36	K02392
metabat2.megahit.24_23_38	K02372
metabat2.megahit.24_23_39	K00963
metabat2.megahit.24_23_43	K02243
metabat2.megahit.24_23_43	K02652
metabat2.megahit.24_23_44	K02653
metabat2.megahit.24_23_45	K02650
metabat2.megahit.24_23_47	K02236
metabat2.megahit.24_23_47	K02654
metabat2.megahit.24_23_48	K02662
metabat2.megahit.24_23_52	K00847
metabat2.megahit.24_23_53	K05813
metabat2.megahit.24_23_54	K05815
metabat2.megahit.24_23_55	K05814
metabat2.megahit.24_23_56	K03118
metabat2.megahit.24_23_57	K21755
metabat2.megahit.24_23_58	K00483
metabat2.megahit.24_23_59	K00446
metabat2.megahit.24_23_61	K01714
metabat2.megahit.24_23_62	K05921
metabat2.megahit.24_23_63	K05921
metabat2.megahit.24_23_64	K01826
metabat2.megahit.24_23_65	K00151
metabat2.megahit.24_23_66	K01999
metabat2.megahit.24_23_67	K01997
metabat2.megahit.24_23_68	K01998
metabat2.megahit.24_23_69	K01995
metabat2.megahit.24_23_70	K01996
metabat2.megahit.24_23_72	K02010
metabat2.megahit.24_23_73	K02011
metabat2.megahit.24_23_74	K02012
metabat2.megahit.24_23_77	K02002
metabat2.megahit.24_23_78	K05946
metabat2.megahit.24_24_2	K04771
metabat2.megahit.24_24_4	K01476
metabat2.megahit.24_24_5	K18672
metabat2.megahit.24_24_7	K03431
metabat2.megahit.24_24_8	K02010
metabat2.megahit.24_24_8	K02052
metabat2.megahit.24_24_8	K11072
metabat2.megahit.24_24_9	K11071
metabat2.megahit.24_24_10	K11070
metabat2.megahit.24_24_11	K11069
metabat2.megahit.24_24_12	K01546
metabat2.megahit.24_24_13	K01547
metabat2.megahit.24_24_14	K01548
metabat2.megahit.24_24_15	K07646
metabat2.megahit.24_24_17	K00262
metabat2.megahit.24_24_20	K09749
metabat2.megahit.24_24_21	K09749
metabat2.megahit.24_24_22	K00033
metabat2.megahit.24_24_23	K00425
metabat2.megahit.24_24_24	K00426
metabat2.megahit.24_24_25	K03322
metabat2.megahit.24_24_28	K06314
metabat2.megahit.24_24_29	K16899
metabat2.megahit.24_24_30	K16898
metabat2.megahit.24_24_31	K02240
metabat2.megahit.24_24_33	K02398
metabat2.megahit.24_24_35	K02396
metabat2.megahit.24_24_36	K02397
metabat2.megahit.24_24_38	K13626
metabat2.megahit.24_24_39	K03563
metabat2.megahit.24_24_40	K02240
metabat2.megahit.24_24_42	K05520
metabat2.megahit.24_24_43	K05520
metabat2.megahit.24_24_45	K19713
metabat2.megahit.24_24_48	K19713
metabat2.megahit.24_24_53	K00185
metabat2.megahit.24_24_54	K00184
metabat2.megahit.24_24_57	K03116
metabat2.megahit.24_24_58	K02379
metabat2.megahit.24_24_59	K00123
metabat2.megahit.24_24_61	K08693
metabat2.megahit.24_24_62	K03116
metabat2.megahit.24_24_64	K03924
metabat2.megahit.24_24_67	K01951
metabat2.megahit.24_24_68	K06901
metabat2.megahit.24_25_2	K01809
metabat2.megahit.24_25_4	K03657
metabat2.megahit.24_25_5	K03110
metabat2.megahit.24_25_6	K03529
metabat2.megahit.24_25_7	K03685
metabat2.megahit.24_25_8	K09458
metabat2.megahit.24_25_9	K02078
metabat2.megahit.24_25_10	K00059
metabat2.megahit.24_25_11	K00645
metabat2.megahit.24_25_12	K00648
metabat2.megahit.24_25_13	K03621
metabat2.megahit.24_25_15	K02911
metabat2.megahit.24_25_16	K07040
metabat2.megahit.24_25_19	K01126
metabat2.megahit.24_25_20	K01092
metabat2.megahit.24_25_21	K03648
metabat2.megahit.24_25_22	K01261
metabat2.megahit.24_25_22	K01269
metabat2.megahit.24_26_2	K19123
metabat2.megahit.24_26_3	K19046
metabat2.megahit.24_26_4	K19124
metabat2.megahit.24_26_5	K19125
metabat2.megahit.24_26_6	K19126
metabat2.megahit.24_26_7	K15342
metabat2.megahit.24_26_8	K09951
metabat2.megahit.24_26_9	K02342
metabat2.megahit.24_26_16	K19548
metabat2.megahit.24_26_18	K06306
metabat2.megahit.24_26_19	K01104
metabat2.megahit.24_26_21	K01665
metabat2.megahit.24_26_21	K03342
metabat2.megahit.24_26_21	K13950
metabat2.megahit.24_26_22	K01808
metabat2.megahit.24_26_23	K00330
metabat2.megahit.24_26_24	K00331
metabat2.megahit.24_26_25	K00332
metabat2.megahit.24_26_26	K00333
metabat2.megahit.24_26_27	K00337
metabat2.megahit.24_26_28	K00338
metabat2.megahit.24_26_29	K00339
metabat2.megahit.24_26_30	K00340
metabat2.megahit.24_26_31	K00341
metabat2.megahit.24_26_31	K05565
metabat2.megahit.24_26_32	K00343
metabat2.megahit.24_26_33	K01624
metabat2.megahit.24_26_34	K00855
metabat2.megahit.24_26_35	K00134
metabat2.megahit.24_26_36	K02446
metabat2.megahit.24_26_37	K01783
metabat2.megahit.24_26_38	K01601
metabat2.megahit.24_26_38	K08965
metabat2.megahit.24_26_39	K01602
metabat2.megahit.24_26_41	K21567
metabat2.megahit.24_26_42	K00615
metabat2.megahit.24_26_43	K00342
metabat2.megahit.24_26_44	K21703
metabat2.megahit.24_26_45	K00059
metabat2.megahit.24_26_50	K06286
metabat2.megahit.24_26_51	K01775
metabat2.megahit.24_26_52	K05363
metabat2.megahit.24_26_52	K11693
metabat2.megahit.24_26_56	K04487
metabat2.megahit.24_26_57	K03151
metabat2.megahit.24_26_60	K01271
metabat2.megahit.24_26_61	K06418
metabat2.megahit.24_26_61	K06419
metabat2.megahit.24_26_65	K00208
metabat2.megahit.24_26_70	K00557
metabat2.megahit.24_26_70	K03215
metabat2.megahit.24_26_72	K01581
metabat2.megahit.24_26_72	K01582
metabat2.megahit.24_26_72	K01585
metabat2.megahit.24_27_4	K00641
metabat2.megahit.24_27_5	K01740
metabat2.megahit.24_27_6	K00826
metabat2.megahit.24_27_7	K01687
metabat2.megahit.24_27_7	K16786
metabat2.megahit.24_27_8	K01652
metabat2.megahit.24_27_9	K01653
metabat2.megahit.24_27_9	K16785
metabat2.megahit.24_27_10	K00053
metabat2.megahit.24_27_11	K01649
metabat2.megahit.24_27_12	K00052
metabat2.megahit.24_27_13	K01703
metabat2.megahit.24_27_14	K01704
metabat2.megahit.24_27_15	K01754
metabat2.megahit.24_27_16	K09779
metabat2.megahit.24_27_18	K02503
metabat2.megahit.24_27_19	K03596
metabat2.megahit.24_27_21	K03705
metabat2.megahit.24_27_22	K03687
metabat2.megahit.24_27_23	K04043
metabat2.megahit.24_27_24	K03686
metabat2.megahit.24_27_25	K02687
metabat2.megahit.24_27_26	K09761
metabat2.megahit.24_27_27	K03744
metabat2.megahit.24_27_28	K03799
metabat2.megahit.24_27_30	K00606
metabat2.megahit.24_27_31	K01918
metabat2.megahit.24_27_32	K01579
metabat2.megahit.24_27_34	K01926
metabat2.megahit.24_27_35	K12960
metabat2.megahit.24_27_37	K00074
metabat2.megahit.24_27_38	K00925
metabat2.megahit.24_27_39	K00812
metabat2.megahit.24_27_39	K22457
metabat2.megahit.24_27_40	K02086
metabat2.megahit.24_27_43	K02033
metabat2.megahit.24_27_45	K02031
metabat2.megahit.24_27_45	K15583
metabat2.megahit.24_27_46	K02032
metabat2.megahit.24_27_46	K10823
metabat2.megahit.24_27_47	K01611
metabat2.megahit.24_27_48	K00857
metabat2.megahit.24_27_51	K02221
metabat2.megahit.24_27_52	K00949
metabat2.megahit.24_27_53	K06180
metabat2.megahit.24_27_56	K06329
metabat2.megahit.24_27_59	K00763
metabat2.megahit.24_27_61	K07476
metabat2.megahit.24_27_63	K19689
metabat2.megahit.24_27_65	K03296
metabat2.megahit.24_27_68	K01531
metabat2.megahit.24_27_68	K01535
metabat2.megahit.24_27_68	K01537
metabat2.megahit.24_27_68	K12952
metabat2.megahit.24_27_69	K00942
metabat2.megahit.24_27_70	K03060
metabat2.megahit.24_27_71	K01598
metabat2.megahit.24_27_71	K13038
metabat2.megahit.24_27_72	K04066
metabat2.megahit.24_27_73	K01462
metabat2.megahit.24_27_74	K00604
metabat2.megahit.24_27_75	K03500
metabat2.megahit.24_27_76	K06941
metabat2.megahit.24_27_77	K20074
metabat2.megahit.24_27_78	K08884
metabat2.megahit.24_27_78	K12132
metabat2.megahit.24_27_79	K06949
metabat2.megahit.24_27_80	K01783
metabat2.megahit.24_27_81	K00058
metabat2.megahit.24_27_85	K02902
metabat2.megahit.24_27_87	K07030
metabat2.megahit.24_27_89	K01752
metabat2.megahit.24_27_90	K01752
metabat2.megahit.24_27_91	K03655
metabat2.megahit.24_27_92	K08316
metabat2.megahit.24_27_93	K00954
metabat2.megahit.24_27_94	K00891
metabat2.megahit.24_27_98	K00605
metabat2.megahit.24_27_99	K00282
metabat2.megahit.24_27_100	K00283
metabat2.megahit.24_27_106	K00184
metabat2.megahit.24_27_107	K00372
metabat2.megahit.24_27_107	K21307
metabat2.megahit.24_27_109	K03593
metabat2.megahit.24_27_110	K07090
metabat2.megahit.24_27_115	K18929
metabat2.megahit.24_27_116	K16869
metabat2.megahit.24_27_116	K18821
metabat2.megahit.24_27_117	K03800
metabat2.megahit.24_27_118	K00826
metabat2.megahit.24_27_121	K07642
metabat2.megahit.24_27_121	K10681
metabat2.megahit.24_27_126	K07240
metabat2.megahit.24_27_127	K06890
metabat2.megahit.24_27_128	K01077
metabat2.megahit.24_27_129	K02051
metabat2.megahit.24_27_131	K07089
metabat2.megahit.24_27_132	K08986
metabat2.megahit.24_28_1	K03387
metabat2.megahit.24_28_2	K09748
metabat2.megahit.24_28_3	K02600
metabat2.megahit.24_28_4	K07742
metabat2.megahit.24_28_6	K02519
metabat2.megahit.24_28_7	K02834
metabat2.megahit.24_28_8	K06881
metabat2.megahit.24_28_9	K03177
metabat2.megahit.24_28_9	K03483
metabat2.megahit.24_28_10	K11753
metabat2.megahit.24_28_11	K02956
metabat2.megahit.24_28_12	K00962
metabat2.megahit.24_28_14	K01520
metabat2.megahit.24_28_16	K06410
metabat2.megahit.24_28_17	K06411
metabat2.megahit.24_28_18	K00133
metabat2.megahit.24_28_19	K00928
metabat2.megahit.24_28_20	K01714
metabat2.megahit.24_28_21	K00285
metabat2.megahit.24_28_22	K11707
metabat2.megahit.24_28_23	K02074
metabat2.megahit.24_28_23	K09817
metabat2.megahit.24_28_23	K11710
metabat2.megahit.24_28_24	K11705
metabat2.megahit.24_28_24	K11708
metabat2.megahit.24_28_24	K19976
metabat2.megahit.24_28_25	K11709
metabat2.megahit.24_28_25	K19976
metabat2.megahit.24_28_26	K18682
metabat2.megahit.24_28_27	K02029
metabat2.megahit.24_28_27	K02030
metabat2.megahit.24_28_27	K09769
metabat2.megahit.24_28_28	K06416
metabat2.megahit.24_28_29	K01273
metabat2.megahit.24_28_30	K00174
metabat2.megahit.24_28_31	K00175
metabat2.megahit.24_28_32	K18707
metabat2.megahit.24_28_33	K01515
metabat2.megahit.24_28_33	K01518
metabat2.megahit.24_28_33	K03574
metabat2.megahit.24_28_33	K08310
metabat2.megahit.24_28_33	K18445
metabat2.megahit.24_28_34	K01619
metabat2.megahit.24_28_35	K03324
metabat2.megahit.24_28_38	K00077
metabat2.megahit.24_28_39	K02970
metabat2.megahit.24_28_41	K06438
metabat2.megahit.24_28_42	K06217
metabat2.megahit.24_28_43	K07037
metabat2.megahit.24_28_44	K07042
metabat2.megahit.24_28_45	K00887
metabat2.megahit.24_28_45	K00901
metabat2.megahit.24_28_46	K01489
metabat2.megahit.24_28_47	K03595
metabat2.megahit.24_28_49	K03584
metabat2.megahit.24_28_50	K01878
metabat2.megahit.24_28_51	K01879
metabat2.megahit.24_28_54	K03446
metabat2.megahit.24_28_56	K09773
metabat2.megahit.24_28_57	K01006
metabat2.megahit.24_28_58	K02316
metabat2.megahit.24_28_59	K03086
metabat2.megahit.24_28_62	K06207
metabat2.megahit.24_28_63	K06967
metabat2.megahit.24_28_65	K04771
metabat2.megahit.24_28_67	K03637
metabat2.megahit.24_28_68	K03750
metabat2.megahit.24_28_69	K03753
metabat2.megahit.24_28_70	K03635
metabat2.megahit.24_28_71	K03118
metabat2.megahit.24_28_72	K03636
metabat2.megahit.24_28_72	K21142
metabat2.megahit.24_28_73	K02016
metabat2.megahit.24_28_74	K02015
metabat2.megahit.24_28_75	K02013
metabat2.megahit.24_28_76	K01449
metabat2.megahit.24_28_80	K06196
metabat2.megahit.24_28_83	K02346
metabat2.megahit.24_28_83	K03502
metabat2.megahit.24_28_85	K00425
metabat2.megahit.24_28_86	K00426
metabat2.megahit.24_28_90	K03523
metabat2.megahit.24_28_91	K08972
metabat2.megahit.24_28_92	K01887
metabat2.megahit.24_28_94	K06392
metabat2.megahit.24_28_95	K19225
metabat2.megahit.24_28_102	K06295
metabat2.megahit.24_28_103	K03588
metabat2.megahit.24_29_2	K03885
metabat2.megahit.24_29_5	K09775
metabat2.megahit.24_29_6	K09763
metabat2.megahit.24_29_8	K01953
metabat2.megahit.24_29_9	K00865
metabat2.megahit.24_29_10	K00036
metabat2.megahit.24_29_11	K07130
metabat2.megahit.24_29_12	K01299
metabat2.megahit.24_29_13	K01449
metabat2.megahit.24_29_15	K18118
metabat2.megahit.24_29_17	K02003
metabat2.megahit.24_29_19	K02004
metabat2.megahit.24_29_20	K02003
metabat2.megahit.24_29_21	K02027
metabat2.megahit.24_29_22	K02027
metabat2.megahit.24_29_23	K02027
metabat2.megahit.24_29_27	K00858
metabat2.megahit.24_30_2	K00382
metabat2.megahit.24_30_3	K00627
metabat2.megahit.24_30_4	K00162
metabat2.megahit.24_30_5	K00161
metabat2.megahit.24_30_8	K01992
metabat2.megahit.24_30_9	K01990
metabat2.megahit.24_30_23	K00756
metabat2.megahit.24_30_24	K04655
metabat2.megahit.24_30_25	K04654
metabat2.megahit.24_30_26	K04653
metabat2.megahit.24_30_27	K04656
metabat2.megahit.24_30_28	K04652
metabat2.megahit.24_30_29	K04651
metabat2.megahit.24_30_31	K03605
metabat2.megahit.24_30_32	K03620
metabat2.megahit.24_30_33	K06281
metabat2.megahit.24_30_34	K06282
metabat2.megahit.24_30_35	K03116
metabat2.megahit.24_30_39	K03088
metabat2.megahit.24_30_40	K02238
metabat2.megahit.24_30_41	K02237
metabat2.megahit.24_30_49	K02243
metabat2.megahit.24_30_50	K02456
metabat2.megahit.24_30_52	K14540
metabat2.megahit.24_30_53	K00554
metabat2.megahit.24_30_54	K02860
metabat2.megahit.24_30_55	K06960
metabat2.megahit.24_30_56	K02959
metabat2.megahit.24_30_57	K03106
metabat2.megahit.24_30_58	K09787
metabat2.megahit.24_30_59	K07052
metabat2.megahit.24_30_60	K07148
metabat2.megahit.24_30_62	K07979
metabat2.megahit.24_30_63	K02027
metabat2.megahit.24_30_64	K10112
metabat2.megahit.24_30_64	K17240
metabat2.megahit.24_30_65	K02025
metabat2.megahit.24_30_66	K02026
metabat2.megahit.24_30_67	K02027
metabat2.megahit.24_30_70	K16173
metabat2.megahit.24_30_71	K18702
metabat2.megahit.24_31_2	K09951
metabat2.megahit.24_31_3	K19091
metabat2.megahit.24_31_5	K19075
metabat2.megahit.24_31_6	K19090
metabat2.megahit.24_31_7	K07012
metabat2.megahit.24_31_8	K07464
metabat2.megahit.24_31_9	K15342
metabat2.megahit.24_31_10	K19076
metabat2.megahit.24_31_11	K09127
metabat2.megahit.24_31_12	K07061
metabat2.megahit.24_31_13	K09000
metabat2.megahit.24_31_14	K19141
metabat2.megahit.24_31_15	K19142
metabat2.megahit.24_31_18	K11741
metabat2.megahit.24_31_18	K18924
metabat2.megahit.24_31_19	K18925
metabat2.megahit.24_31_21	K13572
metabat2.megahit.24_31_22	K07012
metabat2.megahit.24_31_23	K19123
metabat2.megahit.24_32_1	K01992
metabat2.megahit.24_32_2	K01588
metabat2.megahit.24_32_3	K01589
metabat2.megahit.24_32_4	K02030
metabat2.megahit.24_32_5	K02029
metabat2.megahit.24_32_6	K02029
metabat2.megahit.24_32_7	K02028
metabat2.megahit.24_32_8	K06718
metabat2.megahit.24_32_9	K00836
metabat2.megahit.24_32_10	K06720
metabat2.megahit.24_32_11	K10674
metabat2.megahit.24_32_12	K04773
metabat2.megahit.24_32_15	K03313
metabat2.megahit.24_32_16	K05780
metabat2.megahit.24_32_17	K18234
metabat2.megahit.24_32_18	K06162
metabat2.megahit.24_32_19	K06163
metabat2.megahit.24_32_20	K06164
metabat2.megahit.24_32_21	K06165
metabat2.megahit.24_32_22	K06166
metabat2.megahit.24_32_23	K03710
metabat2.megahit.24_32_24	K02044
metabat2.megahit.24_32_25	K02041
metabat2.megahit.24_32_26	K02042
metabat2.megahit.24_32_27	K02042
metabat2.megahit.24_32_29	K15024
metabat2.megahit.24_32_30	K03652
metabat2.megahit.24_32_32	K14155
metabat2.megahit.24_32_34	K19713
metabat2.megahit.24_32_37	K01255
metabat2.megahit.24_32_38	K13993
metabat2.megahit.24_33_1	K09936
metabat2.megahit.24_33_2	K01999
metabat2.megahit.24_33_3	K01997
metabat2.megahit.24_33_4	K01997
metabat2.megahit.24_33_4	K01998
metabat2.megahit.24_33_5	K01995
metabat2.megahit.24_33_6	K01996
metabat2.megahit.24_33_8	K03469
metabat2.megahit.24_33_9	K18979
metabat2.megahit.24_33_10	K00567
metabat2.megahit.24_33_11	K03216
metabat2.megahit.24_33_12	K00772
metabat2.megahit.24_33_12	K03783
metabat2.megahit.24_33_13	K07180
metabat2.megahit.24_33_14	K09786
metabat2.megahit.24_33_15	K06415
metabat2.megahit.24_33_16	K02435
metabat2.megahit.24_33_17	K02433
metabat2.megahit.24_33_18	K02434
metabat2.megahit.24_33_19	K03215
metabat2.megahit.24_33_20	K01772
metabat2.megahit.24_33_22	K02013
metabat2.megahit.24_33_23	K02015
metabat2.megahit.24_33_26	K18929
metabat2.megahit.24_33_27	K18929
metabat2.megahit.24_33_29	K00782
metabat2.megahit.24_33_40	K21600
metabat2.megahit.24_33_42	K07240
metabat2.megahit.24_33_43	K07240
metabat2.megahit.24_33_46	K17218
metabat2.megahit.24_33_48	K19285
metabat2.megahit.24_33_49	K00432
metabat2.megahit.24_33_50	K06199
metabat2.megahit.24_33_51	K06199
metabat2.megahit.24_33_52	K07507
metabat2.megahit.24_33_54	K01151
metabat2.megahit.24_33_55	K16052
metabat2.megahit.24_33_56	K03284
metabat2.megahit.24_33_57	K03284
metabat2.megahit.24_33_59	K08976
metabat2.megahit.24_33_60	K01515
metabat2.megahit.24_33_61	K04087
metabat2.megahit.24_33_63	K06131
metabat2.megahit.24_33_64	K04486
metabat2.megahit.24_33_65	K02275
metabat2.megahit.24_33_66	K02274
metabat2.megahit.24_33_67	K02276
metabat2.megahit.24_33_68	K02277
metabat2.megahit.24_33_68	K02829
metabat2.megahit.24_33_69	K02862
metabat2.megahit.24_33_70	K02259
metabat2.megahit.24_33_71	K02257
metabat2.megahit.24_33_72	K07152
metabat2.megahit.24_33_73	K01810
metabat2.megahit.24_33_75	K06183
metabat2.megahit.24_33_77	K06405
metabat2.megahit.24_33_78	K06406
metabat2.megahit.24_33_79	K06407
metabat2.megahit.24_33_82	K06895
metabat2.megahit.24_33_84	K01990
metabat2.megahit.24_33_85	K01992
metabat2.megahit.24_33_86	K01992
metabat2.megahit.24_33_87	K01679
metabat2.megahit.24_33_91	K18940
metabat2.megahit.24_33_92	K09017
metabat2.megahit.24_33_93	K01421
metabat2.megahit.24_33_95	K07217
metabat2.megahit.24_33_96	K01011
metabat2.megahit.24_33_97	K01921
metabat2.megahit.24_33_98	K07038
metabat2.megahit.24_33_99	K03575
metabat2.megahit.24_33_100	K04564
metabat2.megahit.24_33_102	K07586
metabat2.megahit.24_33_103	K01845
metabat2.megahit.24_33_104	K06973
metabat2.megahit.24_33_106	K03427
metabat2.megahit.24_33_111	K01153
metabat2.megahit.24_33_113	K03564
metabat2.megahit.24_33_115	K10773
metabat2.megahit.24_33_116	K01868
metabat2.megahit.24_33_117	K03521
metabat2.megahit.24_33_118	K03522
metabat2.megahit.24_33_119	K00313
metabat2.megahit.24_33_120	K03855
metabat2.megahit.24_33_121	K02520
metabat2.megahit.24_33_122	K02916
metabat2.megahit.24_33_123	K02887
metabat2.megahit.24_34_2	K05568
metabat2.megahit.24_34_2	K12137
metabat2.megahit.24_34_4	K12138
metabat2.megahit.24_34_5	K12140
metabat2.megahit.24_34_6	K05568
metabat2.megahit.24_34_7	K15830
metabat2.megahit.24_34_19	K19713
metabat2.megahit.24_34_20	K03406
metabat2.megahit.24_34_21	K06384
metabat2.megahit.24_34_22	K08161
metabat2.megahit.24_34_23	K11189
metabat2.megahit.24_34_25	K07001
metabat2.megahit.24_34_26	K07177
metabat2.megahit.24_34_28	K08591
metabat2.megahit.24_34_30	K04771
metabat2.megahit.24_34_31	K03413
metabat2.megahit.24_34_31	K21993
metabat2.megahit.24_34_34	K06148
metabat2.megahit.24_34_34	K18889
metabat2.megahit.24_34_35	K06147
metabat2.megahit.24_34_35	K18890
metabat2.megahit.24_34_36	K00015
metabat2.megahit.24_34_38	K01681
metabat2.megahit.24_34_39	K01999
metabat2.megahit.24_34_40	K01997
metabat2.megahit.24_34_41	K01998
metabat2.megahit.24_34_42	K01995
metabat2.megahit.24_34_43	K01996
metabat2.megahit.24_34_47	K02030
metabat2.megahit.24_34_48	K02029
metabat2.megahit.24_34_49	K02028
metabat2.megahit.24_34_49	K10038
metabat2.megahit.24_35_10	K02406
metabat2.megahit.24_36_1	K03790
metabat2.megahit.24_36_1	K03817
metabat2.megahit.24_36_3	K01243
metabat2.megahit.24_36_4	K03708
metabat2.megahit.24_36_5	K19411
metabat2.megahit.24_36_6	K19405
metabat2.megahit.24_36_7	K03696
metabat2.megahit.24_36_8	K04485
metabat2.megahit.24_36_9	K07067
metabat2.megahit.24_36_10	K07736
metabat2.megahit.24_36_12	K00991
metabat2.megahit.24_36_13	K01770
metabat2.megahit.24_36_13	K12506
metabat2.megahit.24_36_14	K09698
metabat2.megahit.24_36_15	K00640
metabat2.megahit.24_36_16	K01883
metabat2.megahit.24_36_17	K03218
metabat2.megahit.24_36_18	K06962
metabat2.megahit.24_36_19	K03088
metabat2.megahit.24_36_19	K03091
metabat2.megahit.24_36_19	K12296
metabat2.megahit.24_36_20	K03073
metabat2.megahit.24_36_21	K02601
metabat2.megahit.24_36_22	K02867
metabat2.megahit.24_36_23	K02863
metabat2.megahit.24_36_24	K02864
metabat2.megahit.24_36_25	K02935
metabat2.megahit.24_36_26	K00564
metabat2.megahit.24_36_27	K03043
metabat2.megahit.24_36_28	K03046
metabat2.megahit.24_36_29	K07590
metabat2.megahit.24_36_30	K02950
metabat2.megahit.24_36_31	K02992
metabat2.megahit.24_36_32	K02355
metabat2.megahit.24_36_33	K02358
metabat2.megahit.24_36_35	K06200
metabat2.megahit.24_36_36	K02946
metabat2.megahit.24_36_37	K02906
metabat2.megahit.24_36_38	K02926
metabat2.megahit.24_36_39	K02892
metabat2.megahit.24_36_40	K02886
metabat2.megahit.24_36_41	K02965
metabat2.megahit.24_36_42	K02890
metabat2.megahit.24_36_43	K02982
metabat2.megahit.24_36_44	K02878
metabat2.megahit.24_36_45	K02904
metabat2.megahit.24_36_46	K02961
metabat2.megahit.24_36_47	K02874
metabat2.megahit.24_36_48	K02895
metabat2.megahit.24_36_49	K02931
metabat2.megahit.24_36_50	K02954
metabat2.megahit.24_36_51	K02994
metabat2.megahit.24_36_52	K02933
metabat2.megahit.24_36_53	K02881
metabat2.megahit.24_36_54	K02988
metabat2.megahit.24_36_55	K02907
metabat2.megahit.24_36_56	K02876
metabat2.megahit.24_36_57	K03076
metabat2.megahit.24_36_58	K00939
metabat2.megahit.24_36_59	K01265
metabat2.megahit.24_36_60	K02518
metabat2.megahit.24_36_61	K02919
metabat2.megahit.24_36_62	K02952
metabat2.megahit.24_36_63	K02948
metabat2.megahit.24_36_64	K03040
metabat2.megahit.24_36_65	K02879
metabat2.megahit.24_36_66	K16786
metabat2.megahit.24_36_67	K16787
metabat2.megahit.24_36_68	K16785
metabat2.megahit.24_36_69	K06173
metabat2.megahit.24_36_70	K02871
metabat2.megahit.24_36_71	K02996
metabat2.megahit.24_36_72	K01448
metabat2.megahit.24_36_73	K03593
metabat2.megahit.24_36_74	K06294
metabat2.megahit.24_36_75	K06349
metabat2.megahit.24_36_76	K22278
metabat2.megahit.24_36_77	K07397
metabat2.megahit.24_37_2	K02851
metabat2.megahit.33_1_8	K04085
metabat2.megahit.33_1_10	K22044
metabat2.megahit.33_1_12	K03699
metabat2.megahit.33_1_13	K05825
metabat2.megahit.33_1_14	K07636
metabat2.megahit.33_1_15	K07658
metabat2.megahit.33_1_16	K02039
metabat2.megahit.33_1_17	K02036
metabat2.megahit.33_1_18	K02038
metabat2.megahit.33_1_19	K02037
metabat2.megahit.33_1_20	K02040
metabat2.megahit.33_1_21	K00928
metabat2.megahit.33_1_22	K00003
metabat2.megahit.33_1_23	K01733
