metabat1.spades.10_2_2	K06969
metabat1.spades.10_18_33	K01759
metabat1.spades.10_18_33	K05606

metabat1.spades.10_18_34	K07588
metabat1.spades.10_18_35	K01849
metabat1.spades.10_18_36	K01847
metabat1.spades.10_18_36	K01848

metabat1.spades.10_18_38	K01938
metabat1.spades.10_18_40	K03798
metabat1.spades.10_18_41	K00760
metabat1.spades.10_18_42	K04075
metabat1.spades.10_18_43	K06382
metabat1.spades.10_18_48	K01990
metabat1.spades.10_18_50	K09706
metabat1.spades.10_18_51	K09706
metabat1.spades.10_18_52	K00060
metabat1.spades.10_19_1	K03547
metabat1.spades.10_19_2	K03724
metabat1.spades.10_19_5	K01784
metabat1.spades.10_19_7	K19422
metabat1.spades.10_19_10	K07495
metabat1.spades.10_19_11	K07481
metabat1.spades.10_20_1	K15581
metabat1.spades.10_20_2	K02034
metabat1.spades.10_20_2	K15582

metabat1.spades.10_20_3	K15583
metabat1.spades.10_20_4	K02032
metabat1.spades.10_20_4	K10823

metabat1.spades.10_20_7	K00989
metabat1.spades.10_20_7	K02428

metabat1.spades.10_20_8	K02428
metabat1.spades.10_20_9	K07095
metabat1.spades.10_20_12	K03294
metabat1.spades.10_20_13	K03294
metabat1.spades.10_20_14	K01478
metabat1.spades.10_20_15	K00611
metabat1.spades.10_20_16	K03758
metabat1.spades.10_20_17	K00926
metabat1.spades.10_20_18	K21898
metabat1.spades.10_20_19	K01887
metabat1.spades.10_20_20	K03402
metabat1.spades.10_21_1	K01305
metabat1.spades.10_21_2	K01915
metabat1.spades.10_21_3	K18889
metabat1.spades.10_21_4	K18890
metabat1.spades.10_21_6	K00133
metabat1.spades.10_21_7	K01714
metabat1.spades.10_21_8	K00215
metabat1.spades.10_21_9	K00674
metabat1.spades.10_21_9	K05822

metabat1.spades.10_21_12	K01449
metabat1.spades.10_21_14	K13276
metabat1.spades.10_21_14	K17734

metabat1.spades.10_21_15	K06215
metabat1.spades.10_21_16	K08681
metabat1.spades.10_21_19	K01953
metabat1.spades.10_21_20	K01955
metabat1.spades.10_21_21	K01956
metabat1.spades.10_21_23	K01744
metabat1.spades.10_21_24	K00764
metabat1.spades.10_21_25	K01952
metabat1.spades.10_21_26	K01952
metabat1.spades.10_21_27	K01952
metabat1.spades.10_21_28	K06901
metabat1.spades.10_21_29	K05342
metabat1.spades.10_21_30	K05342
