metabat2.spades.25_1_1	K00973
metabat2.spades.25_6_127	K07013
metabat2.spades.25_6_132	K02380
metabat2.spades.25_6_133	K00127
metabat2.spades.25_6_134	K00124
metabat2.spades.25_6_135	K00123
metabat2.spades.25_6_136	K00123
metabat2.spades.25_6_137	K02379
metabat2.spades.25_6_138	K07777
metabat2.spades.25_6_138	K11617

metabat2.spades.25_6_139	K07696
metabat2.spades.25_7_1	K00868
metabat2.spades.25_7_1	K00941

metabat2.spades.25_7_2	K06901
metabat2.spades.25_7_3	K01756
metabat2.spades.25_7_6	K01923
metabat2.spades.25_7_7	K01952
metabat2.spades.25_7_8	K00764
metabat2.spades.25_7_9	K01933
metabat2.spades.25_7_10	K11175
metabat2.spades.25_7_11	K03574
metabat2.spades.25_7_12	K00602
metabat2.spades.25_7_13	K01945
metabat2.spades.25_7_16	K09807
metabat2.spades.25_7_17	K04561
metabat2.spades.25_7_21	K06212
metabat2.spades.25_7_22	K01668
metabat2.spades.25_7_23	K03455
metabat2.spades.25_7_23	K03499

metabat2.spades.25_7_25	K02502
metabat2.spades.25_7_26	K00765
metabat2.spades.25_7_26	K02502

metabat2.spades.25_7_27	K00013
metabat2.spades.25_7_27	K15509

metabat2.spades.25_7_28	K01693
metabat2.spades.25_7_29	K02501
metabat2.spades.25_7_30	K01814
metabat2.spades.25_7_31	K02500
metabat2.spades.25_7_32	K01496
metabat2.spades.25_7_32	K11755

metabat2.spades.25_7_33	K00817
metabat2.spades.25_7_34	K06894
metabat2.spades.25_7_35	K06990
metabat2.spades.25_7_36	K01779
metabat2.spades.25_7_40	K03657
metabat2.spades.25_7_41	K01972
metabat2.spades.25_7_42	K02031
metabat2.spades.25_7_42	K02032
metabat2.spades.25_7_42	K15583

metabat2.spades.25_7_43	K02032
metabat2.spades.25_7_43	K10823

metabat2.spades.25_7_44	K02435
metabat2.spades.25_7_45	K02433
metabat2.spades.25_7_46	K02434
metabat2.spades.25_7_47	K00091
metabat2.spades.25_7_48	K03215
metabat2.spades.25_7_50	K01934
metabat2.spades.25_7_51	K06996
metabat2.spades.25_7_54	K01297
metabat2.spades.25_7_57	K02004
metabat2.spades.25_7_58	K02003
metabat2.spades.25_7_61	K08217
metabat2.spades.25_7_62	K00260
metabat2.spades.25_7_62	K00261

metabat2.spades.25_7_63	K21562
metabat2.spades.25_7_69	K03810
metabat2.spades.25_7_73	K03088
metabat2.spades.25_7_76	K04773
metabat2.spades.25_7_78	K01845
metabat2.spades.25_7_80	K05384
metabat2.spades.25_7_80	K05386

metabat2.spades.25_7_81	K10773
metabat2.spades.25_7_82	K00641
metabat2.spades.25_7_83	K03564
metabat2.spades.25_7_84	K09770
metabat2.spades.25_7_85	K01740
metabat2.spades.25_7_90	K00331
metabat2.spades.25_7_91	K00330
metabat2.spades.25_7_92	K00332
metabat2.spades.25_7_93	K00333
metabat2.spades.25_7_94	K00337
metabat2.spades.25_7_95	K00338
metabat2.spades.25_7_95	K05580

metabat2.spades.25_7_96	K00339
metabat2.spades.25_7_96	K05578

metabat2.spades.25_7_97	K00340
metabat2.spades.25_7_97	K05576

metabat2.spades.25_7_98	K00341
metabat2.spades.25_7_99	K00342
metabat2.spades.25_7_99	K05575

metabat2.spades.25_7_100	K00343
metabat2.spades.25_7_101	K01872
metabat2.spades.25_7_102	K03406
metabat2.spades.25_7_104	K12410
metabat2.spades.25_7_105	K07738
metabat2.spades.25_7_106	K00525
metabat2.spades.25_7_112	K18907
metabat2.spades.25_7_114	K02010
metabat2.spades.25_7_114	K11072

metabat2.spades.25_7_115	K02011
metabat2.spades.25_7_116	K01755
metabat2.spades.25_7_118	K02012
metabat2.spades.25_7_120	K02035
metabat2.spades.25_7_121	K02033
metabat2.spades.25_7_122	K02034
metabat2.spades.25_8_1	K02073
metabat2.spades.25_8_2	K02072
metabat2.spades.25_8_3	K02071
metabat2.spades.25_8_4	K01012
metabat2.spades.25_8_5	K03928
metabat2.spades.25_8_6	K03075
metabat2.spades.25_8_7	K01689
metabat2.spades.25_8_8	K15633
metabat2.spades.25_8_9	K03671
metabat2.spades.25_8_10	K21600
metabat2.spades.25_8_11	K01803
metabat2.spades.25_8_13	K00927
metabat2.spades.25_8_13	K01803

metabat2.spades.25_8_15	K03092
metabat2.spades.25_8_16	K02036
metabat2.spades.25_8_17	K02038
metabat2.spades.25_8_18	K02037
metabat2.spades.25_8_19	K02040
metabat2.spades.25_8_24	K02824
metabat2.spades.25_8_25	K07699
metabat2.spades.25_8_26	K00177
metabat2.spades.25_8_27	K00175
metabat2.spades.25_8_28	K00174
metabat2.spades.25_8_29	K00176
metabat2.spades.25_8_31	K04771
metabat2.spades.25_8_32	K01990
metabat2.spades.25_8_33	K01992
metabat2.spades.25_8_35	K07220
metabat2.spades.25_8_36	K00074
metabat2.spades.25_8_36	K01782

metabat2.spades.25_8_37	K15866
metabat2.spades.25_8_38	K01692
metabat2.spades.25_8_38	K01715

metabat2.spades.25_8_39	K02616
metabat2.spades.25_8_42	K04566
metabat2.spades.25_8_45	K04564
metabat2.spades.25_8_46	K06407
metabat2.spades.25_8_47	K06406
metabat2.spades.25_8_48	K06405
metabat2.spades.25_8_51	K05794
metabat2.spades.25_8_52	K01915
metabat2.spades.25_8_54	K00820
metabat2.spades.25_8_56	K03431
metabat2.spades.25_8_58	K18672
metabat2.spades.25_8_59	K01926
metabat2.spades.25_8_60	K00805
metabat2.spades.25_8_60	K02523

metabat2.spades.25_8_61	K09762
metabat2.spades.25_8_62	K01628
metabat2.spades.25_8_64	K06958
metabat2.spades.25_8_67	K00845
metabat2.spades.25_8_70	K03088
metabat2.spades.25_8_71	K07052
metabat2.spades.25_8_74	K08972
metabat2.spades.25_8_75	K11621
metabat2.spades.25_8_80	K03703
metabat2.spades.25_8_82	K03088
metabat2.spades.25_8_84	K03701
metabat2.spades.25_8_87	K15777
metabat2.spades.25_8_89	K06889
metabat2.spades.25_8_91	K01772
metabat2.spades.25_8_92	K00666
metabat2.spades.25_8_96	K00878
metabat2.spades.25_8_97	K00868
metabat2.spades.25_8_97	K00941
metabat2.spades.25_8_97	K14153

metabat2.spades.25_8_98	K08310
metabat2.spades.25_8_99	K01990
metabat2.spades.25_8_100	K01992
metabat2.spades.25_8_101	K03702
metabat2.spades.25_8_102	K07094
metabat2.spades.25_8_103	K02034
metabat2.spades.25_8_104	K02033
metabat2.spades.25_8_105	K02035
metabat2.spades.25_8_107	K03797
metabat2.spades.25_8_108	K21471
metabat2.spades.25_8_109	K09811
metabat2.spades.25_8_110	K09812
metabat2.spades.25_8_111	K05946
metabat2.spades.25_8_113	K02836
metabat2.spades.25_8_114	K02239
metabat2.spades.25_8_115	K03455
metabat2.spades.25_8_116	K07228
metabat2.spades.25_8_117	K11325
metabat2.spades.25_8_119	K02034
metabat2.spades.25_8_119	K15582

metabat2.spades.25_8_120	K02033
metabat2.spades.25_8_121	K02035
metabat2.spades.25_8_121	K15580

metabat2.spades.25_8_122	K14445
metabat2.spades.25_8_123	K14445
metabat2.spades.25_8_124	K03798
metabat2.spades.25_9_5	K17840
metabat2.spades.25_9_6	K00014
metabat2.spades.25_9_10	K01848
metabat2.spades.25_9_11	K01849
metabat2.spades.25_9_12	K07588
metabat2.spades.25_9_16	K01126
metabat2.spades.25_9_17	K03116
metabat2.spades.25_9_20	K06312
metabat2.spades.25_9_21	K06296
metabat2.spades.25_9_22	K06295
metabat2.spades.25_9_24	K01222
metabat2.spades.25_9_24	K01232

metabat2.spades.25_9_25	K03478
metabat2.spades.25_9_26	K02803
metabat2.spades.25_9_26	K02804

metabat2.spades.25_9_27	K06382
metabat2.spades.25_9_29	K03100
metabat2.spades.25_9_30	K09163
metabat2.spades.25_9_31	K03072
metabat2.spades.25_9_31	K12257

metabat2.spades.25_9_32	K03074
metabat2.spades.25_9_33	K03404
metabat2.spades.25_9_33	K03405

metabat2.spades.25_9_34	K03404
metabat2.spades.25_9_35	K07462
metabat2.spades.25_9_36	K00759
metabat2.spades.25_9_37	K00951
metabat2.spades.25_9_42	K06871
metabat2.spades.25_9_43	K17836
metabat2.spades.25_9_44	K16937
metabat2.spades.25_9_45	K07560
metabat2.spades.25_9_52	K05995
metabat2.spades.25_9_53	K01892
metabat2.spades.25_9_54	K01876
metabat2.spades.25_9_55	K03825
metabat2.spades.25_9_57	K03782
metabat2.spades.25_9_59	K05841
metabat2.spades.25_9_62	K16937
metabat2.spades.25_9_63	K01551
metabat2.spades.25_9_63	K13993

metabat2.spades.25_9_64	K03671
metabat2.spades.25_9_65	K01620
metabat2.spades.25_9_66	K07444
metabat2.spades.25_9_67	K07478
metabat2.spades.25_9_69	K01905
metabat2.spades.25_9_69	K22224

metabat2.spades.25_9_78	K03587
metabat2.spades.25_9_78	K08384

metabat2.spades.25_9_80	K04487
metabat2.spades.25_9_81	K00566
metabat2.spades.25_9_92	K08482
metabat2.spades.25_9_97	K00798
metabat2.spades.25_9_98	K03856
metabat2.spades.25_9_98	K04516

metabat2.spades.25_9_99	K03710
metabat2.spades.25_9_102	K01174
metabat2.spades.25_9_105	K10541
metabat2.spades.25_9_105	K13924

metabat2.spades.25_9_107	K07306
metabat2.spades.25_9_108	K00184
metabat2.spades.25_9_108	K07307

metabat2.spades.25_9_109	K07308
metabat2.spades.25_10_1	K01990
metabat2.spades.25_10_3	K03088
metabat2.spades.25_10_7	K09793
metabat2.spades.25_10_8	K01356
metabat2.spades.25_10_11	K06196
metabat2.spades.25_10_12	K06196
metabat2.spades.25_10_13	K07399
metabat2.spades.25_10_17	K03575
metabat2.spades.25_10_20	K04750
metabat2.spades.25_10_21	K13282
metabat2.spades.25_10_25	K22278
metabat2.spades.25_10_27	K17103
metabat2.spades.25_10_28	K01613
metabat2.spades.25_10_29	K03787
metabat2.spades.25_10_30	K02342
metabat2.spades.25_10_30	K03722

metabat2.spades.25_10_32	K05979
metabat2.spades.25_10_34	K03641
metabat2.spades.25_10_37	K12960
metabat2.spades.25_10_37	K20810

metabat2.spades.25_10_42	K01251
metabat2.spades.25_10_43	K00772
metabat2.spades.25_10_44	K01447
metabat2.spades.25_10_44	K12204

metabat2.spades.25_10_45	K00940
metabat2.spades.25_10_47	K00425
metabat2.spades.25_10_48	K00426
metabat2.spades.25_10_49	K12940
metabat2.spades.25_10_50	K01258
metabat2.spades.25_10_51	K03326
metabat2.spades.25_10_52	K06016
metabat2.spades.25_10_54	K00928
metabat2.spades.25_10_55	K00641
metabat2.spades.25_10_57	K06398
metabat2.spades.25_10_59	K00057
metabat2.spades.25_10_60	K08591
metabat2.spades.25_10_61	K03977
metabat2.spades.25_10_67	K01823
metabat2.spades.25_10_68	K03169
metabat2.spades.25_10_69	K02945
metabat2.spades.25_10_69	K03527

metabat2.spades.25_10_70	K00655
metabat2.spades.25_10_71	K00945
metabat2.spades.25_10_73	K03565
metabat2.spades.25_10_74	K03553
metabat2.spades.25_10_75	K01975
metabat2.spades.25_10_78	K05571
metabat2.spades.25_10_79	K05563
metabat2.spades.25_10_79	K05570

metabat2.spades.25_10_80	K05569
metabat2.spades.25_10_81	K05568
metabat2.spades.25_10_81	K12141

metabat2.spades.25_10_82	K05567
metabat2.spades.25_10_83	K05566
metabat2.spades.25_10_84	K05565
metabat2.spades.25_10_84	K05568
metabat2.spades.25_10_84	K14086

metabat2.spades.25_10_87	K09780
metabat2.spades.25_10_88	K05592
metabat2.spades.25_10_89	K00859
metabat2.spades.25_10_89	K01734

metabat2.spades.25_10_90	K00134
metabat2.spades.25_10_92	K03742
metabat2.spades.25_10_92	K03743

metabat2.spades.25_10_93	K06295
metabat2.spades.25_10_94	K06297
metabat2.spades.25_10_95	K06296
metabat2.spades.25_10_97	K06027
metabat2.spades.25_10_101	K03976
metabat2.spades.25_10_102	K14441
metabat2.spades.25_11_2	K01480
metabat2.spades.25_11_5	K03799
metabat2.spades.25_11_6	K14415
metabat2.spades.25_11_6	K18148

metabat2.spades.25_11_9	K00824
metabat2.spades.25_11_13	K01537
metabat2.spades.25_11_16	K09777
metabat2.spades.25_11_17	K00942
metabat2.spades.25_11_18	K03060
metabat2.spades.25_11_19	K01598
metabat2.spades.25_11_19	K13038

metabat2.spades.25_11_20	K04066
metabat2.spades.25_11_21	K01462
metabat2.spades.25_11_22	K00604
metabat2.spades.25_11_23	K06973
metabat2.spades.25_11_25	K03500
metabat2.spades.25_11_28	K06941
metabat2.spades.25_11_29	K20074
metabat2.spades.25_11_30	K12132
metabat2.spades.25_11_31	K06949
metabat2.spades.25_11_32	K01783
metabat2.spades.25_11_33	K03408
metabat2.spades.25_11_35	K04083
metabat2.spades.25_11_36	K02902
metabat2.spades.25_11_38	K07030
metabat2.spades.25_11_40	K00713
metabat2.spades.25_11_40	K03280

metabat2.spades.25_11_42	K21462
metabat2.spades.25_11_46	K01710
metabat2.spades.25_11_47	K01709
metabat2.spades.25_11_47	K01710
metabat2.spades.25_11_47	K01784

metabat2.spades.25_11_48	K00966
metabat2.spades.25_11_48	K15669

metabat2.spades.25_11_49	K15856
metabat2.spades.25_11_57	K01448
metabat2.spades.25_11_58	K01447
metabat2.spades.25_11_58	K17733

metabat2.spades.25_11_59	K03088
metabat2.spades.25_11_62	K03655
metabat2.spades.25_11_65	K03969
metabat2.spades.25_11_66	K07112
metabat2.spades.25_11_68	K05520
metabat2.spades.25_11_69	K03282
metabat2.spades.25_11_76	K13993
metabat2.spades.25_11_77	K13993
metabat2.spades.25_11_78	K03524
metabat2.spades.25_11_83	K03523
metabat2.spades.25_11_85	K01657
metabat2.spades.25_11_86	K01658
metabat2.spades.25_11_87	K00766
metabat2.spades.25_11_87	K13497

metabat2.spades.25_11_88	K07098
metabat2.spades.25_11_89	K01867
metabat2.spades.25_11_90	K01609
metabat2.spades.25_11_91	K01817
metabat2.spades.25_11_92	K01696
metabat2.spades.25_11_93	K01695
metabat2.spades.25_11_94	K03856
metabat2.spades.25_11_95	K04517
metabat2.spades.25_11_96	K00800
metabat2.spades.25_12_1	K05366
metabat2.spades.25_12_2	K01866
metabat2.spades.25_12_6	K21029
metabat2.spades.25_12_6	K21147

metabat2.spades.25_12_7	K21029
metabat2.spades.25_12_8	K01738
metabat2.spades.25_12_9	K05820
metabat2.spades.25_12_9	K18581

metabat2.spades.25_12_10	K01266
metabat2.spades.25_12_10	K07052

metabat2.spades.25_12_11	K00390
metabat2.spades.25_12_12	K00958
metabat2.spades.25_12_14	K02010
metabat2.spades.25_12_15	K02012
metabat2.spades.25_12_16	K02011
metabat2.spades.25_12_17	K01436
metabat2.spades.25_12_18	K01916
metabat2.spades.25_12_19	K21140
metabat2.spades.25_12_20	K21140
metabat2.spades.25_12_21	K03088
metabat2.spades.25_12_23	K03833
metabat2.spades.25_12_23	K12573
metabat2.spades.25_12_23	K21786

metabat2.spades.25_12_25	K01159
metabat2.spades.25_12_26	K03550
metabat2.spades.25_12_27	K03551
metabat2.spades.25_12_28	K03093
metabat2.spades.25_12_29	K02040
metabat2.spades.25_12_29	K20276
metabat2.spades.25_12_29	K21449

metabat2.spades.25_12_30	K06381
metabat2.spades.25_12_31	K07568
metabat2.spades.25_12_32	K00773
metabat2.spades.25_12_34	K03210
metabat2.spades.25_12_36	K06415
metabat2.spades.25_12_37	K09786
metabat2.spades.25_12_38	K07180
metabat2.spades.25_12_40	K03088
metabat2.spades.25_12_44	K13280
metabat2.spades.25_12_50	K01847
metabat2.spades.25_12_50	K01848

metabat2.spades.25_12_51	K01849
metabat2.spades.25_12_52	K01759
metabat2.spades.25_12_52	K05606

metabat2.spades.25_12_53	K01966
metabat2.spades.25_12_54	K01615
metabat2.spades.25_12_54	K02160

metabat2.spades.25_12_56	K01961
metabat2.spades.25_12_57	K01934
metabat2.spades.25_12_59	K00864
metabat2.spades.25_12_60	K00260
metabat2.spades.25_12_60	K00261

metabat2.spades.25_12_61	K01990
metabat2.spades.25_12_62	K01992
metabat2.spades.25_12_63	K01992
metabat2.spades.25_12_64	K03925
metabat2.spades.25_12_65	K03438
metabat2.spades.25_12_67	K01956
metabat2.spades.25_12_68	K01955
metabat2.spades.25_12_69	K03587
metabat2.spades.25_12_69	K08384

metabat2.spades.25_12_70	K01928
metabat2.spades.25_12_71	K01929
metabat2.spades.25_12_72	K01000
metabat2.spades.25_12_73	K03588
metabat2.spades.25_12_74	K02563
metabat2.spades.25_12_75	K00075
metabat2.spades.25_12_76	K00790
metabat2.spades.25_12_77	K01455
metabat2.spades.25_12_79	K03589
metabat2.spades.25_12_82	K03590
metabat2.spades.25_12_83	K03531
metabat2.spades.25_12_85	K02532
metabat2.spades.25_12_86	K19689
metabat2.spades.25_12_88	K06871
metabat2.spades.25_13_1	K01885
metabat2.spades.25_13_1	K09698

metabat2.spades.25_13_2	K06187
metabat2.spades.25_13_3	K09747
metabat2.spades.25_13_4	K02343
metabat2.spades.25_13_5	K02035
metabat2.spades.25_13_5	K15580

metabat2.spades.25_13_6	K11991
metabat2.spades.25_13_7	K01875
metabat2.spades.25_13_8	K00015
metabat2.spades.25_13_8	K00058
metabat2.spades.25_13_8	K16843

metabat2.spades.25_13_10	K02469
metabat2.spades.25_13_11	K02470
metabat2.spades.25_13_13	K03629
metabat2.spades.25_13_14	K14761
metabat2.spades.25_13_15	K02338
metabat2.spades.25_13_16	K02313
metabat2.spades.25_13_17	K03536
metabat2.spades.25_13_18	K08998
metabat2.spades.25_13_19	K03217
metabat2.spades.25_13_20	K06346
metabat2.spades.25_13_21	K03650
metabat2.spades.25_13_22	K03495
metabat2.spades.25_13_23	K03501
metabat2.spades.25_13_24	K03496
metabat2.spades.25_13_25	K03497
metabat2.spades.25_13_35	K02990
metabat2.spades.25_13_36	K03111
metabat2.spades.25_13_37	K02963
metabat2.spades.25_13_38	K16785
metabat2.spades.25_13_38	K16786
metabat2.spades.25_13_38	K16787

metabat2.spades.25_13_39	K02939
metabat2.spades.25_13_40	K01338
metabat2.spades.25_13_40	K04076

metabat2.spades.25_13_41	K02314
metabat2.spades.25_13_42	K01939
metabat2.spades.25_13_47	K07658
metabat2.spades.25_13_47	K07668

metabat2.spades.25_13_48	K07652
metabat2.spades.25_13_51	K00790
metabat2.spades.25_13_52	K00783
metabat2.spades.25_13_55	K07668
metabat2.spades.25_13_55	K07775

metabat2.spades.25_13_59	K18640
metabat2.spades.25_13_61	K22135
metabat2.spades.25_13_63	K08483
metabat2.spades.25_13_63	K11183
metabat2.spades.25_13_63	K11189

metabat2.spades.25_13_64	K01007
metabat2.spades.25_13_64	K08483

metabat2.spades.25_13_65	K18890
metabat2.spades.25_13_66	K18889
metabat2.spades.25_13_67	K03296
metabat2.spades.25_13_71	K12538
metabat2.spades.25_13_74	K01585
metabat2.spades.25_13_76	K01449
metabat2.spades.25_13_77	K06313
metabat2.spades.25_13_78	K00172
metabat2.spades.25_13_79	K00169
metabat2.spades.25_13_79	K00170

metabat2.spades.25_13_81	K02315
metabat2.spades.25_13_82	K01582
metabat2.spades.25_13_82	K01583
metabat2.spades.25_13_82	K01585

metabat2.spades.25_13_83	K00943
metabat2.spades.25_13_85	K02341
metabat2.spades.25_13_87	K07056
metabat2.spades.25_13_88	K06284
metabat2.spades.25_14_1	K07001
metabat2.spades.25_14_2	K13735
metabat2.spades.25_14_2	K20276

metabat2.spades.25_14_3	K01997
metabat2.spades.25_14_3	K01998

metabat2.spades.25_14_4	K01997
metabat2.spades.25_14_5	K01996
metabat2.spades.25_14_6	K01995
metabat2.spades.25_14_7	K01999
metabat2.spades.25_14_7	K11959

metabat2.spades.25_14_8	K00648
metabat2.spades.25_14_9	K00666
metabat2.spades.25_14_9	K01911

metabat2.spades.25_14_12	K06923
metabat2.spades.25_14_14	K04083
metabat2.spades.25_14_16	K01958
metabat2.spades.25_14_18	K03547
metabat2.spades.25_14_19	K03546
metabat2.spades.25_14_20	K16899
metabat2.spades.25_14_21	K16898
metabat2.spades.25_14_22	K07085
metabat2.spades.25_14_26	K12972
metabat2.spades.25_14_28	K00134
metabat2.spades.25_14_29	K00382
metabat2.spades.25_14_30	K00166
metabat2.spades.25_14_31	K00167
metabat2.spades.25_14_32	K00627
metabat2.spades.25_14_32	K09699

metabat2.spades.25_14_33	K02027
metabat2.spades.25_14_35	K07814
metabat2.spades.25_14_39	K00656
metabat2.spades.25_14_39	K18427

metabat2.spades.25_14_42	K04069
metabat2.spades.25_14_43	K03644
metabat2.spades.25_14_44	K18979
metabat2.spades.25_14_45	K03574
metabat2.spades.25_14_46	K03574
metabat2.spades.25_14_47	K16787
metabat2.spades.25_14_48	K02006
metabat2.spades.25_14_48	K16786
metabat2.spades.25_14_48	K16787

metabat2.spades.25_14_49	K16785
metabat2.spades.25_14_50	K16923
metabat2.spades.25_14_51	K00757
metabat2.spades.25_14_59	K04758
metabat2.spades.25_14_60	K04759
metabat2.spades.25_14_67	K05515
metabat2.spades.25_14_69	K19285
metabat2.spades.25_14_70	K07080
metabat2.spades.25_14_71	K02476
metabat2.spades.25_14_72	K02475
metabat2.spades.25_14_73	K03319
metabat2.spades.25_15_5	K00986
metabat2.spades.25_15_9	K03797
metabat2.spades.25_15_10	K01173
metabat2.spades.25_15_12	K18014
metabat2.spades.25_15_13	K18013
metabat2.spades.25_15_15	K00616
metabat2.spades.25_15_16	K02446
metabat2.spades.25_15_18	K01434
metabat2.spades.25_15_22	K02909
metabat2.spades.25_15_24	K02835
metabat2.spades.25_15_25	K02493
metabat2.spades.25_15_26	K07566
metabat2.spades.25_15_27	K01104
metabat2.spades.25_15_27	K20201

metabat2.spades.25_15_28	K01808
metabat2.spades.25_15_30	K00761
metabat2.spades.25_15_31	K01493
metabat2.spades.25_15_32	K02851
metabat2.spades.25_15_33	K01791
metabat2.spades.25_15_33	K02851

metabat2.spades.25_15_36	K02108
metabat2.spades.25_15_37	K02110
metabat2.spades.25_15_37	K02124

metabat2.spades.25_15_38	K02109
metabat2.spades.25_15_39	K02113
metabat2.spades.25_15_40	K02111
metabat2.spades.25_15_41	K02115
metabat2.spades.25_15_42	K02112
metabat2.spades.25_15_43	K02114
metabat2.spades.25_15_44	K00782
metabat2.spades.25_15_45	K18929
metabat2.spades.25_15_46	K18928
metabat2.spades.25_15_47	K02550
metabat2.spades.25_15_47	K03303

metabat2.spades.25_15_48	K05799
metabat2.spades.25_15_49	K07161
metabat2.spades.25_15_52	K06381
metabat2.spades.25_15_53	K06194
metabat2.spades.25_15_53	K06401

metabat2.spades.25_15_54	K06283
metabat2.spades.25_15_55	K03569
metabat2.spades.25_15_57	K21755
metabat2.spades.25_15_58	K07112
metabat2.spades.25_15_60	K08352
metabat2.spades.25_15_60	K21307

metabat2.spades.25_15_61	K08352
metabat2.spades.25_15_61	K21307

metabat2.spades.25_15_63	K00127
metabat2.spades.25_15_64	K02986
metabat2.spades.25_15_65	K04069
metabat2.spades.25_15_66	K00656
metabat2.spades.25_15_68	K02372
metabat2.spades.25_15_69	K00789
metabat2.spades.25_15_71	K02242
metabat2.spades.25_15_72	K03563
metabat2.spades.25_15_73	K13626
metabat2.spades.25_15_74	K05808
metabat2.spades.25_15_76	K03070
metabat2.spades.25_16_2	K03088
metabat2.spades.25_16_3	K21900
metabat2.spades.25_16_6	K07979
metabat2.spades.25_16_9	K01885
metabat2.spades.25_16_10	K01802
metabat2.spades.25_16_10	K03768

metabat2.spades.25_16_11	K07457
metabat2.spades.25_16_12	K01990
metabat2.spades.25_16_14	K07282
metabat2.spades.25_16_15	K01476
metabat2.spades.25_16_17	K01246
metabat2.spades.25_16_19	K02034
metabat2.spades.25_16_20	K02033
metabat2.spades.25_16_21	K02035
metabat2.spades.25_16_22	K09471
metabat2.spades.25_16_26	K08221
metabat2.spades.25_16_26	K19578

metabat2.spades.25_16_29	K08097
metabat2.spades.25_16_30	K00240
metabat2.spades.25_16_31	K00239
metabat2.spades.25_16_32	K00242
metabat2.spades.25_16_33	K00241
metabat2.spades.25_16_34	K02479
metabat2.spades.25_16_34	K07684

metabat2.spades.25_16_35	K07673
metabat2.spades.25_16_36	K02003
metabat2.spades.25_16_37	K02004
metabat2.spades.25_16_39	K05847
metabat2.spades.25_16_40	K05845
metabat2.spades.25_16_40	K05846

metabat2.spades.25_16_41	K05846
metabat2.spades.25_16_42	K05845
metabat2.spades.25_16_43	K05847
metabat2.spades.25_16_44	K05845
metabat2.spades.25_16_44	K05846

metabat2.spades.25_16_45	K05846
metabat2.spades.25_16_46	K05845
metabat2.spades.25_16_47	K16052
metabat2.spades.25_16_48	K01802
metabat2.spades.25_16_48	K03768

metabat2.spades.25_16_49	K02030
metabat2.spades.25_16_50	K02029
metabat2.spades.25_16_51	K02028
metabat2.spades.25_16_51	K10041

metabat2.spades.25_16_52	K00384
metabat2.spades.25_16_55	K02259
metabat2.spades.25_16_56	K00663
metabat2.spades.25_16_57	K01533
metabat2.spades.25_16_57	K17686

metabat2.spades.25_16_59	K03088
metabat2.spades.25_16_60	K01537
metabat2.spades.25_16_62	K01990
metabat2.spades.25_16_64	K01992
metabat2.spades.25_16_65	K09807
metabat2.spades.25_16_67	K00763
metabat2.spades.25_16_70	K00123
metabat2.spades.25_16_71	K00123
metabat2.spades.25_16_72	K00124
metabat2.spades.25_16_74	K03738
metabat2.spades.25_16_75	K02379
metabat2.spades.25_16_77	K08223
metabat2.spades.25_17_2	K02660
metabat2.spades.25_17_2	K03406
metabat2.spades.25_17_2	K03776
metabat2.spades.25_17_2	K11525

metabat2.spades.25_17_3	K02379
metabat2.spades.25_17_4	K02913
metabat2.spades.25_17_5	K03073
metabat2.spades.25_17_6	K02601
metabat2.spades.25_17_7	K02867
metabat2.spades.25_17_8	K02863
metabat2.spades.25_17_10	K02864
metabat2.spades.25_17_11	K02935
metabat2.spades.25_17_12	K03043
metabat2.spades.25_17_13	K03046
metabat2.spades.25_17_14	K00564
metabat2.spades.25_17_15	K07590
metabat2.spades.25_17_16	K02950
metabat2.spades.25_17_17	K02992
metabat2.spades.25_17_18	K02355
metabat2.spades.25_17_19	K02358
metabat2.spades.25_17_20	K02946
metabat2.spades.25_17_21	K02906
metabat2.spades.25_17_22	K02926
metabat2.spades.25_17_23	K02892
metabat2.spades.25_17_24	K02886
metabat2.spades.25_17_25	K02965
metabat2.spades.25_17_26	K02890
metabat2.spades.25_17_27	K02982
metabat2.spades.25_17_28	K02878
metabat2.spades.25_17_29	K02904
metabat2.spades.25_17_30	K02961
metabat2.spades.25_17_31	K02874
metabat2.spades.25_17_32	K02895
metabat2.spades.25_17_33	K02931
metabat2.spades.25_17_34	K02954
metabat2.spades.25_17_35	K02994
metabat2.spades.25_17_36	K02933
metabat2.spades.25_17_37	K02881
metabat2.spades.25_17_38	K02988
metabat2.spades.25_17_39	K02907
metabat2.spades.25_17_40	K02876
metabat2.spades.25_17_41	K03076
metabat2.spades.25_17_42	K00939
metabat2.spades.25_17_44	K02518
metabat2.spades.25_17_45	K02919
metabat2.spades.25_17_46	K02952
metabat2.spades.25_17_47	K02948
metabat2.spades.25_17_48	K02986
metabat2.spades.25_17_49	K03040
metabat2.spades.25_17_50	K02879
metabat2.spades.25_17_51	K16786
metabat2.spades.25_17_51	K16787

metabat2.spades.25_17_52	K16786
metabat2.spades.25_17_52	K16787

metabat2.spades.25_17_53	K16783
metabat2.spades.25_17_53	K16785

metabat2.spades.25_17_54	K06173
metabat2.spades.25_17_55	K02871
metabat2.spades.25_17_56	K02996
metabat2.spades.25_17_57	K01448
metabat2.spades.25_17_58	K00857
metabat2.spades.25_17_60	K18700
metabat2.spades.25_17_61	K00052
metabat2.spades.25_17_65	K03088
metabat2.spades.25_17_66	K09125
metabat2.spades.25_17_69	K13963
