vamb.megahit.77_1_1	K06385
vamb.megahit.77_23_2	K01953
vamb.megahit.77_23_4	K00265
vamb.megahit.77_23_5	K00196
vamb.megahit.77_23_8	K01915
vamb.megahit.77_23_9	K22010
vamb.megahit.77_23_11	K03320
vamb.megahit.77_23_12	K04751
vamb.megahit.77_23_13	K22010
vamb.megahit.77_24_5	K03649
vamb.megahit.77_24_6	K07043
vamb.megahit.77_24_13	K03624
vamb.megahit.77_24_14	K07005
vamb.megahit.77_24_19	K00966
vamb.megahit.77_24_20	K01174
vamb.megahit.77_24_26	K03710
vamb.megahit.77_25_1	K07491
vamb.megahit.77_25_2	K04771
vamb.megahit.77_25_4	K01652
vamb.megahit.77_25_5	K01653
vamb.megahit.77_25_6	K00053
vamb.megahit.77_25_7	K01649
vamb.megahit.77_25_8	K01649
vamb.megahit.77_26_13	K02120
vamb.megahit.77_26_14	K02118
vamb.megahit.77_26_15	K02117
vamb.megahit.77_26_16	K02121
vamb.megahit.77_26_17	K02122
vamb.megahit.77_26_18	K02124
vamb.megahit.77_26_19	K02123
vamb.megahit.77_26_20	K02119
vamb.megahit.77_26_22	K00605
vamb.megahit.77_26_23	K02437
vamb.megahit.77_26_24	K00282
vamb.megahit.77_26_25	K00283
vamb.megahit.77_26_26	K01752
vamb.megahit.77_26_27	K01752
vamb.megahit.77_26_29	K00060
vamb.megahit.77_26_30	K00639
vamb.megahit.77_26_36	K02027
vamb.megahit.77_26_37	K02025
vamb.megahit.77_26_38	K02026
vamb.megahit.77_26_40	K01761
vamb.megahit.77_26_44	K03272
vamb.megahit.77_26_46	K03271
vamb.megahit.77_26_49	K02556
vamb.megahit.77_26_50	K02557
vamb.megahit.77_26_53	K06206
vamb.megahit.77_26_54	K02470
vamb.megahit.77_26_55	K02469
vamb.megahit.77_26_56	K05350
vamb.megahit.77_26_57	K00928
vamb.megahit.77_26_59	K03702
vamb.megahit.77_26_60	K01915
vamb.megahit.77_26_61	K03701
vamb.megahit.77_26_62	K03306
vamb.megahit.77_26_63	K07220
vamb.megahit.77_26_64	K03697
vamb.megahit.77_26_65	K07636
vamb.megahit.77_26_66	K02483
vamb.megahit.77_26_66	K07658
vamb.megahit.77_26_66	K07668

vamb.megahit.77_26_67	K02039
vamb.megahit.77_26_68	K02036
vamb.megahit.77_26_69	K02037
vamb.megahit.77_26_70	K02038
vamb.megahit.77_26_71	K02040
vamb.megahit.77_26_73	K07718
vamb.megahit.77_26_75	K10117
vamb.megahit.77_26_76	K10118
vamb.megahit.77_26_77	K10119
vamb.megahit.77_26_77	K10202

vamb.megahit.77_26_79	K03408
vamb.megahit.77_26_81	K07079
vamb.megahit.77_26_82	K00620
vamb.megahit.77_26_83	K22010
vamb.megahit.77_26_84	K02588
vamb.megahit.77_26_85	K02589
vamb.megahit.77_26_86	K02590
vamb.megahit.77_26_87	K02586
vamb.megahit.77_26_88	K02591
vamb.megahit.77_26_89	K02587
vamb.megahit.77_26_90	K02585
vamb.megahit.77_26_90	K02592

vamb.megahit.77_26_92	K02594
vamb.megahit.77_26_93	K02594
vamb.megahit.77_26_95	K01873
vamb.megahit.77_26_96	K01950
vamb.megahit.77_26_98	K00830
vamb.megahit.77_26_100	K01012
vamb.megahit.77_26_101	K11752
vamb.megahit.77_26_102	K00793
vamb.megahit.77_26_103	K14652
vamb.megahit.77_26_104	K00794
vamb.megahit.77_27_3	K06295
vamb.megahit.77_27_4	K06295
vamb.megahit.77_27_5	K06297
vamb.megahit.77_27_7	K06296
vamb.megahit.77_27_19	K02342
vamb.megahit.77_27_41	K06903
vamb.megahit.77_27_49	K06907
vamb.megahit.77_27_50	K06907
vamb.megahit.77_27_56	K07658
vamb.megahit.77_27_59	K03088
vamb.megahit.77_27_63	K06147
vamb.megahit.77_27_64	K06147
vamb.megahit.77_27_67	K01424
vamb.megahit.77_27_68	K01470
vamb.megahit.77_27_68	K22232

vamb.megahit.77_27_69	K01999
vamb.megahit.77_27_70	K01998
vamb.megahit.77_27_71	K01997
vamb.megahit.77_27_72	K01996
vamb.megahit.77_27_73	K01995
vamb.megahit.77_27_79	K08641
vamb.megahit.77_27_80	K11751
vamb.megahit.77_27_87	K09764
vamb.megahit.77_27_89	K00004
vamb.megahit.77_27_91	K07720
vamb.megahit.77_27_93	K02026
vamb.megahit.77_27_94	K02025
vamb.megahit.77_27_94	K15771

vamb.megahit.77_27_95	K01599
vamb.megahit.77_27_95	K14080

vamb.megahit.77_27_96	K02027
vamb.megahit.77_27_97	K11358
vamb.megahit.77_27_98	K00949
vamb.megahit.77_27_99	K01783
vamb.megahit.77_27_100	K06949
vamb.megahit.77_27_101	K12132
vamb.megahit.77_27_102	K20074
vamb.megahit.77_27_103	K06941
vamb.megahit.77_27_104	K03500
vamb.megahit.77_27_105	K06973
vamb.megahit.77_27_106	K09729
vamb.megahit.77_27_107	K00604
vamb.megahit.77_27_108	K01462
vamb.megahit.77_27_109	K04066
vamb.megahit.77_27_111	K03594
vamb.megahit.77_27_113	K00686
vamb.megahit.77_27_115	K01491
vamb.megahit.77_27_117	K01938
vamb.megahit.77_27_118	K21993
vamb.megahit.77_27_120	K16950
vamb.megahit.77_27_122	K14127
vamb.megahit.77_27_124	K03390
vamb.megahit.77_27_125	K00297
vamb.megahit.77_27_127	K16886
vamb.megahit.77_27_128	K03388
vamb.megahit.77_27_129	K00548
vamb.megahit.77_27_129	K15023

vamb.megahit.77_27_130	K00194
vamb.megahit.77_27_130	K00198

vamb.megahit.77_27_131	K07321
vamb.megahit.77_27_133	K00197
vamb.megahit.77_27_134	K00193
vamb.megahit.77_27_134	K14138

vamb.megahit.77_27_135	K00198
vamb.megahit.77_27_136	K07321
vamb.megahit.77_27_138	K00548
vamb.megahit.77_27_140	K06726
vamb.megahit.77_27_141	K01599
vamb.megahit.77_27_143	K10439
vamb.megahit.77_27_146	K01866
vamb.megahit.77_27_147	K01599
vamb.megahit.77_27_149	K00548
vamb.megahit.77_27_150	K12574
vamb.megahit.77_27_151	K16150
vamb.megahit.77_27_152	K09942
vamb.megahit.77_27_153	K16149
vamb.megahit.77_27_156	K01006
vamb.megahit.77_27_157	K01880
vamb.megahit.77_27_158	K01598
vamb.megahit.77_27_158	K13038

vamb.megahit.77_27_159	K03060
vamb.megahit.77_27_160	K00942
vamb.megahit.77_27_161	K09777
vamb.megahit.77_27_163	K09761
vamb.megahit.77_27_164	K02687
vamb.megahit.77_27_165	K03686
vamb.megahit.77_27_165	K05516

vamb.megahit.77_27_166	K04043
vamb.megahit.77_27_167	K03687
vamb.megahit.77_27_168	K03705
vamb.megahit.77_27_169	K10440
vamb.megahit.77_27_171	K10439
vamb.megahit.77_28_1	K02529
vamb.megahit.77_28_3	K04486
vamb.megahit.77_28_4	K03596
vamb.megahit.77_29_1	K00783
vamb.megahit.77_29_3	K00790
vamb.megahit.77_29_7	K07652
vamb.megahit.77_29_8	K07658
vamb.megahit.77_29_8	K07668

vamb.megahit.77_29_10	K03980
vamb.megahit.77_29_11	K13020
vamb.megahit.77_29_12	K04477
vamb.megahit.77_29_12	K07053

vamb.megahit.77_30_1	K01156
vamb.megahit.77_30_1	K07316

vamb.megahit.77_30_2	K01156
vamb.megahit.77_30_4	K01187
vamb.megahit.77_30_8	K00086
vamb.megahit.77_30_8	K13954

vamb.megahit.77_31_7	K01874
vamb.megahit.77_31_10	K03406
vamb.megahit.77_31_18	K00033
vamb.megahit.77_32_1	K02355
vamb.megahit.77_32_2	K03856
vamb.megahit.77_32_3	K04517
vamb.megahit.77_32_4	K01926
vamb.megahit.77_32_5	K01448
vamb.megahit.77_33_1	K03802
vamb.megahit.77_33_3	K00001
vamb.megahit.77_33_5	K03524
vamb.megahit.77_33_7	K03525
vamb.megahit.77_33_8	K01582
vamb.megahit.77_33_8	K01583
vamb.megahit.77_33_8	K01585

vamb.megahit.77_33_9	K00943
vamb.megahit.77_33_11	K09770
vamb.megahit.77_33_12	K02341
vamb.megahit.77_33_15	K15460
vamb.megahit.77_33_16	K07056
vamb.megahit.77_33_17	K06284
vamb.megahit.77_33_18	K06373
vamb.megahit.77_33_19	K06374
vamb.megahit.77_33_20	K00805
vamb.megahit.77_33_20	K02523

vamb.megahit.77_33_21	K16188
vamb.megahit.77_33_22	K01874
vamb.megahit.77_33_24	K03424
vamb.megahit.77_33_28	K02528
vamb.megahit.77_33_29	K01596
vamb.megahit.77_33_32	K09888
vamb.megahit.77_33_34	K08303
vamb.megahit.77_33_35	K01520
vamb.megahit.77_33_38	K00639
vamb.megahit.77_33_38	K00652
vamb.megahit.77_33_38	K01906

vamb.megahit.77_33_39	K03665
vamb.megahit.77_33_42	K06929
vamb.megahit.77_33_45	K02793
vamb.megahit.77_33_46	K02794
vamb.megahit.77_33_47	K02795
vamb.megahit.77_33_48	K02796
vamb.megahit.77_33_49	K02784
vamb.megahit.77_33_49	K11189

vamb.megahit.77_33_50	K01599
vamb.megahit.77_33_51	K01007
vamb.megahit.77_33_51	K08483

vamb.megahit.77_33_53	K03588
vamb.megahit.77_33_54	K05364
vamb.megahit.77_33_59	K09779
vamb.megahit.77_33_63	K06310
vamb.megahit.77_33_64	K06297
vamb.megahit.77_33_65	K06311
vamb.megahit.77_33_73	K01104
vamb.megahit.77_33_74	K01104
vamb.megahit.77_33_79	K03980
vamb.megahit.77_33_83	K05808
vamb.megahit.77_33_84	K03657
vamb.megahit.77_33_86	K08221
vamb.megahit.77_33_89	K18979
vamb.megahit.77_33_90	K02007
vamb.megahit.77_33_91	K02009
vamb.megahit.77_33_92	K02008
vamb.megahit.77_33_93	K02006
vamb.megahit.77_33_96	K10441
vamb.megahit.77_33_98	K10546
vamb.megahit.77_33_99	K10545
vamb.megahit.77_33_99	K10548

vamb.megahit.77_33_100	K10547
vamb.megahit.77_33_101	K10440
vamb.megahit.77_33_102	K10439
vamb.megahit.77_33_103	K07718
vamb.megahit.77_33_107	K10441
vamb.megahit.77_33_107	K10562
vamb.megahit.77_33_107	K17215

vamb.megahit.77_33_108	K10440
vamb.megahit.77_33_111	K07720
vamb.megahit.77_33_112	K07718
vamb.megahit.77_33_113	K10439
vamb.megahit.77_33_114	K10441
vamb.megahit.77_33_115	K10440
vamb.megahit.77_33_116	K10439
vamb.megahit.77_33_120	K02529
vamb.megahit.77_33_122	K02529
vamb.megahit.77_33_123	K00010
vamb.megahit.77_33_124	K10439
vamb.megahit.77_33_124	K17213

vamb.megahit.77_33_125	K17215
vamb.megahit.77_33_126	K17214
vamb.megahit.77_33_127	K06606
vamb.megahit.77_33_128	K00150
vamb.megahit.77_33_129	K00927
vamb.megahit.77_33_130	K00615
vamb.megahit.77_33_131	K00615
vamb.megahit.77_33_132	K03337
vamb.megahit.77_33_133	K03336
vamb.megahit.77_33_134	K03335
vamb.megahit.77_33_135	K00010
vamb.megahit.77_33_137	K00027
vamb.megahit.77_34_4	K08094
vamb.megahit.77_34_5	K08093
vamb.megahit.77_34_7	K01809
vamb.megahit.77_34_8	K08177
vamb.megahit.77_35_1	K00382
vamb.megahit.77_35_2	K02967
vamb.megahit.77_35_3	K02357
vamb.megahit.77_35_4	K09903
vamb.megahit.77_35_5	K02838
vamb.megahit.77_35_7	K00806
vamb.megahit.77_35_8	K00981
vamb.megahit.77_35_9	K00099
vamb.megahit.77_35_10	K11749
vamb.megahit.77_35_11	K03526
vamb.megahit.77_35_13	K02342
vamb.megahit.77_35_13	K03763

vamb.megahit.77_35_14	K00854
vamb.megahit.77_35_15	K09748
vamb.megahit.77_35_16	K02600
vamb.megahit.77_35_17	K07742
vamb.megahit.77_35_19	K02519
vamb.megahit.77_35_20	K02834
vamb.megahit.77_35_21	K06881
vamb.megahit.77_35_22	K03177
vamb.megahit.77_35_23	K11753
vamb.megahit.77_35_26	K13292
vamb.megahit.77_35_27	K05837
vamb.megahit.77_35_28	K03925
vamb.megahit.77_35_29	K03438
vamb.megahit.77_35_31	K03587
vamb.megahit.77_35_31	K08384

vamb.megahit.77_35_32	K01928
vamb.megahit.77_35_33	K01929
vamb.megahit.77_35_34	K01000
vamb.megahit.77_35_35	K03588
vamb.megahit.77_35_36	K02563
vamb.megahit.77_35_37	K00790
vamb.megahit.77_35_38	K03088
vamb.megahit.77_35_41	K02335
vamb.megahit.77_35_42	K00859
vamb.megahit.77_35_43	K08309
vamb.megahit.77_35_45	K00752
vamb.megahit.77_35_48	K02472
vamb.megahit.77_35_48	K02474
vamb.megahit.77_35_48	K13015

vamb.megahit.77_35_50	K03856
vamb.megahit.77_35_51	K03408
vamb.megahit.77_35_52	K06942
vamb.megahit.77_35_56	K04771
vamb.megahit.77_35_57	K00703
vamb.megahit.77_35_58	K10773
vamb.megahit.77_35_60	K02902
vamb.megahit.77_35_61	K03655
vamb.megahit.77_35_62	K08316
vamb.megahit.77_35_63	K00954
vamb.megahit.77_36_4	K07009
vamb.megahit.77_36_5	K01928
vamb.megahit.77_36_6	K00790
vamb.megahit.77_36_7	K03589
vamb.megahit.77_36_9	K03590
vamb.megahit.77_36_10	K03531
vamb.megahit.77_37_9	K06909
vamb.megahit.77_37_25	K04771
vamb.megahit.77_37_29	K02395
vamb.megahit.77_37_33	K07727
vamb.megahit.77_37_35	K04072
vamb.megahit.77_37_37	K06990
vamb.megahit.77_37_37	K09141

vamb.megahit.77_37_38	K04069
vamb.megahit.77_37_39	K18672
vamb.megahit.77_37_41	K03431
vamb.megahit.77_37_43	K00820
vamb.megahit.77_38_1	K01925
vamb.megahit.77_38_2	K00575
vamb.megahit.77_38_3	K01611
vamb.megahit.77_39_1	K03699
vamb.megahit.77_39_2	K03699
vamb.megahit.77_39_12	K03088
vamb.megahit.77_39_13	K01809
vamb.megahit.77_39_15	K00700
vamb.megahit.77_39_16	K03091
vamb.megahit.77_39_20	K03088
vamb.megahit.77_39_21	K01992
vamb.megahit.77_39_22	K01990
vamb.megahit.77_39_22	K19340

vamb.megahit.77_39_24	K04019
vamb.megahit.77_39_26	K06726
vamb.megahit.77_39_27	K00854
vamb.megahit.77_39_28	K06726
vamb.megahit.77_39_29	K00852
vamb.megahit.77_39_31	K10440
vamb.megahit.77_39_32	K10441
vamb.megahit.77_39_33	K10439
vamb.megahit.77_39_34	K01619
vamb.megahit.77_39_35	K02529
vamb.megahit.77_39_36	K00058
vamb.megahit.77_39_37	K06859
vamb.megahit.77_39_39	K07048
vamb.megahit.77_39_40	K03436
vamb.megahit.77_39_41	K16043
vamb.megahit.77_39_42	K04077
vamb.megahit.77_39_43	K04078
vamb.megahit.77_39_44	K01182
vamb.megahit.77_39_45	K02026
vamb.megahit.77_39_46	K02025
vamb.megahit.77_39_46	K10237

vamb.megahit.77_39_47	K02027
vamb.megahit.77_39_47	K10236

vamb.megahit.77_39_48	K07720
vamb.megahit.77_39_49	K02027
vamb.megahit.77_39_49	K10236

vamb.megahit.77_39_50	K07718
vamb.megahit.77_39_51	K05337
vamb.megahit.77_39_55	K06872
vamb.megahit.77_39_56	K03744
vamb.megahit.77_39_57	K00615
vamb.megahit.77_39_58	K00615
vamb.megahit.77_39_61	K05946
vamb.megahit.77_39_63	K07171
vamb.megahit.77_39_64	K07723
vamb.megahit.77_39_65	K01775
vamb.megahit.77_39_66	K17758
vamb.megahit.77_39_66	K17759

vamb.megahit.77_39_68	K18814
vamb.megahit.77_39_72	K03980
vamb.megahit.77_40_3	K06603
vamb.megahit.77_40_4	K02407
vamb.megahit.77_40_5	K02422
vamb.megahit.77_40_7	K09766
vamb.megahit.77_40_8	K08884
vamb.megahit.77_40_8	K12132

vamb.megahit.77_40_9	K02283
vamb.megahit.77_40_10	K12510
vamb.megahit.77_40_11	K12510
vamb.megahit.77_40_11	K12511

vamb.megahit.77_40_15	K02279
vamb.megahit.77_40_19	K01703
vamb.megahit.77_40_19	K20452

vamb.megahit.77_40_20	K01704
vamb.megahit.77_40_21	K00052
vamb.megahit.77_40_22	K01356
vamb.megahit.77_40_23	K01305
vamb.megahit.77_40_25	K13282
vamb.megahit.77_40_26	K03802
vamb.megahit.77_41_1	K03517
vamb.megahit.77_41_2	K00278
vamb.megahit.77_41_3	K00767
vamb.megahit.77_41_7	K01449
vamb.megahit.77_41_8	K06423
vamb.megahit.77_41_11	K15973
vamb.megahit.77_41_13	K01993
vamb.megahit.77_41_14	K01992
vamb.megahit.77_41_15	K01992
vamb.megahit.77_41_18	K03296
vamb.megahit.77_41_21	K01962
vamb.megahit.77_41_21	K01963

vamb.megahit.77_41_22	K02601
vamb.megahit.77_41_26	K13010
vamb.megahit.77_41_27	K13012
vamb.megahit.77_41_29	K19422
vamb.megahit.77_42_3	K07403
vamb.megahit.77_42_6	K01892
vamb.megahit.77_42_7	K01876
vamb.megahit.77_42_8	K03100
vamb.megahit.77_42_13	K08217
vamb.megahit.77_42_14	K03088
vamb.megahit.77_42_16	K03406
vamb.megahit.77_42_17	K02529
vamb.megahit.77_42_18	K10439
vamb.megahit.77_42_19	K10441
vamb.megahit.77_42_20	K10440
vamb.megahit.77_42_21	K00854
vamb.megahit.77_42_23	K01624
vamb.megahit.77_42_24	K01624
vamb.megahit.77_42_24	K08302

vamb.megahit.77_42_26	K07023
vamb.megahit.77_42_28	K01092
vamb.megahit.77_42_31	K06425
vamb.megahit.77_42_33	K07216
vamb.megahit.77_42_34	K01611
vamb.megahit.77_42_35	K20074
vamb.megahit.77_42_36	K03695
vamb.megahit.77_42_36	K03696

vamb.megahit.77_42_40	K07090
vamb.megahit.77_42_41	K07090
vamb.megahit.77_43_7	K10440
vamb.megahit.77_43_8	K10441
vamb.megahit.77_43_9	K10440
vamb.megahit.77_44_26	K07474
vamb.megahit.77_45_2	K04069
vamb.megahit.77_45_3	K00656
vamb.megahit.77_45_4	K07240
vamb.megahit.77_45_5	K07240
vamb.megahit.77_45_7	K06966
vamb.megahit.77_45_10	K00931
vamb.megahit.77_45_11	K00147
vamb.megahit.77_45_12	K05366
vamb.megahit.77_45_18	K03215
vamb.megahit.77_45_20	K03427
vamb.megahit.77_45_21	K01154
vamb.megahit.77_45_22	K01153
vamb.megahit.77_45_23	K07504
vamb.megahit.77_45_36	K03733
vamb.megahit.77_45_50	K06400
vamb.megahit.77_46_1	K07491
vamb.megahit.77_46_2	K00548
vamb.megahit.77_46_3	K06969
vamb.megahit.77_47_1	K16511
vamb.megahit.77_48_2	K06888
vamb.megahit.77_48_3	K03498
vamb.megahit.77_48_6	K02824
vamb.megahit.77_48_8	K09749
vamb.megahit.77_48_9	K07258
vamb.megahit.77_48_10	K04034
vamb.megahit.77_48_19	K00970
vamb.megahit.77_48_19	K00974

vamb.megahit.77_48_26	K10441
vamb.megahit.77_48_27	K02058
vamb.megahit.77_48_27	K10439

vamb.megahit.77_48_30	K01599
vamb.megahit.77_49_2	K01179
vamb.megahit.77_49_3	K01179
vamb.megahit.77_49_4	K07576
vamb.megahit.77_49_5	K03307
vamb.megahit.77_49_5	K11928

vamb.megahit.77_49_6	K07219
vamb.megahit.77_49_7	K02020
vamb.megahit.77_49_8	K02018
vamb.megahit.77_49_9	K02017
vamb.megahit.77_49_10	K01912
vamb.megahit.77_49_11	K00179
vamb.megahit.77_49_12	K00180
vamb.megahit.77_49_13	K01912
vamb.megahit.77_49_17	K03924
vamb.megahit.77_49_18	K00016
vamb.megahit.77_49_19	K03742
vamb.megahit.77_49_19	K03743

vamb.megahit.77_49_20	K03980
vamb.megahit.77_49_21	K03553
vamb.megahit.77_49_22	K03565
vamb.megahit.77_49_23	K03522
vamb.megahit.77_49_24	K03521
vamb.megahit.77_49_26	K14441
vamb.megahit.77_49_27	K00995
vamb.megahit.77_49_29	K03621
vamb.megahit.77_49_30	K00648
vamb.megahit.77_50_2	K05540
vamb.megahit.77_50_4	K21471
vamb.megahit.77_50_5	K06409
vamb.megahit.77_50_6	K13993
vamb.megahit.77_50_7	K07491
vamb.megahit.77_51_1	K00645
vamb.megahit.77_51_2	K00059
vamb.megahit.77_51_3	K02078
vamb.megahit.77_51_4	K09458
vamb.megahit.77_51_5	K03685
vamb.megahit.77_51_7	K03529
vamb.megahit.77_51_8	K03110
vamb.megahit.77_51_9	K06147
vamb.megahit.77_51_10	K06147
vamb.megahit.77_52_1	K07718
vamb.megahit.77_52_3	K17315
vamb.megahit.77_52_4	K10118
vamb.megahit.77_52_5	K10119
vamb.megahit.77_52_6	K05350
vamb.megahit.77_52_7	K20885
vamb.megahit.77_52_8	K00033
vamb.megahit.77_52_9	K00874
vamb.megahit.77_53_1	K02945
vamb.megahit.77_53_1	K03527

vamb.megahit.77_53_2	K00655
vamb.megahit.77_53_3	K00945
vamb.megahit.77_53_4	K06208
vamb.megahit.77_53_7	K07007
vamb.megahit.77_53_10	K00874
vamb.megahit.77_53_11	K01625
vamb.megahit.77_53_12	K13641
vamb.megahit.77_53_14	K01571
vamb.megahit.77_53_17	K01966
vamb.megahit.77_53_19	K01480
vamb.megahit.77_53_20	K00797
vamb.megahit.77_53_22	K06178
vamb.megahit.77_53_22	K06183

vamb.megahit.77_53_25	K06024
vamb.megahit.77_53_26	K05896
vamb.megahit.77_53_27	K01867
vamb.megahit.77_53_29	K01586
vamb.megahit.77_53_31	K07258
vamb.megahit.77_53_32	K00756
vamb.megahit.77_53_32	K00758

vamb.megahit.77_53_33	K01839
vamb.megahit.77_53_34	K04763
vamb.megahit.77_53_35	K06384
vamb.megahit.77_53_36	K01515
vamb.megahit.77_53_38	K03469
vamb.megahit.77_53_40	K00286
vamb.megahit.77_53_46	K06297
vamb.megahit.77_53_46	K06312

vamb.megahit.77_53_48	K06295
vamb.megahit.77_53_53	K03077
vamb.megahit.77_53_54	K01628
vamb.megahit.77_53_55	K00002
vamb.megahit.77_53_55	K06221

vamb.megahit.77_53_56	K06411
vamb.megahit.77_53_57	K06410
vamb.megahit.77_53_59	K00962
vamb.megahit.77_53_60	K02956
vamb.megahit.77_53_63	K06333
vamb.megahit.77_53_64	K06334
vamb.megahit.77_53_65	K06400
vamb.megahit.77_53_71	K08968
vamb.megahit.77_53_75	K01990
vamb.megahit.77_53_76	K07979
vamb.megahit.77_53_78	K02171
vamb.megahit.77_54_7	K09815
vamb.megahit.77_54_16	K02014
vamb.megahit.77_54_16	K02456
vamb.megahit.77_54_16	K02457
vamb.megahit.77_54_16	K02458
vamb.megahit.77_54_16	K10926
vamb.megahit.77_54_16	K10930
vamb.megahit.77_54_16	K10931

vamb.megahit.77_54_18	K00789
vamb.megahit.77_54_26	K01709
vamb.megahit.77_54_26	K01710

vamb.megahit.77_54_27	K00978
vamb.megahit.77_54_38	K03856
vamb.megahit.77_54_40	K07045
vamb.megahit.77_54_43	K00997
vamb.megahit.77_54_44	K02078
vamb.megahit.77_54_45	K09458
vamb.megahit.77_54_46	K09458
vamb.megahit.77_54_47	K14670
vamb.megahit.77_54_48	K02479
vamb.megahit.77_54_48	K07692

vamb.megahit.77_54_54	K03088
vamb.megahit.77_54_56	K07729
vamb.megahit.77_55_2	K01470
vamb.megahit.77_55_5	K03660
vamb.megahit.77_55_10	K00640
vamb.megahit.77_55_12	K01883
vamb.megahit.77_55_13	K03320
vamb.megahit.77_55_14	K04751
vamb.megahit.77_55_14	K04752

vamb.megahit.77_55_18	K06199
vamb.megahit.77_55_19	K01012
vamb.megahit.77_55_21	K02529
vamb.megahit.77_56_21	K01358
vamb.megahit.77_57_1	K02946
vamb.megahit.77_57_2	K02906
vamb.megahit.77_57_3	K02926
vamb.megahit.77_57_4	K02892
vamb.megahit.77_57_5	K02886
vamb.megahit.77_57_6	K02965
vamb.megahit.77_57_7	K02890
vamb.megahit.77_57_8	K02982
vamb.megahit.77_57_9	K02878
vamb.megahit.77_57_10	K02904
vamb.megahit.77_57_11	K02961
vamb.megahit.77_57_12	K02874
vamb.megahit.77_57_13	K02895
vamb.megahit.77_57_14	K02931
vamb.megahit.77_57_15	K02954
vamb.megahit.77_57_16	K02994
vamb.megahit.77_57_17	K02933
vamb.megahit.77_57_18	K02881
vamb.megahit.77_57_19	K02988
vamb.megahit.77_57_20	K02907
vamb.megahit.77_57_21	K02876
vamb.megahit.77_57_22	K03076
vamb.megahit.77_57_23	K00939
vamb.megahit.77_57_24	K01265
vamb.megahit.77_57_26	K02518
vamb.megahit.77_57_27	K02919
vamb.megahit.77_57_28	K02952
vamb.megahit.77_57_29	K02948
vamb.megahit.77_57_30	K02986
vamb.megahit.77_57_31	K03040
vamb.megahit.77_57_32	K02879
vamb.megahit.77_57_33	K16786
vamb.megahit.77_57_33	K16787

vamb.megahit.77_57_35	K16786
vamb.megahit.77_57_35	K16787

vamb.megahit.77_57_36	K16785
vamb.megahit.77_57_37	K06173
vamb.megahit.77_57_38	K02871
vamb.megahit.77_57_39	K02996
vamb.megahit.77_57_41	K06925
vamb.megahit.77_57_42	K14742
vamb.megahit.77_57_43	K03789
vamb.megahit.77_57_47	K11184
vamb.megahit.77_57_47	K11189

vamb.megahit.77_57_48	K03703
vamb.megahit.77_57_49	K07099
vamb.megahit.77_57_50	K03545
vamb.megahit.77_57_51	K01358
vamb.megahit.77_57_52	K03544
vamb.megahit.77_58_2	K16052
vamb.megahit.77_58_2	K22044

vamb.megahit.77_58_3	K07010
vamb.megahit.77_58_6	K07315
vamb.megahit.77_58_8	K01624
vamb.megahit.77_58_10	K00854
vamb.megahit.77_58_11	K00008
vamb.megahit.77_58_12	K00004
vamb.megahit.77_58_14	K10228
vamb.megahit.77_58_14	K10229

vamb.megahit.77_58_15	K10228
vamb.megahit.77_58_15	K15771

vamb.megahit.77_58_16	K10227
vamb.megahit.77_58_18	K07720
vamb.megahit.77_58_19	K02027
vamb.megahit.77_58_20	K03616
vamb.megahit.77_58_21	K03617
vamb.megahit.77_58_22	K03613
vamb.megahit.77_58_23	K03612
vamb.megahit.77_58_24	K03614
vamb.megahit.77_58_25	K03615
vamb.megahit.77_58_26	K04655
vamb.megahit.77_58_27	K04654
vamb.megahit.77_58_28	K04653
vamb.megahit.77_58_29	K04656
vamb.megahit.77_58_30	K04652
vamb.megahit.77_58_31	K04651
vamb.megahit.77_58_32	K14091
vamb.megahit.77_58_33	K00333
vamb.megahit.77_58_33	K14090

vamb.megahit.77_58_34	K14089
vamb.megahit.77_58_35	K00331
vamb.megahit.77_58_35	K14088

vamb.megahit.77_58_36	K00337
vamb.megahit.77_58_36	K14087

vamb.megahit.77_58_37	K05565
vamb.megahit.77_58_37	K14086

vamb.megahit.77_58_38	K02493
vamb.megahit.77_58_40	K02909
vamb.megahit.77_58_41	K03628
vamb.megahit.77_59_1	K13993
vamb.megahit.77_59_2	K02346
vamb.megahit.77_60_3	K02316
vamb.megahit.77_60_4	K03086
vamb.megahit.77_60_7	K06967
vamb.megahit.77_60_9	K01358
vamb.megahit.77_60_11	K03406
vamb.megahit.77_60_12	K03466
vamb.megahit.77_60_14	K18682
vamb.megahit.77_60_15	K09769
vamb.megahit.77_60_16	K06416
vamb.megahit.77_60_17	K05810
vamb.megahit.77_60_18	K02035
vamb.megahit.77_60_19	K03101
vamb.megahit.77_60_20	K06180
vamb.megahit.77_61_1	K06400
vamb.megahit.77_61_2	K09951
vamb.megahit.77_61_3	K15342
vamb.megahit.77_61_4	K07464
vamb.megahit.77_61_5	K07012
vamb.megahit.77_61_6	K19116
vamb.megahit.77_61_7	K19115
vamb.megahit.77_61_7	K19118

vamb.megahit.77_61_8	K19114
vamb.megahit.77_61_9	K19091
vamb.megahit.77_61_13	K01992
vamb.megahit.77_61_14	K01992
vamb.megahit.77_61_16	K01990
vamb.megahit.77_61_17	K10559
vamb.megahit.77_61_20	K02057
vamb.megahit.77_61_21	K02057
vamb.megahit.77_61_22	K10441
vamb.megahit.77_62_1	K01572
vamb.megahit.77_62_3	K22132
