maxbin2.spades.001_1_1	K10978
maxbin2.spades.001_1_1150	K04483
maxbin2.spades.001_1_1151	K07466
maxbin2.spades.001_1_1152	K01703
maxbin2.spades.001_1_1153	K01704
maxbin2.spades.001_1_1154	K00052
maxbin2.spades.001_1_1155	K11717
maxbin2.spades.001_1_1156	K00794
maxbin2.spades.001_1_1159	K01588
maxbin2.spades.001_1_1161	K04069
maxbin2.spades.001_1_1162	K00946
maxbin2.spades.001_1_1163	K22011
maxbin2.spades.001_1_1164	K07068
maxbin2.spades.001_1_1167	K07244
maxbin2.spades.001_1_1169	K05934
maxbin2.spades.001_1_1171	K02323
maxbin2.spades.001_1_1172	K01628
maxbin2.spades.001_1_1173	K09721
maxbin2.spades.001_1_1174	K02189
maxbin2.spades.001_1_1175	K02227
maxbin2.spades.001_1_1177	K10725
maxbin2.spades.001_1_1178	K00609
maxbin2.spades.001_1_1179	K07442
maxbin2.spades.001_1_1180	K10896
maxbin2.spades.001_1_1182	K07092
maxbin2.spades.001_1_1185	K09123
maxbin2.spades.001_1_1186	K07463
maxbin2.spades.001_1_1187	K02956
maxbin2.spades.001_1_1188	K02428
maxbin2.spades.001_1_1189	K15904
maxbin2.spades.001_1_1191	K06384
maxbin2.spades.001_1_1192	K06153
maxbin2.spades.001_1_1193	K00826
maxbin2.spades.001_1_1196	K03787
maxbin2.spades.001_1_1201	K04796
maxbin2.spades.001_1_1203	K00053
maxbin2.spades.001_1_1204	K01653
maxbin2.spades.001_1_1205	K01652
maxbin2.spades.001_1_1206	K01945
maxbin2.spades.001_1_1207	K00611
maxbin2.spades.001_1_1208	K01887
maxbin2.spades.001_1_1209	K13280
maxbin2.spades.001_1_1210	K01687
maxbin2.spades.001_1_1213	K05601
maxbin2.spades.001_1_1215	K01868
maxbin2.spades.001_1_1216	K03496
maxbin2.spades.001_1_1219	K01449
maxbin2.spades.001_1_1220	K02224
maxbin2.spades.001_1_1224	K00319
maxbin2.spades.001_1_1227	K01693
maxbin2.spades.001_1_1229	K02019
maxbin2.spades.001_1_1232	K13812
maxbin2.spades.001_1_1234	K06001
maxbin2.spades.001_1_1238	K01649
maxbin2.spades.001_1_1239	K02587
maxbin2.spades.001_1_1240	K03622
maxbin2.spades.001_1_1243	K01992
maxbin2.spades.001_1_1244	K01990
maxbin2.spades.001_1_1248	K09004
maxbin2.spades.001_1_1250	K17686
maxbin2.spades.001_1_1253	K19244
maxbin2.spades.001_1_1254	K02433
maxbin2.spades.001_1_1256	K07331
maxbin2.spades.001_1_1257	K02858
maxbin2.spades.001_1_1258	K07732
maxbin2.spades.001_1_1259	K07587
maxbin2.spades.001_1_1260	K18209
maxbin2.spades.001_1_1262	K01091
maxbin2.spades.001_1_1263	K12960
maxbin2.spades.001_1_1264	K00765
maxbin2.spades.001_1_1266	K01869
maxbin2.spades.001_1_1267	K03926
maxbin2.spades.001_1_1268	K01916
maxbin2.spades.001_1_1269	K01551
maxbin2.spades.001_1_1272	K03399
maxbin2.spades.001_1_1273	K06942
maxbin2.spades.001_1_1274	K01537
maxbin2.spades.001_1_1274	K01539

maxbin2.spades.001_1_1278	K10716
maxbin2.spades.001_1_1279	K06206
maxbin2.spades.001_1_1280	K21611
maxbin2.spades.001_1_1282	K02501
maxbin2.spades.001_1_1283	K07388
maxbin2.spades.001_1_1286	K06176
maxbin2.spades.001_1_1287	K09128
maxbin2.spades.001_1_1292	K17686
maxbin2.spades.001_1_1293	K02322
maxbin2.spades.001_1_1295	K01756
maxbin2.spades.001_1_1297	K21636
maxbin2.spades.001_1_1300	K04566
maxbin2.spades.001_1_1301	K03147
maxbin2.spades.001_1_1302	K22026
maxbin2.spades.001_1_1304	K08094
maxbin2.spades.001_1_1305	K02379
maxbin2.spades.001_1_1306	K00334
maxbin2.spades.001_1_1307	K00335
maxbin2.spades.001_1_1307	K18331

maxbin2.spades.001_1_1308	K03639
maxbin2.spades.001_1_1309	K03753
maxbin2.spades.001_1_1310	K00123
maxbin2.spades.001_1_1311	K00204
maxbin2.spades.001_1_1312	K00205
maxbin2.spades.001_1_1313	K11260
maxbin2.spades.001_1_1313	K14107

maxbin2.spades.001_1_1314	K00203
maxbin2.spades.001_1_1315	K00200
maxbin2.spades.001_1_1316	K00202
maxbin2.spades.001_1_1317	K00201
maxbin2.spades.001_1_1318	K02588
maxbin2.spades.001_1_1319	K02589
maxbin2.spades.001_1_1320	K02590
maxbin2.spades.001_1_1321	K02586
maxbin2.spades.001_1_1322	K02591
maxbin2.spades.001_1_1323	K02587
maxbin2.spades.001_1_1324	K02591
maxbin2.spades.001_1_1324	K02592

maxbin2.spades.001_1_1327	K09720
maxbin2.spades.001_1_1328	K01915
maxbin2.spades.001_1_1333	K03147
maxbin2.spades.001_1_1337	K10747
maxbin2.spades.001_1_1339	K01673
maxbin2.spades.001_1_1341	K15778
maxbin2.spades.001_1_1343	K04069
maxbin2.spades.001_1_1344	K00817
maxbin2.spades.001_1_1346	K04042
maxbin2.spades.001_1_1347	K03431
maxbin2.spades.001_1_1348	K15635
maxbin2.spades.001_1_1350	K02984
maxbin2.spades.001_1_1353	K00772
maxbin2.spades.001_1_1354	K14415
maxbin2.spades.001_1_1357	K10725
maxbin2.spades.001_1_1358	K07142
maxbin2.spades.001_1_1360	K01652
maxbin2.spades.001_1_1361	K01895
maxbin2.spades.001_1_1365	K01494
maxbin2.spades.001_1_1365	K01520

maxbin2.spades.001_1_1366	K01821
maxbin2.spades.001_1_1368	K03110
maxbin2.spades.001_1_1369	K04797
maxbin2.spades.001_1_1370	K02944
maxbin2.spades.001_1_1371	K03264
maxbin2.spades.001_1_1372	K02910
maxbin2.spades.001_1_1373	K02924
maxbin2.spades.001_1_1374	K07585
maxbin2.spades.001_1_1375	K06875
maxbin2.spades.001_1_1376	K02966
maxbin2.spades.001_1_1377	K07574
maxbin2.spades.001_1_1378	K03540
maxbin2.spades.001_1_1379	K18532
maxbin2.spades.001_1_1380	K03146
maxbin2.spades.001_1_1381	K06944
maxbin2.spades.001_1_1383	K07151
maxbin2.spades.001_1_1383	K21306

maxbin2.spades.001_1_1384	K03168
maxbin2.spades.001_1_1386	K01079
maxbin2.spades.001_1_1387	K03120
maxbin2.spades.001_1_1389	K05873
maxbin2.spades.001_1_1390	K10977
maxbin2.spades.001_1_1391	K16792
maxbin2.spades.001_1_1393	K04799
maxbin2.spades.001_1_1396	K01251
maxbin2.spades.001_1_1399	K13525
maxbin2.spades.001_1_1400	K04517
maxbin2.spades.001_1_1402	K06965
maxbin2.spades.001_1_1403	K04069
maxbin2.spades.001_1_1405	K03688
maxbin2.spades.001_1_1406	K02563
maxbin2.spades.001_1_1407	K00382
maxbin2.spades.001_1_1408	K04653
maxbin2.spades.001_1_1413	K07103
maxbin2.spades.001_1_1414	K01657
maxbin2.spades.001_1_1415	K01658
maxbin2.spades.001_1_1416	K01609
maxbin2.spades.001_1_1417	K01817
maxbin2.spades.001_1_1418	K01696
maxbin2.spades.001_1_1419	K01695
maxbin2.spades.001_1_1420	K00766
maxbin2.spades.001_1_1421	K00939
maxbin2.spades.001_1_1423	K07557
maxbin2.spades.001_1_1425	K06950
maxbin2.spades.001_1_1426	K03136
maxbin2.spades.001_1_1428	K06939
maxbin2.spades.001_1_1431	K08097
maxbin2.spades.001_1_1432	K09126
maxbin2.spades.001_1_1433	K03531
maxbin2.spades.001_1_1434	K07342
maxbin2.spades.001_1_1435	K02601
maxbin2.spades.001_1_1436	K02867
maxbin2.spades.001_1_1437	K02863
maxbin2.spades.001_1_1438	K02864
maxbin2.spades.001_1_1439	K02869
maxbin2.spades.001_1_1440	K01872
maxbin2.spades.001_1_1442	K03151
maxbin2.spades.001_1_1443	K01622
maxbin2.spades.001_1_1445	K07220
maxbin2.spades.001_1_1446	K09728
maxbin2.spades.001_1_1447	K17884
maxbin2.spades.001_1_1448	K07566
maxbin2.spades.001_1_1449	K04484
maxbin2.spades.001_1_1451	K06174
maxbin2.spades.001_1_1453	K04794
maxbin2.spades.001_1_1454	K07144
maxbin2.spades.001_1_1455	K07580
maxbin2.spades.001_1_1456	K03232
maxbin2.spades.001_1_1457	K08971
maxbin2.spades.001_1_1459	K07332
maxbin2.spades.001_1_1460	K07333
maxbin2.spades.001_1_1461	K02006
maxbin2.spades.001_1_1462	K02008
maxbin2.spades.001_1_1463	K02009
maxbin2.spades.001_1_1464	K02007
maxbin2.spades.001_1_1465	K02007
maxbin2.spades.001_1_1466	K00192
maxbin2.spades.001_1_1467	K00195
maxbin2.spades.001_1_1468	K00192
maxbin2.spades.001_1_1468	K00193

maxbin2.spades.001_1_1469	K07321
maxbin2.spades.001_1_1470	K00194
maxbin2.spades.001_1_1471	K00197
maxbin2.spades.001_1_1473	K22221
maxbin2.spades.001_1_1475	K00311
maxbin2.spades.001_1_1475	K17830

maxbin2.spades.001_1_1479	K02039
maxbin2.spades.001_1_1481	K01647
maxbin2.spades.001_1_1482	K02040
maxbin2.spades.001_1_1483	K02040
maxbin2.spades.001_1_1484	K02037
maxbin2.spades.001_1_1485	K02038
maxbin2.spades.001_1_1486	K02036
maxbin2.spades.001_1_1487	K02039
maxbin2.spades.001_1_1489	K02039
maxbin2.spades.001_1_1490	K01677
maxbin2.spades.001_1_1492	K00196
maxbin2.spades.001_1_1493	K00170
maxbin2.spades.001_1_1494	K00169
maxbin2.spades.001_1_1495	K00171
maxbin2.spades.001_1_1496	K00172
maxbin2.spades.001_1_1499	K03154
maxbin2.spades.001_1_1500	K09116
maxbin2.spades.001_1_1501	K04084
maxbin2.spades.001_1_1502	K06196
maxbin2.spades.001_1_1506	K06936
maxbin2.spades.001_1_1507	K00320
maxbin2.spades.001_1_1509	K00697
maxbin2.spades.001_1_1509	K16055

maxbin2.spades.001_1_1510	K15778
maxbin2.spades.001_1_1511	K00966
maxbin2.spades.001_1_1512	K01087
maxbin2.spades.001_1_1514	K07456
maxbin2.spades.001_1_1515	K08303
maxbin2.spades.001_1_1517	K00943
maxbin2.spades.001_1_1519	K01866
maxbin2.spades.001_1_1520	K07562
maxbin2.spades.001_1_1521	K03238
maxbin2.spades.001_1_1522	K10726
maxbin2.spades.001_1_1524	K02427
maxbin2.spades.001_1_1525	K07095
maxbin2.spades.001_1_1527	K06876
maxbin2.spades.001_1_1529	K10716
maxbin2.spades.001_1_1533	K04034
maxbin2.spades.001_1_1535	K16137
maxbin2.spades.001_1_1537	K01710
maxbin2.spades.001_1_1538	K01790
maxbin2.spades.001_1_1539	K00973
maxbin2.spades.001_1_1540	K00067
maxbin2.spades.001_1_1541	K01091
maxbin2.spades.001_1_1543	K21903
maxbin2.spades.001_1_1548	K03724
maxbin2.spades.001_1_1549	K06953
maxbin2.spades.001_1_1550	K02548
maxbin2.spades.001_1_1552	K10027
maxbin2.spades.001_1_1552	K20611

maxbin2.spades.001_1_1553	K02291
maxbin2.spades.001_1_1554	K20616
maxbin2.spades.001_1_1555	K08977
maxbin2.spades.001_1_1560	K07161
maxbin2.spades.001_1_1561	K07503
maxbin2.spades.001_1_1562	K03799
maxbin2.spades.001_1_1564	K05337
maxbin2.spades.001_1_1565	K00641
maxbin2.spades.001_1_1568	K19710
maxbin2.spades.001_1_1569	K03594
maxbin2.spades.001_1_1571	K07138
maxbin2.spades.001_1_1572	K03517
maxbin2.spades.001_1_1574	K07284
maxbin2.spades.001_1_1575	K03442
maxbin2.spades.001_1_1576	K00784
maxbin2.spades.001_1_1577	K00767
maxbin2.spades.001_1_1579	K06874
maxbin2.spades.001_1_1580	K07105
maxbin2.spades.001_1_1581	K07131
maxbin2.spades.001_1_1584	K02039
maxbin2.spades.001_1_1584	K09718

maxbin2.spades.001_1_1585	K03609
maxbin2.spades.001_1_1586	K00852
maxbin2.spades.001_1_1587	K07051
maxbin2.spades.001_1_1591	K01880
maxbin2.spades.001_1_1592	K01494
maxbin2.spades.001_1_1595	K18210
maxbin2.spades.001_1_1596	K00179
maxbin2.spades.001_1_1597	K00180
maxbin2.spades.001_1_1599	K01912
maxbin2.spades.001_1_1600	K03307
maxbin2.spades.001_1_1602	K01421
maxbin2.spades.001_1_1604	K00762
maxbin2.spades.001_1_1605	K03638
maxbin2.spades.001_1_1606	K07060
maxbin2.spades.001_1_1608	K07123
maxbin2.spades.001_1_1615	K02585
maxbin2.spades.001_1_1616	K08963
maxbin2.spades.001_1_1617	K15429
maxbin2.spades.001_1_1618	K20215
maxbin2.spades.001_1_1622	K03390
maxbin2.spades.001_1_1623	K03389
maxbin2.spades.001_1_1626	K07096
maxbin2.spades.001_1_1627	K05715
maxbin2.spades.001_1_1629	K03306
maxbin2.spades.001_1_1630	K03306
maxbin2.spades.001_1_1634	K00812
maxbin2.spades.001_1_1636	K02201
maxbin2.spades.001_1_1639	K21306
maxbin2.spades.001_1_1646	K06883
maxbin2.spades.001_1_1647	K09743
maxbin2.spades.001_1_1648	K00937
maxbin2.spades.001_1_1648	K07163

maxbin2.spades.001_1_1649	K21306
maxbin2.spades.001_1_1652	K08979
maxbin2.spades.001_1_1653	K01678
maxbin2.spades.001_1_1657	K01042
maxbin2.spades.001_1_1658	K01974
maxbin2.spades.001_1_1658	K18105

maxbin2.spades.001_1_1659	K03524
maxbin2.spades.001_1_1660	K01959
maxbin2.spades.001_1_1661	K07579
maxbin2.spades.001_1_1662	K09142
maxbin2.spades.001_1_1663	K02906
maxbin2.spades.001_1_1664	K02930
maxbin2.spades.001_1_1665	K02892
maxbin2.spades.001_1_1666	K02886
maxbin2.spades.001_1_1667	K02965
maxbin2.spades.001_1_1668	K02890
maxbin2.spades.001_1_1669	K02982
maxbin2.spades.001_1_1670	K02904
maxbin2.spades.001_1_1671	K03113
maxbin2.spades.001_1_1672	K03538
maxbin2.spades.001_1_1673	K02961
maxbin2.spades.001_1_1674	K02874
maxbin2.spades.001_1_1675	K02895
maxbin2.spades.001_1_1676	K02987
maxbin2.spades.001_1_1677	K02931
maxbin2.spades.001_1_1678	K02954
maxbin2.spades.001_1_1679	K02994
maxbin2.spades.001_1_1680	K02933
maxbin2.spades.001_1_1681	K02912
maxbin2.spades.001_1_1682	K02885
maxbin2.spades.001_1_1683	K02881
maxbin2.spades.001_1_1684	K02988
maxbin2.spades.001_1_1685	K02907
maxbin2.spades.001_1_1686	K02876
maxbin2.spades.001_1_1687	K03076
maxbin2.spades.001_1_1688	K00939
maxbin2.spades.001_1_1690	K02915
maxbin2.spades.001_1_1691	K00945
maxbin2.spades.001_1_1692	K02875
maxbin2.spades.001_1_1693	K11131
maxbin2.spades.001_1_1694	K02952
maxbin2.spades.001_1_1695	K02986
maxbin2.spades.001_1_1696	K02948
maxbin2.spades.001_1_1697	K03047
maxbin2.spades.001_1_1698	K02883
maxbin2.spades.001_1_1699	K02871
maxbin2.spades.001_1_1700	K02996
maxbin2.spades.001_1_1701	K03058
maxbin2.spades.001_1_1702	K03055
maxbin2.spades.001_1_1703	K01689
maxbin2.spades.001_1_1704	K02967
maxbin2.spades.001_1_1705	K06990
maxbin2.spades.001_1_1706	K00869
maxbin2.spades.001_1_1707	K06981
maxbin2.spades.001_1_1708	K01823
maxbin2.spades.001_1_1709	K12574
maxbin2.spades.001_1_1710	K13787
maxbin2.spades.001_1_1711	K01885
maxbin2.spades.001_1_1712	K10206
maxbin2.spades.001_1_1718	K04069
maxbin2.spades.001_1_1736	K02440
maxbin2.spades.001_1_1740	K07725
maxbin2.spades.001_1_1745	K06871
maxbin2.spades.001_1_1746	K06871
maxbin2.spades.001_1_1755	K03574
maxbin2.spades.001_1_1756	K03406
maxbin2.spades.001_1_1759	K07744
maxbin2.spades.001_1_1760	K00809
maxbin2.spades.001_1_1762	K01591
maxbin2.spades.001_1_1763	K02007
maxbin2.spades.001_1_1764	K02009
maxbin2.spades.001_1_1765	K02008
maxbin2.spades.001_1_1766	K02006
maxbin2.spades.001_1_1767	K00793
maxbin2.spades.001_1_1769	K00721
maxbin2.spades.001_1_1770	K09153
maxbin2.spades.001_1_1773	K00782
maxbin2.spades.001_1_1774	K09733
maxbin2.spades.001_1_1775	K00088
maxbin2.spades.001_1_1776	K03752
maxbin2.spades.001_1_1779	K02191
maxbin2.spades.001_1_1780	K03186
maxbin2.spades.001_1_1781	K06885
maxbin2.spades.001_1_1782	K03635
maxbin2.spades.001_1_1783	K00952
maxbin2.spades.001_1_1784	K00400
maxbin2.spades.001_1_1791	K02217
maxbin2.spades.001_1_1792	K03386
maxbin2.spades.001_1_1793	K04564
maxbin2.spades.001_1_1795	K01912
maxbin2.spades.001_1_1797	K07730
maxbin2.spades.001_1_1798	K07463
maxbin2.spades.001_1_1799	K03105
maxbin2.spades.001_1_1800	K01719
maxbin2.spades.001_1_1801	K02303
maxbin2.spades.001_1_1802	K01952
maxbin2.spades.001_1_1803	K01952
maxbin2.spades.001_1_1804	K01923
maxbin2.spades.001_1_1805	K00820
maxbin2.spades.001_1_1810	K18779
maxbin2.spades.001_1_1811	K03626
maxbin2.spades.001_1_1816	K00620
maxbin2.spades.001_1_1817	K00930
maxbin2.spades.001_1_1818	K00052
