maxbin2.spades.006_1_1	K06405
maxbin2.spades.006_3_130	K00966
maxbin2.spades.006_3_130	K16881

maxbin2.spades.006_3_132	K01776
maxbin2.spades.006_3_141	K02224
maxbin2.spades.006_3_143	K11179
maxbin2.spades.006_3_146	K11181
maxbin2.spades.006_3_147	K11180
maxbin2.spades.006_3_149	K00185
maxbin2.spades.006_3_150	K00184
maxbin2.spades.006_3_156	K01817
maxbin2.spades.006_3_157	K01609
maxbin2.spades.006_3_158	K00766
maxbin2.spades.006_3_158	K13497

maxbin2.spades.006_3_159	K01657
maxbin2.spades.006_3_159	K01665

maxbin2.spades.006_3_160	K00926
maxbin2.spades.006_3_161	K01464
maxbin2.spades.006_3_161	K01466

maxbin2.spades.006_3_162	K01733
maxbin2.spades.006_3_163	K00600
maxbin2.spades.006_3_164	K07402
maxbin2.spades.006_3_165	K07402
maxbin2.spades.006_3_166	K07141
maxbin2.spades.006_3_168	K01752
maxbin2.spades.006_3_169	K01752
maxbin2.spades.006_3_172	K02434
maxbin2.spades.006_3_173	K02433
maxbin2.spades.006_3_174	K02435
maxbin2.spades.006_3_176	K01972
maxbin2.spades.006_3_177	K03657
maxbin2.spades.006_3_178	K01921
maxbin2.spades.006_3_179	K01496
maxbin2.spades.006_3_179	K11755

maxbin2.spades.006_3_180	K02500
maxbin2.spades.006_3_181	K01814
maxbin2.spades.006_3_182	K01693
maxbin2.spades.006_3_183	K00013
maxbin2.spades.006_3_184	K00765
maxbin2.spades.006_3_184	K02502

maxbin2.spades.006_3_185	K02502
maxbin2.spades.006_3_187	K02071
maxbin2.spades.006_3_188	K02072
maxbin2.spades.006_3_189	K02073
maxbin2.spades.006_3_190	K00602
maxbin2.spades.006_3_192	K21902
maxbin2.spades.006_3_194	K12508
maxbin2.spades.006_3_196	K01951
maxbin2.spades.006_3_197	K00760
maxbin2.spades.006_3_199	K01599
maxbin2.spades.006_3_200	K00177
maxbin2.spades.006_3_201	K00175
maxbin2.spades.006_3_202	K00174
maxbin2.spades.006_3_203	K00176
maxbin2.spades.006_3_204	K03406
maxbin2.spades.006_3_205	K04077
maxbin2.spades.006_3_206	K04078
maxbin2.spades.006_3_207	K07001
maxbin2.spades.006_3_208	K22338
maxbin2.spades.006_3_209	K00335
maxbin2.spades.006_3_210	K00334
maxbin2.spades.006_3_210	K18330

maxbin2.spades.006_3_211	K01409
maxbin2.spades.006_3_212	K03789
maxbin2.spades.006_3_213	K14742
maxbin2.spades.006_3_214	K06925
maxbin2.spades.006_3_215	K21929
maxbin2.spades.006_3_218	K07010
maxbin2.spades.006_3_219	K07171
maxbin2.spades.006_3_220	K07723
maxbin2.spades.006_3_221	K01775
maxbin2.spades.006_3_222	K17758
maxbin2.spades.006_3_222	K17759

maxbin2.spades.006_3_223	K00997
maxbin2.spades.006_3_224	K02478
maxbin2.spades.006_3_224	K07704

maxbin2.spades.006_3_225	K09779
maxbin2.spades.006_3_226	K00832
maxbin2.spades.006_3_228	K05833
maxbin2.spades.006_3_229	K05832
maxbin2.spades.006_3_230	K01989
maxbin2.spades.006_3_231	K03744
maxbin2.spades.006_3_232	K06872
maxbin2.spades.006_3_233	K04759
maxbin2.spades.006_3_234	K04759
maxbin2.spades.006_3_235	K04758
maxbin2.spades.006_3_238	K03709
maxbin2.spades.006_3_242	K02347
maxbin2.spades.006_3_243	K03816
maxbin2.spades.006_3_244	K04061
maxbin2.spades.006_3_246	K03737
maxbin2.spades.006_3_248	K13479
maxbin2.spades.006_3_249	K00087
maxbin2.spades.006_3_252	K06888
maxbin2.spades.006_3_253	K03406
maxbin2.spades.006_3_254	K07507
maxbin2.spades.006_3_256	K01006
maxbin2.spades.006_3_256	K01007

maxbin2.spades.006_3_262	K06373
maxbin2.spades.006_3_263	K06374
maxbin2.spades.006_3_265	K07112
maxbin2.spades.006_3_268	K01480
maxbin2.spades.006_3_270	K00606
maxbin2.spades.006_3_273	K21393
maxbin2.spades.006_3_274	K00104
maxbin2.spades.006_3_275	K11472
maxbin2.spades.006_3_276	K11473
maxbin2.spades.006_3_279	K09155
maxbin2.spades.006_3_281	K02050
maxbin2.spades.006_3_281	K15554

maxbin2.spades.006_3_282	K02051
maxbin2.spades.006_3_283	K01012
maxbin2.spades.006_3_284	K03498
maxbin2.spades.006_3_285	K03499
maxbin2.spades.006_3_292	K00772
maxbin2.spades.006_3_292	K03783

maxbin2.spades.006_3_293	K01537
maxbin2.spades.006_3_298	K07010
maxbin2.spades.006_3_299	K03307
maxbin2.spades.006_3_302	K03710
maxbin2.spades.006_4_2	K02007
maxbin2.spades.006_4_3	K02008
maxbin2.spades.006_4_4	K02006
maxbin2.spades.006_4_10	K03801
maxbin2.spades.006_4_11	K03644
maxbin2.spades.006_4_12	K08963
maxbin2.spades.006_4_13	K03406
maxbin2.spades.006_4_15	K01585
maxbin2.spades.006_4_16	K00943
maxbin2.spades.006_4_17	K02341
maxbin2.spades.006_4_20	K15460
maxbin2.spades.006_4_21	K07056
maxbin2.spades.006_4_22	K06284
maxbin2.spades.006_4_23	K01874
maxbin2.spades.006_4_24	K03424
maxbin2.spades.006_4_26	K06864
maxbin2.spades.006_4_27	K00767
maxbin2.spades.006_4_29	K01617
maxbin2.spades.006_4_29	K02554

maxbin2.spades.006_4_30	K04073
maxbin2.spades.006_4_31	K01666
maxbin2.spades.006_4_34	K03519
maxbin2.spades.006_4_35	K03518
maxbin2.spades.006_4_39	K09121
maxbin2.spades.006_4_40	K09121
maxbin2.spades.006_4_42	K06898
maxbin2.spades.006_4_45	K10947
maxbin2.spades.006_4_49	K01897
maxbin2.spades.006_4_51	K04113
maxbin2.spades.006_4_53	K09138
maxbin2.spades.006_4_54	K06180
maxbin2.spades.006_4_55	K01534
maxbin2.spades.006_4_56	K03750
maxbin2.spades.006_4_58	K03639
maxbin2.spades.006_4_59	K03637
maxbin2.spades.006_4_61	K02018
maxbin2.spades.006_4_62	K02017
maxbin2.spades.006_4_62	K02018

maxbin2.spades.006_4_63	K03753
maxbin2.spades.006_4_63	K13818

maxbin2.spades.006_4_64	K02020
maxbin2.spades.006_4_66	K15762
maxbin2.spades.006_4_67	K00183
maxbin2.spades.006_4_68	K00184
maxbin2.spades.006_4_72	K21559
maxbin2.spades.006_4_73	K16012
maxbin2.spades.006_4_74	K06148
maxbin2.spades.006_4_74	K16013

maxbin2.spades.006_4_75	K00426
maxbin2.spades.006_4_76	K00425
maxbin2.spades.006_4_82	K06937
maxbin2.spades.006_4_86	K01465
maxbin2.spades.006_4_86	K06015

maxbin2.spades.006_4_87	K01989
maxbin2.spades.006_4_88	K02482
maxbin2.spades.006_4_89	K02481
maxbin2.spades.006_4_89	K07714

maxbin2.spades.006_4_91	K01039
maxbin2.spades.006_4_92	K01040
maxbin2.spades.006_4_93	K00626
maxbin2.spades.006_4_94	K00248
maxbin2.spades.006_4_94	K18244

maxbin2.spades.006_4_95	K00074
maxbin2.spades.006_4_96	K01715
maxbin2.spades.006_4_97	K00248
maxbin2.spades.006_4_98	K03385
maxbin2.spades.006_4_101	K01610
maxbin2.spades.006_4_104	K00184
maxbin2.spades.006_4_105	K00185
maxbin2.spades.006_4_106	K08357
maxbin2.spades.006_4_108	K00700
maxbin2.spades.006_4_109	K00688
maxbin2.spades.006_4_110	K00975
maxbin2.spades.006_4_111	K00975
maxbin2.spades.006_4_112	K00703
maxbin2.spades.006_4_113	K00705
maxbin2.spades.006_4_114	K01810
maxbin2.spades.006_4_114	K13810

maxbin2.spades.006_4_115	K00845
maxbin2.spades.006_4_116	K01835
maxbin2.spades.006_4_116	K01840

maxbin2.spades.006_4_120	K07979
maxbin2.spades.006_4_121	K01990
maxbin2.spades.006_4_124	K03716
maxbin2.spades.006_4_125	K02548
maxbin2.spades.006_4_126	K07052
maxbin2.spades.006_4_127	K01945
maxbin2.spades.006_4_128	K11175
maxbin2.spades.006_4_129	K01933
maxbin2.spades.006_4_130	K00764
maxbin2.spades.006_4_131	K01756
maxbin2.spades.006_4_131	K01923

maxbin2.spades.006_4_132	K01756
maxbin2.spades.006_4_133	K01588
maxbin2.spades.006_4_134	K01952
maxbin2.spades.006_4_140	K01990
maxbin2.spades.006_4_150	K07075
maxbin2.spades.006_4_151	K12410
maxbin2.spades.006_4_155	K02050
maxbin2.spades.006_4_156	K02049
maxbin2.spades.006_4_156	K10831
maxbin2.spades.006_4_156	K15555

maxbin2.spades.006_4_157	K02051
maxbin2.spades.006_4_158	K01975
maxbin2.spades.006_4_159	K03523
maxbin2.spades.006_4_167	K02238
maxbin2.spades.006_4_175	K11473
maxbin2.spades.006_4_176	K00104
maxbin2.spades.006_4_177	K07306
maxbin2.spades.006_4_178	K07307
maxbin2.spades.006_4_179	K06871
maxbin2.spades.006_4_181	K00384
maxbin2.spades.006_4_182	K07213
maxbin2.spades.006_4_184	K02197
maxbin2.spades.006_4_185	K02198
maxbin2.spades.006_4_188	K02193
maxbin2.spades.006_4_189	K02194
maxbin2.spades.006_4_190	K02195
maxbin2.spades.006_4_200	K05524
maxbin2.spades.006_4_202	K03088
maxbin2.spades.006_4_207	K07469
maxbin2.spades.006_4_210	K06937
maxbin2.spades.006_4_214	K01912
maxbin2.spades.006_4_217	K09811
maxbin2.spades.006_5_3	K02106
maxbin2.spades.006_5_5	K07316
maxbin2.spades.006_5_8	K00820
maxbin2.spades.006_5_9	K03431
maxbin2.spades.006_5_11	K18672
maxbin2.spades.006_5_14	K03605
maxbin2.spades.006_5_15	K03620
maxbin2.spades.006_5_16	K06281
maxbin2.spades.006_5_17	K06282
maxbin2.spades.006_5_19	K01649
maxbin2.spades.006_5_20	K00052
maxbin2.spades.006_5_21	K01704
maxbin2.spades.006_5_22	K01703
maxbin2.spades.006_5_23	K01649
maxbin2.spades.006_5_24	K01652
maxbin2.spades.006_5_25	K01653
maxbin2.spades.006_5_26	K01652
maxbin2.spades.006_5_27	K01687
maxbin2.spades.006_5_28	K00826
maxbin2.spades.006_5_33	K06206
maxbin2.spades.006_5_34	K02200
maxbin2.spades.006_5_35	K18925
maxbin2.spades.006_5_39	K21405
maxbin2.spades.006_5_40	K04077
maxbin2.spades.006_5_41	K04078
maxbin2.spades.006_5_45	K01582
maxbin2.spades.006_5_45	K01583
maxbin2.spades.006_5_45	K01585

maxbin2.spades.006_5_46	K01622
maxbin2.spades.006_5_50	K00180
maxbin2.spades.006_5_51	K00179
maxbin2.spades.006_5_54	K01990
maxbin2.spades.006_5_55	K07979
maxbin2.spades.006_5_56	K01738
maxbin2.spades.006_5_69	K16789
maxbin2.spades.006_5_70	K18843
maxbin2.spades.006_5_71	K00611
maxbin2.spades.006_5_71	K09065

maxbin2.spades.006_5_72	K00819
maxbin2.spades.006_5_72	K00821

maxbin2.spades.006_5_73	K00930
maxbin2.spades.006_5_74	K00620
maxbin2.spades.006_5_75	K00145
maxbin2.spades.006_5_82	K04069
maxbin2.spades.006_5_83	K06990
maxbin2.spades.006_5_83	K09141

maxbin2.spades.006_5_84	K09816
maxbin2.spades.006_5_84	K09819
maxbin2.spades.006_5_84	K19976

maxbin2.spades.006_5_85	K09817
maxbin2.spades.006_5_85	K09820

maxbin2.spades.006_5_86	K09815
maxbin2.spades.006_5_86	K09818

maxbin2.spades.006_5_88	K02475
maxbin2.spades.006_5_88	K11615
maxbin2.spades.006_5_88	K11692
maxbin2.spades.006_5_88	K11712

maxbin2.spades.006_5_89	K11691
maxbin2.spades.006_5_91	K07045
maxbin2.spades.006_5_92	K07045
maxbin2.spades.006_5_93	K07258
maxbin2.spades.006_5_93	K07262

maxbin2.spades.006_5_95	K06923
maxbin2.spades.006_5_98	K01733
maxbin2.spades.006_5_102	K01695
maxbin2.spades.006_5_103	K01696
maxbin2.spades.006_5_104	K02057
maxbin2.spades.006_5_105	K02057
maxbin2.spades.006_5_106	K02056
maxbin2.spades.006_5_107	K07335
maxbin2.spades.006_5_108	K12960
maxbin2.spades.006_5_112	K02006
maxbin2.spades.006_5_113	K01534
maxbin2.spades.006_5_115	K06042
maxbin2.spades.006_5_116	K03794
maxbin2.spades.006_5_116	K03795

maxbin2.spades.006_5_117	K02304
maxbin2.spades.006_5_117	K05895

maxbin2.spades.006_5_118	K05934
maxbin2.spades.006_5_118	K21479

maxbin2.spades.006_5_119	K02189
maxbin2.spades.006_5_120	K05936
maxbin2.spades.006_5_121	K03394
maxbin2.spades.006_5_122	K00595
maxbin2.spades.006_5_122	K02191

maxbin2.spades.006_5_123	K03399
maxbin2.spades.006_5_124	K02188
maxbin2.spades.006_5_126	K01895
maxbin2.spades.006_5_127	K04564
maxbin2.spades.006_5_128	K03151
maxbin2.spades.006_5_129	K04487
maxbin2.spades.006_5_130	K00619
maxbin2.spades.006_5_133	K03406
maxbin2.spades.006_5_134	K00219
maxbin2.spades.006_5_135	K02226
maxbin2.spades.006_5_135	K22305

maxbin2.spades.006_5_136	K04720
maxbin2.spades.006_5_137	K16651
maxbin2.spades.006_5_138	K02233
maxbin2.spades.006_5_139	K02227
maxbin2.spades.006_5_140	K02232
maxbin2.spades.006_5_141	K02231
maxbin2.spades.006_5_142	K00768
maxbin2.spades.006_5_143	K03406
maxbin2.spades.006_5_144	K02013
maxbin2.spades.006_5_145	K02015
maxbin2.spades.006_5_146	K02016
maxbin2.spades.006_5_149	K03699
maxbin2.spades.006_5_154	K01739
maxbin2.spades.006_5_154	K01760

maxbin2.spades.006_5_155	K14155
maxbin2.spades.006_5_163	K03594
maxbin2.spades.006_5_165	K02049
maxbin2.spades.006_5_165	K15555

maxbin2.spades.006_5_166	K02050
maxbin2.spades.006_5_166	K15552

maxbin2.spades.006_5_167	K02051
maxbin2.spades.006_5_168	K01738
maxbin2.spades.006_5_168	K12339

maxbin2.spades.006_5_169	K03406
maxbin2.spades.006_5_171	K09005
maxbin2.spades.006_5_173	K01533
maxbin2.spades.006_5_173	K17686

maxbin2.spades.006_5_178	K03574
maxbin2.spades.006_5_180	K04739
maxbin2.spades.006_5_180	K10914

maxbin2.spades.006_5_184	K01613
maxbin2.spades.006_5_185	K17103
maxbin2.spades.006_5_186	K00981
maxbin2.spades.006_5_187	K00981
maxbin2.spades.006_5_188	K13653
maxbin2.spades.006_5_190	K02004
maxbin2.spades.006_5_190	K11636

maxbin2.spades.006_5_191	K02004
maxbin2.spades.006_5_191	K11636

maxbin2.spades.006_5_192	K02003
maxbin2.spades.006_5_192	K11635

maxbin2.spades.006_5_202	K03150
maxbin2.spades.006_5_203	K01012
maxbin2.spades.006_5_205	K00573
maxbin2.spades.006_5_207	K03088
maxbin2.spades.006_5_208	K00590
maxbin2.spades.006_5_209	K18967
maxbin2.spades.006_5_210	K06969
maxbin2.spades.006_5_216	K07726
maxbin2.spades.006_6_2	K07484
maxbin2.spades.006_6_3	K07484
maxbin2.spades.006_6_5	K05946
maxbin2.spades.006_6_7	K01178
maxbin2.spades.006_6_10	K03569
maxbin2.spades.006_6_11	K06283
maxbin2.spades.006_6_12	K06381
maxbin2.spades.006_6_14	K00790
maxbin2.spades.006_6_16	K02114
maxbin2.spades.006_6_17	K02112
maxbin2.spades.006_6_18	K02115
maxbin2.spades.006_6_19	K02111
maxbin2.spades.006_6_20	K02113
maxbin2.spades.006_6_21	K02109
maxbin2.spades.006_6_22	K02110
maxbin2.spades.006_6_23	K02108
maxbin2.spades.006_6_25	K02116
maxbin2.spades.006_6_26	K01791
maxbin2.spades.006_6_28	K01493
maxbin2.spades.006_6_29	K02493
maxbin2.spades.006_6_30	K01104
maxbin2.spades.006_6_30	K20201

maxbin2.spades.006_6_32	K07238
maxbin2.spades.006_6_33	K07566
maxbin2.spades.006_6_35	K05571
maxbin2.spades.006_6_36	K05570
maxbin2.spades.006_6_37	K05569
maxbin2.spades.006_6_38	K05568
maxbin2.spades.006_6_39	K05567
maxbin2.spades.006_6_40	K05566
maxbin2.spades.006_6_41	K05565
maxbin2.spades.006_6_42	K07240
maxbin2.spades.006_6_43	K07240
maxbin2.spades.006_6_44	K02493
maxbin2.spades.006_6_45	K02835
maxbin2.spades.006_6_46	K06199
maxbin2.spades.006_6_47	K02909
maxbin2.spades.006_6_50	K03628
maxbin2.spades.006_6_51	K02446
maxbin2.spades.006_6_52	K00616
maxbin2.spades.006_6_54	K01624
maxbin2.spades.006_6_56	K02490
maxbin2.spades.006_6_57	K01775
maxbin2.spades.006_6_58	K03088
maxbin2.spades.006_6_59	K12132
maxbin2.spades.006_6_60	K01887
maxbin2.spades.006_6_61	K01937
maxbin2.spades.006_6_62	K05363
maxbin2.spades.006_6_62	K11693

maxbin2.spades.006_6_63	K03856
maxbin2.spades.006_6_64	K03688
maxbin2.spades.006_6_65	K11931
maxbin2.spades.006_6_66	K03116
maxbin2.spades.006_6_69	K07814
maxbin2.spades.006_6_70	K07137
maxbin2.spades.006_6_71	K16788
maxbin2.spades.006_6_77	K02314
maxbin2.spades.006_6_78	K01338
maxbin2.spades.006_6_78	K04076

maxbin2.spades.006_6_79	K02939
maxbin2.spades.006_6_81	K02963
maxbin2.spades.006_6_82	K03111
maxbin2.spades.006_6_83	K02990
maxbin2.spades.006_6_86	K04085
maxbin2.spades.006_6_87	K01008
maxbin2.spades.006_6_93	K04517
maxbin2.spades.006_6_97	K05337
maxbin2.spades.006_6_98	K19814
maxbin2.spades.006_6_101	K00123
maxbin2.spades.006_6_101	K05299

maxbin2.spades.006_6_102	K00336
maxbin2.spades.006_6_102	K05299

maxbin2.spades.006_6_103	K01653
maxbin2.spades.006_6_104	K06297
maxbin2.spades.006_6_105	K06296
maxbin2.spades.006_6_106	K06295
maxbin2.spades.006_6_107	K03154
maxbin2.spades.006_6_107	K21947

maxbin2.spades.006_6_111	K21929
maxbin2.spades.006_6_112	K03406
maxbin2.spades.006_6_113	K06378
maxbin2.spades.006_6_114	K04757
maxbin2.spades.006_6_115	K07315
maxbin2.spades.006_6_125	K06223
maxbin2.spades.006_6_126	K11991
maxbin2.spades.006_6_127	K17103
maxbin2.spades.006_6_128	K07027
maxbin2.spades.006_6_130	K04759
maxbin2.spades.006_6_131	K04758
maxbin2.spades.006_6_133	K01875
maxbin2.spades.006_6_134	K08681
maxbin2.spades.006_6_135	K02469
maxbin2.spades.006_6_136	K02470
maxbin2.spades.006_6_138	K03629
maxbin2.spades.006_6_139	K02338
maxbin2.spades.006_6_140	K02313
maxbin2.spades.006_6_141	K03536
maxbin2.spades.006_6_142	K08998
maxbin2.spades.006_6_143	K03217
maxbin2.spades.006_6_144	K06346
maxbin2.spades.006_6_146	K03650
maxbin2.spades.006_6_147	K03495
maxbin2.spades.006_6_148	K03501
maxbin2.spades.006_6_149	K03496
maxbin2.spades.006_6_150	K03497
maxbin2.spades.006_6_153	K07150
maxbin2.spades.006_6_159	K06298
maxbin2.spades.006_6_161	K01999
maxbin2.spades.006_6_162	K01997
maxbin2.spades.006_6_163	K01998
maxbin2.spades.006_6_164	K01995
maxbin2.spades.006_6_165	K01996
maxbin2.spades.006_6_166	K04767
maxbin2.spades.006_6_167	K01042
maxbin2.spades.006_6_167	K17468

maxbin2.spades.006_6_168	K03833
maxbin2.spades.006_6_172	K00184
maxbin2.spades.006_6_184	K11690
maxbin2.spades.006_6_186	K00335
maxbin2.spades.006_6_192	K03594
maxbin2.spades.006_6_193	K13581
maxbin2.spades.006_6_195	K00868
maxbin2.spades.006_6_196	K03665
maxbin2.spades.006_6_197	K02343
maxbin2.spades.006_6_198	K09747
maxbin2.spades.006_6_199	K06187
maxbin2.spades.006_6_202	K21071
maxbin2.spades.006_7_2	K01755
maxbin2.spades.006_7_3	K01940
maxbin2.spades.006_7_4	K00820
maxbin2.spades.006_7_5	K02501
maxbin2.spades.006_7_6	K02500
maxbin2.spades.006_7_7	K01951
maxbin2.spades.006_7_8	K01956
maxbin2.spades.006_7_9	K01955
maxbin2.spades.006_7_10	K22010
maxbin2.spades.006_7_11	K01778
maxbin2.spades.006_7_12	K10206
maxbin2.spades.006_7_13	K01153
maxbin2.spades.006_7_16	K03427
maxbin2.spades.006_7_20	K00336
maxbin2.spades.006_7_20	K18332

maxbin2.spades.006_7_21	K00335
maxbin2.spades.006_7_22	K17992
maxbin2.spades.006_7_24	K00334
maxbin2.spades.006_7_24	K18330

maxbin2.spades.006_7_25	K07053
maxbin2.spades.006_7_31	K22278
maxbin2.spades.006_7_32	K03545
maxbin2.spades.006_7_33	K01358
maxbin2.spades.006_7_34	K03544
maxbin2.spades.006_7_36	K00548
maxbin2.spades.006_7_37	K00548
maxbin2.spades.006_7_41	K03519
maxbin2.spades.006_7_42	K03518
maxbin2.spades.006_7_43	K20447
maxbin2.spades.006_7_43	K20448

maxbin2.spades.006_7_44	K20447
maxbin2.spades.006_7_44	K20448

maxbin2.spades.006_7_45	K07035
maxbin2.spades.006_7_46	K15358
maxbin2.spades.006_7_47	K20449
maxbin2.spades.006_7_48	K09740
maxbin2.spades.006_7_50	K00020
maxbin2.spades.006_7_50	K19647

maxbin2.spades.006_7_51	K01752
maxbin2.spades.006_7_52	K01703
maxbin2.spades.006_7_53	K01704
maxbin2.spades.006_7_54	K20450
maxbin2.spades.006_7_55	K20451
maxbin2.spades.006_7_57	K03417
maxbin2.spades.006_7_57	K20454

maxbin2.spades.006_7_58	K03406
maxbin2.spades.006_7_59	K01338
maxbin2.spades.006_7_59	K04076

maxbin2.spades.006_7_60	K01338
maxbin2.spades.006_7_61	K03978
maxbin2.spades.006_7_64	K07588
maxbin2.spades.006_7_65	K07813
maxbin2.spades.006_7_66	K07800
maxbin2.spades.006_7_68	K07700
maxbin2.spades.006_7_68	K11691

maxbin2.spades.006_7_70	K06409
maxbin2.spades.006_7_71	K01873
maxbin2.spades.006_7_72	K11754
maxbin2.spades.006_7_73	K01926
maxbin2.spades.006_7_74	K06287
maxbin2.spades.006_7_75	K03630
maxbin2.spades.006_7_76	K03569
maxbin2.spades.006_7_77	K03570
maxbin2.spades.006_7_78	K03571
maxbin2.spades.006_7_79	K05515
maxbin2.spades.006_7_80	K03610
maxbin2.spades.006_7_81	K03609
maxbin2.spades.006_7_82	K03608
maxbin2.spades.006_7_83	K05837
maxbin2.spades.006_7_85	K06402
maxbin2.spades.006_7_88	K08301
maxbin2.spades.006_7_89	K01439
maxbin2.spades.006_7_90	K02888
maxbin2.spades.006_7_91	K07584
maxbin2.spades.006_7_92	K02899
maxbin2.spades.006_7_93	K04070
maxbin2.spades.006_7_94	K07700
maxbin2.spades.006_7_94	K11691

maxbin2.spades.006_7_95	K03979
maxbin2.spades.006_7_96	K07574
maxbin2.spades.006_7_97	K00931
maxbin2.spades.006_7_98	K00147
maxbin2.spades.006_7_99	K00969
maxbin2.spades.006_7_100	K00969
maxbin2.spades.006_7_101	K09710
maxbin2.spades.006_7_102	K01869
maxbin2.spades.006_7_103	K02237
maxbin2.spades.006_7_104	K02238
maxbin2.spades.006_7_106	K02340
maxbin2.spades.006_7_107	K02968
maxbin2.spades.006_7_108	K08972
maxbin2.spades.006_7_109	K06385
maxbin2.spades.006_7_111	K01897
maxbin2.spades.006_7_114	K03980
maxbin2.spades.006_7_115	K03596
maxbin2.spades.006_7_117	K03705
maxbin2.spades.006_7_118	K03687
maxbin2.spades.006_7_119	K04043
maxbin2.spades.006_7_120	K03686
maxbin2.spades.006_7_120	K05516

maxbin2.spades.006_7_121	K02687
maxbin2.spades.006_7_122	K09761
maxbin2.spades.006_7_123	K18707
maxbin2.spades.006_7_124	K02503
maxbin2.spades.006_7_128	K02036
maxbin2.spades.006_7_129	K02038
maxbin2.spades.006_7_130	K02037
maxbin2.spades.006_7_131	K02040
maxbin2.spades.006_7_133	K06438
maxbin2.spades.006_7_134	K06217
maxbin2.spades.006_7_135	K07037
maxbin2.spades.006_7_136	K07042
maxbin2.spades.006_7_137	K00887
maxbin2.spades.006_7_137	K00901

maxbin2.spades.006_7_139	K01489
maxbin2.spades.006_7_140	K03595
maxbin2.spades.006_7_141	K06213
maxbin2.spades.006_7_143	K03584
maxbin2.spades.006_7_145	K01878
maxbin2.spades.006_7_146	K01879
maxbin2.spades.006_7_147	K00058
maxbin2.spades.006_7_148	K07552
maxbin2.spades.006_8_1	K09165
maxbin2.spades.006_8_2	K03090
maxbin2.spades.006_8_2	K03091

maxbin2.spades.006_8_3	K06379
maxbin2.spades.006_8_4	K06378
maxbin2.spades.006_8_5	K07258
maxbin2.spades.006_8_6	K00756
maxbin2.spades.006_8_6	K00758

maxbin2.spades.006_8_7	K00772
maxbin2.spades.006_8_7	K03783

maxbin2.spades.006_8_8	K03733
maxbin2.spades.006_8_8	K04763

maxbin2.spades.006_8_9	K06384
maxbin2.spades.006_8_16	K07699
maxbin2.spades.006_8_17	K06399
maxbin2.spades.006_8_18	K03631
maxbin2.spades.006_8_19	K03402
maxbin2.spades.006_8_21	K00858
maxbin2.spades.006_8_22	K06442
maxbin2.spades.006_8_23	K01662
maxbin2.spades.006_8_25	K13789
maxbin2.spades.006_8_26	K03602
maxbin2.spades.006_8_27	K03601
maxbin2.spades.006_8_29	K01491
maxbin2.spades.006_8_30	K00266
maxbin2.spades.006_8_31	K00528
maxbin2.spades.006_8_31	K16951

maxbin2.spades.006_8_32	K01409
maxbin2.spades.006_8_33	K03625
maxbin2.spades.006_8_37	K01961
maxbin2.spades.006_8_38	K01571
maxbin2.spades.006_8_38	K01960

maxbin2.spades.006_8_39	K06397
maxbin2.spades.006_8_40	K06396
maxbin2.spades.006_8_41	K06395
maxbin2.spades.006_8_42	K06394
maxbin2.spades.006_8_43	K06393
maxbin2.spades.006_8_44	K06392
maxbin2.spades.006_8_45	K06391
maxbin2.spades.006_8_46	K06390
maxbin2.spades.006_8_48	K02356
maxbin2.spades.006_8_49	K01262
maxbin2.spades.006_8_50	K03786
maxbin2.spades.006_8_51	K03592
maxbin2.spades.006_8_52	K03568
maxbin2.spades.006_8_53	K02664
maxbin2.spades.006_8_56	K02662
maxbin2.spades.006_8_61	K02653
maxbin2.spades.006_8_63	K02672
maxbin2.spades.006_8_65	K02652
maxbin2.spades.006_8_66	K02664
maxbin2.spades.006_8_67	K02663
maxbin2.spades.006_8_68	K02662
maxbin2.spades.006_8_69	K03090
maxbin2.spades.006_8_70	K02653
maxbin2.spades.006_8_71	K02666
maxbin2.spades.006_8_72	K02666
maxbin2.spades.006_8_74	K02669
maxbin2.spades.006_8_75	K02456
maxbin2.spades.006_8_78	K03410
maxbin2.spades.006_8_80	K02654
maxbin2.spades.006_8_81	K02454
maxbin2.spades.006_8_81	K02652

maxbin2.spades.006_8_82	K01735
maxbin2.spades.006_8_82	K13829

maxbin2.spades.006_8_83	K00891
maxbin2.spades.006_8_84	K01736
maxbin2.spades.006_8_86	K00014
maxbin2.spades.006_8_87	K07015
maxbin2.spades.006_8_88	K03091
maxbin2.spades.006_8_89	K06196
maxbin2.spades.006_8_90	K03671
maxbin2.spades.006_8_94	K08303
maxbin2.spades.006_8_95	K07082
maxbin2.spades.006_8_97	K07447
maxbin2.spades.006_8_99	K01872
maxbin2.spades.006_8_103	K01897
maxbin2.spades.006_8_104	K00566
maxbin2.spades.006_8_105	K04488
maxbin2.spades.006_8_106	K04487
maxbin2.spades.006_8_108	K07478
maxbin2.spades.006_8_109	K03671
maxbin2.spades.006_8_110	K21600
maxbin2.spades.006_8_111	K22132
maxbin2.spades.006_8_112	K01876
maxbin2.spades.006_8_113	K01892
maxbin2.spades.006_8_115	K07560
maxbin2.spades.006_8_116	K00951
maxbin2.spades.006_8_117	K07462
maxbin2.spades.006_8_119	K03074
maxbin2.spades.006_8_120	K03072
maxbin2.spades.006_8_120	K12257

maxbin2.spades.006_8_123	K03210
maxbin2.spades.006_8_124	K00773
maxbin2.spades.006_8_125	K07568
