	Metabolism	MODULE	NAME	PWY_ID
290	Nitrogen metabolism	M00973	Anammox, nitrite + ammonia => nitrogen	01100
291	Nitrogen metabolism	M00973	Anammox, nitrite + ammonia => nitrogen	01120
292	Sulfur metabolism	M00176	Assimilatory sulfate reduction, sulfate => H2S	00920
293	Sulfur metabolism	M00176	Assimilatory sulfate reduction, sulfate => H2S	01100
294	Sulfur metabolism	M00176	Assimilatory sulfate reduction, sulfate => H2S	01120
295	Sulfur metabolism	M00596	Dissimilatory sulfate reduction, sulfate => H2S	00920
296	Sulfur metabolism	M00596	Dissimilatory sulfate reduction, sulfate => H2S	01100
297	Sulfur metabolism	M00596	Dissimilatory sulfate reduction, sulfate => H2S	01120
298	Sulfur metabolism	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	00920
299	Sulfur metabolism	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	01100
300	Sulfur metabolism	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	01120
301	Photosynthesis	M00161	Photosystem II	00195
302	Photosynthesis	M00161	Photosystem II	01100
303	Photosynthesis	M00163	Photosystem I	00195
304	Photosynthesis	M00163	Photosystem I	01100
305	Photosynthesis	M00597	Anoxygenic photosystem II	01100
306	Photosynthesis	M00598	Anoxygenic photosystem I	01100
307	ATP synthesis	M00144	NADH:quinone oxidoreductase, prokaryotes	00190
308	ATP synthesis	M00144	NADH:quinone oxidoreductase, prokaryotes	01100
309	ATP synthesis	M00145	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	00190
310	ATP synthesis	M00145	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	01100
311	ATP synthesis	M00142	NADH:ubiquinone oxidoreductase, mitochondria	00190
312	ATP synthesis	M00142	NADH:ubiquinone oxidoreductase, mitochondria	01100
313	ATP synthesis	M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	00190
314	ATP synthesis	M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	01100
315	ATP synthesis	M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	00190
316	ATP synthesis	M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	01100
317	ATP synthesis	M00147	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	00190
318	ATP synthesis	M00147	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	01100
319	ATP synthesis	M00149	Succinate dehydrogenase, prokaryotes	00190
320	ATP synthesis	M00149	Succinate dehydrogenase, prokaryotes	01100
321	ATP synthesis	M00150	Fumarate reductase, prokaryotes	00190
322	ATP synthesis	M00150	Fumarate reductase, prokaryotes	01100
323	ATP synthesis	M00148	Succinate dehydrogenase (ubiquinone)	00190
324	ATP synthesis	M00148	Succinate dehydrogenase (ubiquinone)	01100
325	ATP synthesis	M00162	Cytochrome b6f complex	00195
326	ATP synthesis	M00162	Cytochrome b6f complex	01100
327	ATP synthesis	M00151	Cytochrome bc1 complex respiratory unit	00190
328	ATP synthesis	M00151	Cytochrome bc1 complex respiratory unit	01100
329	ATP synthesis	M00152	Cytochrome bc1 complex	00190
330	ATP synthesis	M00152	Cytochrome bc1 complex	01100
331	ATP synthesis	M00154	Cytochrome c oxidase	00190
332	ATP synthesis	M00154	Cytochrome c oxidase	01100
333	ATP synthesis	M00155	Cytochrome c oxidase, prokaryotes	00190
334	ATP synthesis	M00155	Cytochrome c oxidase, prokaryotes	01100
335	ATP synthesis	M00153	Cytochrome bd ubiquinol oxidase	01100
336	ATP synthesis	M00417	Cytochrome o ubiquinol oxidase	00190
337	ATP synthesis	M00417	Cytochrome o ubiquinol oxidase	01100
338	ATP synthesis	M00416	Cytochrome aa3-600 menaquinol oxidase	00190
339	ATP synthesis	M00416	Cytochrome aa3-600 menaquinol oxidase	01100
340	ATP synthesis	M00156	Cytochrome c oxidase, cbb3-type	00190
341	ATP synthesis	M00156	Cytochrome c oxidase, cbb3-type	01100
342	ATP synthesis	M00157	F-type ATPase, prokaryotes and chloroplasts	00190
343	ATP synthesis	M00157	F-type ATPase, prokaryotes and chloroplasts	00195
344	ATP synthesis	M00157	F-type ATPase, prokaryotes and chloroplasts	01100
345	ATP synthesis	M00158	F-type ATPase, eukaryotes	00190
346	ATP synthesis	M00158	F-type ATPase, eukaryotes	01100
347	ATP synthesis	M00159	V/A-type ATPase, prokaryotes	00190
348	ATP synthesis	M00159	V/A-type ATPase, prokaryotes	01100
349	ATP synthesis	M00160	V-type ATPase, eukaryotes	00190
350	ATP synthesis	M00160	V-type ATPase, eukaryotes	01100
351	Fatty acid metabolism	M00082	Fatty acid biosynthesis, initiation	00061
352	Fatty acid metabolism	M00082	Fatty acid biosynthesis, initiation	01212
353	Fatty acid metabolism	M00082	Fatty acid biosynthesis, initiation	01100
354	Fatty acid metabolism	M00083	Fatty acid biosynthesis, elongation	00061
355	Fatty acid metabolism	M00083	Fatty acid biosynthesis, elongation	01212
356	Fatty acid metabolism	M00083	Fatty acid biosynthesis, elongation	01100
357	Fatty acid metabolism	M00873	Fatty acid biosynthesis in mitochondria, animals	00061
358	Fatty acid metabolism	M00873	Fatty acid biosynthesis in mitochondria, animals	01212
359	Fatty acid metabolism	M00873	Fatty acid biosynthesis in mitochondria, animals	01100
360	Fatty acid metabolism	M00874	Fatty acid biosynthesis in mitochondria, fungi	00061
361	Fatty acid metabolism	M00874	Fatty acid biosynthesis in mitochondria, fungi	01212
362	Fatty acid metabolism	M00874	Fatty acid biosynthesis in mitochondria, fungi	01100
363	Fatty acid metabolism	M00085	Fatty acid elongation in mitochondria	00062
364	Fatty acid metabolism	M00085	Fatty acid elongation in mitochondria	01212
365	Fatty acid metabolism	M00085	Fatty acid elongation in mitochondria	01100
366	Fatty acid metabolism	M00415	Fatty acid elongation in endoplasmic reticulum	00062
367	Fatty acid metabolism	M00415	Fatty acid elongation in endoplasmic reticulum	01040
368	Fatty acid metabolism	M00415	Fatty acid elongation in endoplasmic reticulum	01212
369	Fatty acid metabolism	M00415	Fatty acid elongation in endoplasmic reticulum	01100
370	Fatty acid metabolism	M00086	beta-Oxidation, acyl-CoA synthesis	00061
371	Fatty acid metabolism	M00086	beta-Oxidation, acyl-CoA synthesis	00071
372	Fatty acid metabolism	M00086	beta-Oxidation, acyl-CoA synthesis	01212
373	Fatty acid metabolism	M00086	beta-Oxidation, acyl-CoA synthesis	01100
374	Fatty acid metabolism	M00087	beta-Oxidation	00071
375	Fatty acid metabolism	M00087	beta-Oxidation	01212
376	Fatty acid metabolism	M00087	beta-Oxidation	01100
377	Fatty acid metabolism	M00861	beta-Oxidation, peroxisome, VLCFA	01040
378	Fatty acid metabolism	M00861	beta-Oxidation, peroxisome, VLCFA	01212
379	Fatty acid metabolism	M00861	beta-Oxidation, peroxisome, VLCFA	01100
380	Sterol biosynthesis	M00101	Cholesterol biosynthesis, FPP => cholesterol	00100
381	Sterol biosynthesis	M00101	Cholesterol biosynthesis, FPP => cholesterol	01100
382	Sterol biosynthesis	M00102	Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol	00100
383	Sterol biosynthesis	M00102	Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol	01100
384	Sterol biosynthesis	M00102	Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol	01110
385	Sterol biosynthesis	M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	00100
386	Sterol biosynthesis	M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	01100
387	Sterol biosynthesis	M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	01110
388	Sterol biosynthesis	M00103	Cholecalciferol biosynthesis	00100
389	Sterol biosynthesis	M00103	Cholecalciferol biosynthesis	01100
390	Sterol biosynthesis	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	00120
391	Sterol biosynthesis	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	01100
392	Sterol biosynthesis	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	00120
393	Sterol biosynthesis	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	01100
394	Sterol biosynthesis	M00862	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	00120
395	Sterol biosynthesis	M00862	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	01100
396	Sterol biosynthesis	M00107	Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone	00140
397	Sterol biosynthesis	M00107	Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone	01100
398	Sterol biosynthesis	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	00140
399	Sterol biosynthesis	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	01100
400	Sterol biosynthesis	M00109	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	00140
401	Sterol biosynthesis	M00109	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	01100
402	Sterol biosynthesis	M00110	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	00140
403	Sterol biosynthesis	M00110	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	01100
404	Sterol biosynthesis	M00976	C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone	00140
405	Sterol biosynthesis	M00976	C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone	01100
406	Sterol biosynthesis	M00977	C19-Steroid hormone biosynthesis (androgen backdoor pathway), pregnenolone => androsterone => dihydrotestosterone	00140
407	Sterol biosynthesis	M00977	C19-Steroid hormone biosynthesis (androgen backdoor pathway), pregnenolone => androsterone => dihydrotestosterone	01100
408	Lipid metabolism	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	00650
409	Lipid metabolism	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	01100
410	Lipid metabolism	M00089	Triacylglycerol biosynthesis	00561
411	Lipid metabolism	M00089	Triacylglycerol biosynthesis	01100
412	Lipid metabolism	M00098	Acylglycerol degradation	00561
413	Lipid metabolism	M00098	Acylglycerol degradation	01100
414	Lipid metabolism	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	00564
415	Lipid metabolism	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	01100
416	Lipid metabolism	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	00564
417	Lipid metabolism	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	01100
418	Lipid metabolism	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	00564
419	Lipid metabolism	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	01100
420	Lipid metabolism	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	00564
421	Lipid metabolism	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	01100
422	Lipid metabolism	M00094	Ceramide biosynthesis	00600
423	Lipid metabolism	M00094	Ceramide biosynthesis	01100
424	Lipid metabolism	M00066	Lactosylceramide biosynthesis	00600
425	Lipid metabolism	M00066	Lactosylceramide biosynthesis	01100
426	Lipid metabolism	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	00600
427	Lipid metabolism	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	00565
428	Lipid metabolism	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	01100
429	Lipid metabolism	M00099	Sphingosine biosynthesis	00600
430	Lipid metabolism	M00099	Sphingosine biosynthesis	01100
431	Lipid metabolism	M00100	Sphingosine degradation	00600
432	Lipid metabolism	M00100	Sphingosine degradation	01100
433	Lipid metabolism	M00113	Jasmonic acid biosynthesis	00592
434	Lipid metabolism	M00113	Jasmonic acid biosynthesis	01100
435	Lipid metabolism	M00113	Jasmonic acid biosynthesis	01110
436	Purine metabolism	M00048	De novo purine biosynthesis, PRPP + glutamine => IMP	00230
437	Purine metabolism	M00048	De novo purine biosynthesis, PRPP + glutamine => IMP	01100
438	Purine metabolism	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	00230
439	Purine metabolism	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	01232
440	Purine metabolism	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	01240
441	Purine metabolism	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	01100
442	Purine metabolism	M00050	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	00230
443	Purine metabolism	M00050	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	01232
444	Purine metabolism	M00050	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	01100
445	Purine metabolism	M00053	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	00230
446	Purine metabolism	M00053	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	00240
447	Purine metabolism	M00053	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	01232
448	Purine metabolism	M00053	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	01100
449	Purine metabolism	M00958	Adenine ribonucleotide degradation, AMP => Urate	00230
450	Purine metabolism	M00958	Adenine ribonucleotide degradation, AMP => Urate	01232
451	Purine metabolism	M00958	Adenine ribonucleotide degradation, AMP => Urate	01100
452	Purine metabolism	M00959	Guanine ribonucleotide degradation, GMP => Urate	00230
453	Purine metabolism	M00959	Guanine ribonucleotide degradation, GMP => Urate	01232
454	Purine metabolism	M00959	Guanine ribonucleotide degradation, GMP => Urate	01100
455	Purine metabolism	M00546	Purine degradation, xanthine => urea	00230
456	Purine metabolism	M00546	Purine degradation, xanthine => urea	01100
457	Pyrimidine metabolism	M00051	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	00240
458	Pyrimidine metabolism	M00051	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	01240
459	Pyrimidine metabolism	M00051	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	01100
460	Pyrimidine metabolism	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	00240
461	Pyrimidine metabolism	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	01232
462	Pyrimidine metabolism	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	01240
463	Pyrimidine metabolism	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	01100
464	Pyrimidine metabolism	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	00240
465	Pyrimidine metabolism	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	01232
466	Pyrimidine metabolism	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	01100
467	Pyrimidine metabolism	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	00240
468	Pyrimidine metabolism	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	00410
469	Pyrimidine metabolism	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	00770
470	Pyrimidine metabolism	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	01100
471	Pyrimidine metabolism	M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate	00240
472	Pyrimidine metabolism	M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate	01100
473	Serine and threonine metabolism	M00020	Serine biosynthesis, glycerate-3P => serine	00260
474	Serine and threonine metabolism	M00020	Serine biosynthesis, glycerate-3P => serine	00680
475	Serine and threonine metabolism	M00020	Serine biosynthesis, glycerate-3P => serine	01200
476	Serine and threonine metabolism	M00020	Serine biosynthesis, glycerate-3P => serine	01230
477	Serine and threonine metabolism	M00020	Serine biosynthesis, glycerate-3P => serine	01100
478	Serine and threonine metabolism	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	00260
479	Serine and threonine metabolism	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	01230
480	Serine and threonine metabolism	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	01100
481	Serine and threonine metabolism	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	01110
482	Serine and threonine metabolism	M00621	Glycine cleavage system	00260
483	Serine and threonine metabolism	M00621	Glycine cleavage system	00630
484	Serine and threonine metabolism	M00621	Glycine cleavage system	00785
485	Serine and threonine metabolism	M00621	Glycine cleavage system	01200
486	Serine and threonine metabolism	M00621	Glycine cleavage system	01100
487	Serine and threonine metabolism	M00555	Betaine biosynthesis, choline => betaine	00260
488	Serine and threonine metabolism	M00555	Betaine biosynthesis, choline => betaine	01100
489	Serine and threonine metabolism	M00974	Betaine metabolism, animals, betaine => glycine	00260
490	Serine and threonine metabolism	M00974	Betaine metabolism, animals, betaine => glycine	01100
491	Serine and threonine metabolism	M00975	Betaine degradation, bacteria, betaine => pyruvate	00260
492	Serine and threonine metabolism	M00975	Betaine degradation, bacteria, betaine => pyruvate	01100
493	Serine and threonine metabolism	M00033	Ectoine biosynthesis, aspartate => ectoine	00260
494	Serine and threonine metabolism	M00033	Ectoine biosynthesis, aspartate => ectoine	01210
495	Serine and threonine metabolism	M00033	Ectoine biosynthesis, aspartate => ectoine	01230
496	Serine and threonine metabolism	M00033	Ectoine biosynthesis, aspartate => ectoine	01100
497	Serine and threonine metabolism	M00033	Ectoine biosynthesis, aspartate => ectoine	01120
498	Serine and threonine metabolism	M00919	Ectoine degradation, ectoine => aspartate	00260
499	Serine and threonine metabolism	M00919	Ectoine degradation, ectoine => aspartate	01100
500	Serine and threonine metabolism	M00919	Ectoine degradation, ectoine => aspartate	01120
501	Cysteine and methionine metabolism	M00021	Cysteine biosynthesis, serine => cysteine	00270
502	Cysteine and methionine metabolism	M00021	Cysteine biosynthesis, serine => cysteine	00920
503	Cysteine and methionine metabolism	M00021	Cysteine biosynthesis, serine => cysteine	01200
504	Cysteine and methionine metabolism	M00021	Cysteine biosynthesis, serine => cysteine	01230
505	Cysteine and methionine metabolism	M00021	Cysteine biosynthesis, serine => cysteine	01100
506	Cysteine and methionine metabolism	M00021	Cysteine biosynthesis, serine => cysteine	01110
507	Cysteine and methionine metabolism	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	00260
508	Cysteine and methionine metabolism	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	00270
509	Cysteine and methionine metabolism	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	01230
510	Cysteine and methionine metabolism	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	01100
511	Cysteine and methionine metabolism	M00609	Cysteine biosynthesis, methionine => cysteine	00270
512	Cysteine and methionine metabolism	M00609	Cysteine biosynthesis, methionine => cysteine	01230
513	Cysteine and methionine metabolism	M00609	Cysteine biosynthesis, methionine => cysteine	01100
514	Cysteine and methionine metabolism	M00017	Methionine biosynthesis, aspartate => homoserine => methionine	00270
515	Cysteine and methionine metabolism	M00017	Methionine biosynthesis, aspartate => homoserine => methionine	01230
516	Cysteine and methionine metabolism	M00017	Methionine biosynthesis, aspartate => homoserine => methionine	01100
517	Cysteine and methionine metabolism	M00034	Methionine salvage pathway	00270
518	Cysteine and methionine metabolism	M00034	Methionine salvage pathway	01100
519	Cysteine and methionine metabolism	M00035	Methionine degradation	00270
520	Cysteine and methionine metabolism	M00035	Methionine degradation	01100
521	Cysteine and methionine metabolism	M00368	Ethylene biosynthesis, methionine => ethylene	00270
522	Cysteine and methionine metabolism	M00368	Ethylene biosynthesis, methionine => ethylene	01100
523	Cysteine and methionine metabolism	M00368	Ethylene biosynthesis, methionine => ethylene	01110
524	Branched-chain amino acid metabolism	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	00290
525	Branched-chain amino acid metabolism	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	00770
526	Branched-chain amino acid metabolism	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	01210
527	Branched-chain amino acid metabolism	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	01230
528	Branched-chain amino acid metabolism	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	01100
529	Branched-chain amino acid metabolism	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	01110
530	Branched-chain amino acid metabolism	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	00290
531	Branched-chain amino acid metabolism	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	00660
532	Branched-chain amino acid metabolism	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	01210
533	Branched-chain amino acid metabolism	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	01230
534	Branched-chain amino acid metabolism	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	01100
535	Branched-chain amino acid metabolism	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	00290
536	Branched-chain amino acid metabolism	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	01230
537	Branched-chain amino acid metabolism	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	01100
538	Branched-chain amino acid metabolism	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	00290
539	Branched-chain amino acid metabolism	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	01210
540	Branched-chain amino acid metabolism	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	01230
541	Branched-chain amino acid metabolism	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	01100
542	Branched-chain amino acid metabolism	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	01110
543	Branched-chain amino acid metabolism	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	00280
544	Branched-chain amino acid metabolism	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	01100
545	Lysine metabolism	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	00300
546	Lysine metabolism	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	01230
547	Lysine metabolism	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	01100
548	Lysine metabolism	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	00300
549	Lysine metabolism	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	01230
550	Lysine metabolism	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	01100
551	Lysine metabolism	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	00300
552	Lysine metabolism	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	01230
553	Lysine metabolism	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	01100
554	Lysine metabolism	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	00300
555	Lysine metabolism	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	01230
556	Lysine metabolism	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	01100
557	Lysine metabolism	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	01110
558	Lysine metabolism	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	00300
559	Lysine metabolism	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	01230
560	Lysine metabolism	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	01100
561	Lysine metabolism	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	00300
562	Lysine metabolism	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	01210
563	Lysine metabolism	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	01230
564	Lysine metabolism	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	01100
565	Lysine metabolism	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	00300
566	Lysine metabolism	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	01210
567	Lysine metabolism	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	01230
568	Lysine metabolism	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	01100
569	Lysine metabolism	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	00310
570	Lysine metabolism	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	01210
571	Lysine metabolism	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	01100
572	Lysine metabolism	M00956	Lysine degradation, bacteria, L-lysine => succinate	00310
573	Lysine metabolism	M00956	Lysine degradation, bacteria, L-lysine => succinate	01100
574	Lysine metabolism	M00956	Lysine degradation, bacteria, L-lysine => succinate	01120
575	Lysine metabolism	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	00310
576	Lysine metabolism	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	01100
577	Lysine metabolism	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	01120
578	Lysine metabolism	M00960	Lysine degradation, bacteria, L-lysine => D-lysine => succinate	00310
579	Lysine metabolism	M00960	Lysine degradation, bacteria, L-lysine => D-lysine => succinate	01100
580	Lysine metabolism	M00960	Lysine degradation, bacteria, L-lysine => D-lysine => succinate	01120
581	Arginine and proline metabolism	M00028	Ornithine biosynthesis, glutamate => ornithine	00220
582	Arginine and proline metabolism	M00028	Ornithine biosynthesis, glutamate => ornithine	01210
583	Arginine and proline metabolism	M00028	Ornithine biosynthesis, glutamate => ornithine	01230
584	Arginine and proline metabolism	M00028	Ornithine biosynthesis, glutamate => ornithine	01100
585	Arginine and proline metabolism	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	00220
586	Arginine and proline metabolism	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	01210
587	Arginine and proline metabolism	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	01230
588	Arginine and proline metabolism	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	01100
589	Arginine and proline metabolism	M00844	Arginine biosynthesis, ornithine => arginine	00220
590	Arginine and proline metabolism	M00844	Arginine biosynthesis, ornithine => arginine	01230
591	Arginine and proline metabolism	M00844	Arginine biosynthesis, ornithine => arginine	01100
592	Arginine and proline metabolism	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	00220
593	Arginine and proline metabolism	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	01230
594	Arginine and proline metabolism	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	01100
595	Arginine and proline metabolism	M00029	Urea cycle	00220
596	Arginine and proline metabolism	M00029	Urea cycle	01230
597	Arginine and proline metabolism	M00029	Urea cycle	01100
