	MAG	Gene	TCDB	Type	Control	AA	AA+Ab
981	Firmicutes sp. PD7	metabat1.megahit.20_7_425	2.A.86.1.11	NN	0.165744815548678	0.0	0.4304942965484365
982	Carbobacillus sp. PD11	metabat2.megahit.24_2_21	2.A.86.1.11	NN	0.24364261211044366	0.0	0.67973108678604
983	C. subterraneus PD13	metabat2.spades.15_23_1	2.A.86.1.11	NN	0.0	2.18238127294687	2.98226283434197
984	Limnochordia sp. PD14	metabat2.spades.18_3_103	2.A.86.1.11	NN	1.0530157234500332	1.576212539206433	1.407134936241375
985	Symbiobacterium sp. PD15	metabat2.spades.25_9_85	2.A.86.1.11	NN	0.0	0.0	1.5584315313535035
986	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_31_138	2.A.86.1.11	NN	0.0	0.5256426027626434	0.8831381018566811
987	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_7_1	2.A.86.1.11	NN	0.0	0.3342500531214067	1.0046137811863896
988	Tissierellaceae sp. PD12	metabat2.megahit.33_21_3	2.A.86.1.15	NN	6.167893253376223	5.650251850460499	6.428849138353264
989	C. subterraneus PD13	metabat2.spades.15_11_66	2.A.86.1.15	NN	8.84863691905613	9.010131955975746	10.096273886044575
990	Limnochordia sp. PD14	metabat2.spades.18_34_11	2.A.86.1.15	NN	6.27290972417848	6.988610122261659	6.675495264172525
991	Limnochordia sp. PD22	vamb.spades.1_23_32	2.A.86.1.15	NN	2.5472821276936934	0.8209173062300666	2.56950211857814
992	Limnochordia sp. PD14	metabat2.spades.18_24_31	2.A.86.1.16	NN	2.4250668216427766	2.6220221727672297	2.94959965610208
993	Limnochordia sp. PD22	vamb.spades.1_24_6	2.A.86.1.16	NN	0.8627033442093633	0.4960120924548133	2.088439522532485
994	Tissierellaceae sp. PD12	metabat2.megahit.33_5_17	2.A.86.1.8	NN	5.010634171146093	5.320891363048133	4.8363728383849445
995	T. xylanilyticum PD19	vamb.megahit.488_14_384	2.A.86.1.8	NN	1.6957688330341167	3.1380360910321596	2.25420617225896
996	Tepidimicrobiaceae sp. PD23	vamb.spades.1056_16_162	2.A.86.1.8	NN	0.42684621082230995	0.315821623014102	0.674956067663115
997	Tepidimicrobiaceae sp. PD26	vamb.spades.222_5_107	2.A.86.1.8	NN	2.9289919626538627	2.77347769174177	2.9191895254716798
998	Tepidanaerobacteraceae sp. PD3	maxbin2.megahit.017_128_65	2.A.86.1.9	NN	0.8725331461707434	1.4786227855021032	0.730690543402845
999	Symbiobacterium sp. PD15	metabat2.spades.25_2_142	2.A.86.1.9	NN	3.6786481099987296	3.4759567907854567	2.6941383296821497
1000	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_31_145	2.A.86.1.9	NN	1.1107819598158366	1.2630070625672467	1.85242439731921
1001	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_101_7	2.A.86.1.9	NN	0.7200883759090466	0.6271664394632247	0.4881197172795095
1002	Carbobacillus sp. PD11	metabat2.megahit.24_29_14	['2.A.87.1.2', '2.A.87.1.3']	NN	1.1185213649660233	0.9458780450959133	2.78152360079579
1003	T. xylanilyticum PD19	vamb.megahit.488_8_514	2.A.87.1.4	NN	0.39494270136172	0.7282447425182342	1.11192496066226
1004	M. thermautotrophicus PD4	maxbin2.spades.001_1_362	2.A.89.1.7	NN	8.287240500667165	8.630318016909186	8.595448811681056
1005	C. subterraneus PD13	metabat2.spades.15_15_17	['2.A.89.3.10', '2.A.89.3.1']	NN	7.041641189766383	7.0105160258972035	7.25829910976293
1006	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_12_38	2.A.9.3.10	NN	3.14882525297141	3.2780010334461607	3.1426195777541697
1007	Firmicutes sp. PD31	vamb.spades.812_36_3	2.A.9.3.10	NN	1.9015817046224102	0.70275601114258	1.1869979584252646
1008	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_92_23	2.A.9.3.10	NN	0.0	1.3713843843440603	1.1688318619209745
1009	Carbobacillus sp. PD11	metabat2.megahit.24_22_22	2.A.9.3.2	NN	0.8368724276729838	0.7834027818499334	1.3043439748411751
1010	Limnochordia sp. PD14	metabat2.spades.18_8_9	2.A.9.3.2	NN	4.77080770031057	6.219966065929583	5.880997170762354
1011	Peptococcales sp. PD24	vamb.spades.108_32_17	2.A.9.3.2	NN	3.5840123812400297	4.0438168921771664	4.36004059725577
1012	Lutisporaceae sp. PD17	vamb.megahit.295_33_6	2.A.9.3.5	NN	3.43326511810097	2.789853307816617	0.879791099883465
1013	Limnochordia sp. PD22	vamb.spades.1_1_55	2.A.9.3.7	NN	1.0166448074176098	1.7055517057490432	0.0
1014	M. thermautotrophicus PD4	maxbin2.spades.001_1_28	['2.A.96.1.9', '2.A.96.1.1']	NN	10.824604901468668	10.414897646233433	10.031838259902134
1015	M. wolfeii PD21	vamb.megahit.78_86_8	['2.A.96.1.9', '2.A.96.1.1']	NN	0.6473351907748937	0.0	0.0
1016	Firmicutes sp. PD7	metabat1.megahit.20_14_63	2.A.98.1.4	NN	0.0	0.38447720707398	0.80220321013013
1017	Tissierellaceae sp. PD12	metabat2.megahit.33_1_2	2.A.98.1.4	NN	3.5029870193621164	3.2020214706286865	1.75508670156497
1018	Limnochordia sp. PD14	metabat2.spades.18_10_67	2.A.98.1.4	NN	2.2096862028031867	3.93902149891194	3.50007766580238
1019	Limnochordia sp. PD22	vamb.spades.1_23_97	2.A.98.1.4	NN	0.2823021030703097	0.30930754293280266	1.6248850954352707
1020	Moorellia sp. PD5	maxbin2.spades.006_3_134	2.A.98.1.7	NN	7.876672731822537	3.3432440226627604	7.68610614602359
1021	Tepidimicrobiaceae sp. PD23	vamb.spades.1056_49_67	2.A.98.3.3	NN	0.0	0.0	1.13621966380419
1022	Tepidimicrobiaceae sp. PD26	vamb.spades.222_2_3	2.A.98.3.3	NN	2.7351025884772633	2.103587640877592	2.709713001144835
1023	Tepidimicrobiaceae sp. PD26	vamb.spades.222_20_21	2.A.98.3.3	NN	1.5329949145463235	6.262078832307714	7.388546840101325
1024	Limnochordia sp. PD22	vamb.spades.1_38_80	3.A.1.1.1	NN	2.3771309649004	1.3335896922236934	2.26058911604202
1025	Limnochordia sp. PD22	vamb.spades.1_38_81	['3.A.1.1.1', '3.A.1.1.44']	NN	0.8392680876593941	0.6301623292056067	1.6248850954352707
1026	Limnochordia sp. PD22	vamb.spades.1_8_6	3.A.1.1.10	NN	4.032184236339554	0.7349366530456566	0.700597327102225
1027	Symbiobacterium sp. PD15	metabat2.spades.25_64_1	3.A.1.1.11	NN	1.51795460552242	2.9588751567151603	2.549507870738695
1028	Carbobacillus sp. PD11	metabat2.megahit.24_12_29	3.A.1.1.16	NN	0.78788484106861	0.0	1.2346786327686798
1029	Limnochordia sp. PD14	metabat2.spades.18_6_16	['3.A.1.1.16', '3.A.1.1.13', '3.A.1.12.15', '3.A.1.6.12', '3.A.1.6.3']	AA	2.5354661776848566	1.2608689706820602	2.7065176366564403
1030	Limnochordia sp. PD14	metabat2.spades.18_71_3	3.A.1.1.16	NN	3.6867287040153403	3.8129174532751633	3.49982784043495
1031	Symbiobacterium sp. PD15	metabat2.spades.25_12_14	['3.A.1.1.16', '3.A.1.1.1', '3.A.1.1.13', '3.A.1.1.14', '3.A.1.1.17', '3.A.1.1.24', '3.A.1.1.25', '3.A.1.1.27', '3.A.1.1.28', '3.A.1.1.3', '3.A.1.1.32', '3.A.1.1.34', '3.A.1.1.38', '3.A.1.1.49', '3.A.1.1.5', '3.A.1.1.51', '3.A.1.1.52', '3.A.1.1.54', '3.A.1.1.8', '3.A.1.20.1']	NN	3.885896640411206	5.633721610200797	4.58938059591945
1032	Limnochordia sp. PD22	vamb.spades.1_40_46	['3.A.1.1.16', '3.A.1.12.14', '3.A.1.6.3']	AA	0.12274978326806	0.0	0.700597327102225
1033	Limnochordia sp. PD14	metabat2.spades.18_18_28	3.A.1.1.18	NN	5.908398648627124	4.426515123115934	5.19759535181425
1034	Limnochordia sp. PD22	vamb.spades.1_4_41	3.A.1.1.18	NN	0.6594938248724033	0.0	0.0
1035	Limnochordia sp. PD14	metabat2.spades.18_18_20	3.A.1.1.19	NN	5.359014363887103	3.3122817011383865	4.200982780064789
1036	Carbobacillus sp. PD11	metabat2.megahit.24_7_6	3.A.1.1.2	NN	2.668058281321087	0.7834027818499334	2.135750689189485
1037	Limnochordia sp. PD22	vamb.spades.1_31_4	3.A.1.1.20	NN	2.0930944942501633	1.01306228626913	1.9172280453144648
1038	Tissierellaceae sp. PD12	metabat2.megahit.33_2_22	3.A.1.1.22	NN	5.789828842585194	5.145086929661017	3.8612324316391504
1039	C. subterraneus PD13	metabat2.spades.15_14_17	3.A.1.1.22	NN	3.6137429843791598	6.728754287685803	6.295103542580275
1040	C. subterraneus PD13	metabat2.spades.15_14_18	3.A.1.1.22	NN	7.11741935354313	9.772576609380566	9.70275976143529
1041	Limnochordia sp. PD14	metabat2.spades.18_9_41	['3.A.1.1.22', '3.A.1.1.35']	NN	4.48824632063748	3.22126489662622	4.8530433495938095
1042	Limnochordia sp. PD14	metabat2.spades.18_21_2	['3.A.1.1.22', '3.A.1.1.1', '3.A.1.1.16', '3.A.1.1.17', '3.A.1.1.2', '3.A.1.12.13', '3.A.1.1.24', '3.A.1.1.25', '3.A.1.1.26', '3.A.1.1.27', '3.A.1.1.28', '3.A.1.1.3', '3.A.1.1.30', '3.A.1.1.31', '3.A.1.1.32', '3.A.1.1.34', '3.A.1.1.4', '3.A.1.1.45', '3.A.1.1.49', '3.A.1.1.5', '3.A.1.1.51', '3.A.1.1.52', '3.A.1.1.53', '3.A.1.1.54', '3.A.1.1.56', '3.A.1.1.8']	NN	9.202105382361943	8.200496553882575	9.75385223275823
1043	T. xylanilyticum PD19	vamb.megahit.488_5_15	['3.A.1.1.22', '3.A.1.1.1', '3.A.1.1.13', '3.A.1.1.15', '3.A.1.1.16', '3.A.1.1.17', '3.A.1.1.24', '3.A.1.1.25', '3.A.1.1.26', '3.A.1.1.27', '3.A.1.1.28', '3.A.1.1.3', '3.A.1.1.30', '3.A.1.1.31', '3.A.1.1.32', '3.A.1.1.34', '3.A.1.1.35', '3.A.1.1.38', '3.A.1.1.4', '3.A.1.1.45', '3.A.1.1.49', '3.A.1.1.5', '3.A.1.1.51', '3.A.1.1.52', '3.A.1.1.53', '3.A.1.1.54', '3.A.1.1.56', '3.A.1.1.8', '3.A.1.1.46']	NN	1.86503335696888	0.7282447425182342	1.222661369341695
1044	Limnochordia sp. PD22	vamb.spades.1_33_4	['3.A.1.1.22', '3.A.1.1.1', '3.A.1.1.16', '3.A.1.1.17', '3.A.1.1.2', '3.A.1.12.13', '3.A.1.1.24', '3.A.1.1.25', '3.A.1.1.26', '3.A.1.1.27', '3.A.1.1.28', '3.A.1.1.3', '3.A.1.1.30', '3.A.1.1.31', '3.A.1.1.32', '3.A.1.1.34', '3.A.1.1.38', '3.A.1.1.4', '3.A.1.1.45', '3.A.1.1.49', '3.A.1.1.5', '3.A.1.1.51', '3.A.1.1.52', '3.A.1.1.53', '3.A.1.1.54', '3.A.1.1.56', '3.A.1.1.8']	NN	5.522460890939727	3.41727411181399	3.6393839366550447
1045	Limnochordia sp. PD22	vamb.spades.1_38_79	3.A.1.1.22	NN	3.8968319966143965	1.8124499721832432	2.02618269537825
1046	Carbobacillus sp. PD11	metabat2.megahit.24_3_21	3.A.1.1.24	NN	1.5080200745493233	0.9090360898364499	1.41410313134559
1047	Carbobacillus sp. PD11	metabat2.megahit.24_3_22	3.A.1.1.24	NN	0.24364261211044366	0.0	0.5874793874775965
1048	Carbobacillus sp. PD11	metabat2.megahit.24_3_23	3.A.1.1.24	NN	0.15383410232057534	0.0	0.196531799637445
1049	Carbobacillus sp. PD11	metabat2.megahit.24_18_8	3.A.1.1.25	NN	0.0	0.0	0.630592492669099
1050	Limnochordia sp. PD14	metabat2.spades.18_10_60	3.A.1.1.25	NN	0.0	0.45805245728492	2.04772186635548
1051	Limnochordia sp. PD14	metabat2.spades.18_13_14	3.A.1.1.25	NN	5.231020564740593	4.392073918844374	5.6858284096600205
1052	Limnochordia sp. PD14	metabat2.spades.18_13_15	['3.A.1.1.25', '3.A.1.1.41', '3.A.1.1.44']	NN	5.3402107395809635	5.07302708483084	6.139042661993695
1053	Limnochordia sp. PD14	metabat2.spades.18_18_5	3.A.1.1.25	NN	6.834738329134527	5.30819138379175	7.34123508761026
1054	Symbiobacterium sp. PD15	metabat2.spades.25_7_114	['3.A.1.1.25', '3.A.1.10.4', '3.A.1.1.22', '3.A.1.1.26', '3.A.1.1.30', '3.A.1.1.4', '3.A.1.1.45', '3.A.1.1.53', '3.A.1.1.56', '3.A.1.19.2', '3.A.1.19.6', '3.A.1.6.9', '3.A.1.8.2']	NN	3.6859547630996032	1.7470178197835544	0.844781050012995
1055	Limnochordia sp. PD22	vamb.spades.1_40_44	['3.A.1.1.25', '3.A.1.12.11']	AA	0.30161843475285033	0.0	0.633990195634215
1056	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_6_3	['3.A.1.1.26', '3.A.1.1.1', '3.A.1.1.13', '3.A.1.1.16', '3.A.1.1.17', '3.A.1.1.22', '3.A.1.1.24', '3.A.1.1.25', '3.A.1.1.27', '3.A.1.1.28', '3.A.1.1.3', '3.A.1.1.30', '3.A.1.1.31', '3.A.1.1.32', '3.A.1.1.34', '3.A.1.1.35', '3.A.1.1.38', '3.A.1.1.4', '3.A.1.1.45', '3.A.1.1.49', '3.A.1.1.5', '3.A.1.1.51', '3.A.1.1.52', '3.A.1.1.53', '3.A.1.1.54', '3.A.1.1.56', '3.A.1.1.8', '3.A.1.20.4', '3.A.1.6.1', '3.A.1.6.5']	NN	1.3142805903440666	0.3367488655330833	0.284582841847715
1057	Limnochordia sp. PD22	vamb.spades.1_8_5	3.A.1.1.29	NN	4.293193105341003	0.4960120924548133	0.4322073929867255
1058	Limnochordia sp. PD22	vamb.spades.1_43_41	3.A.1.1.29	NN	4.5431719110983195	1.6605601889028767	2.362287793523535
1059	Limnochordia sp. PD22	vamb.spades.1_43_42	3.A.1.1.29	NN	2.3742564354105165	0.4960120924548133	0.700597327102225
1060	Limnochordia sp. PD22	vamb.spades.1_43_43	3.A.1.1.29	NN	0.98860812261942	0.30930754293280266	0.0
1061	Carbobacillus sp. PD11	metabat2.megahit.24_23_53	3.A.1.1.3	NN	0.42374003214585665	0.0	2.1219605732174003
1062	Carbobacillus sp. PD11	metabat2.megahit.24_23_55	3.A.1.1.3	NN	0.27020250927784334	0.0	1.11148677337403
1063	Limnochordia sp. PD14	metabat2.spades.18_60_4	3.A.1.1.3	NN	2.8813102271829103	2.0817882799113097	2.4553305820918947
1064	Limnochordia sp. PD14	metabat2.spades.18_60_5	3.A.1.1.3	NN	2.76794980514579	3.33827361429091	2.87108666989381
1065	Limnochordia sp. PD14	metabat2.spades.18_60_6	3.A.1.1.3	NN	2.7557320700687704	2.88454997015325	3.1368344486917152
1066	Limnochordia sp. PD14	metabat2.spades.18_27_18	3.A.1.1.32	NN	6.071375714650863	7.304480759635603	7.781041029867961
1067	Limnochordia sp. PD14	metabat2.spades.18_27_19	3.A.1.1.32	NN	6.681162650692603	7.050356487378224	7.64449130579608
1068	Limnochordia sp. PD14	metabat2.spades.18_27_20	3.A.1.1.32	NN	8.344382823730227	8.305827371426354	8.999129220042125
1069	Limnochordia sp. PD22	vamb.spades.1_12_9	3.A.1.1.32	NN	1.0831561583557352	0.0	0.0
1070	Limnochordia sp. PD22	vamb.spades.1_45_19	3.A.1.1.32	NN	4.610321933335293	2.4383495255907035	3.318659250872745
1071	Limnochordia sp. PD22	vamb.spades.1_45_20	3.A.1.1.32	NN	3.49204032783515	1.8860332891375997	2.167930779830695
1072	Carbobacillus sp. PD11	metabat2.megahit.24_11_46	['3.A.1.1.34', '3.A.1.1.1', '3.A.1.1.13', '3.A.1.1.15', '3.A.1.1.16', '3.A.1.1.17', '3.A.1.1.2', '3.A.1.1.22', '3.A.1.1.24', '3.A.1.1.25', '3.A.1.1.26', '3.A.1.1.27', '3.A.1.1.28', '3.A.1.1.3', '3.A.1.1.30', '3.A.1.1.31', '3.A.1.1.32', '3.A.1.1.35', '3.A.1.1.38', '3.A.1.1.4', '3.A.1.1.45', '3.A.1.1.49', '3.A.1.1.5', '3.A.1.1.51', '3.A.1.1.52', '3.A.1.1.53', '3.A.1.1.54', '3.A.1.1.56', '3.A.1.1.8', '3.A.1.20.1', '3.A.1.6.3', '3.A.1.1.46']	NN	3.2478220319792435	1.8902403602601165	5.711610835162665
1073	C. subterraneus PD13	metabat2.spades.15_2_90	['3.A.1.1.34', '3.A.1.10.1', '3.A.1.10.3', '3.A.1.10.4', '3.A.1.1.1', '3.A.1.11.1', '3.A.1.11.10', '3.A.1.1.13', '3.A.1.1.14', '3.A.1.1.16', '3.A.1.11.6', '3.A.1.1.17', '3.A.1.11.8', '3.A.1.11.9', '3.A.1.1.2', '3.A.1.12.15', '3.A.1.1.22', '3.A.1.1.24', '3.A.1.1.25', '3.A.1.1.26', '3.A.1.1.27', '3.A.1.1.28', '3.A.1.1.3', '3.A.1.1.30', '3.A.1.1.31', '3.A.1.1.32', '3.A.1.1.35', '3.A.1.1.38', '3.A.1.1.45', '3.A.1.1.49', '3.A.1.1.5', '3.A.1.1.51', '3.A.1.1.52', '3.A.1.1.53', '3.A.1.1.54', '3.A.1.1.56', '3.A.1.16.1', '3.A.1.16.4', '3.A.1.1.8', '3.A.1.19.1', '3.A.1.19.2', '3.A.1.19.6', '3.A.1.20.1', '3.A.1.20.3', '3.A.1.20.4', '3.A.1.6.5', '3.A.1.6.8', '3.A.1.8.2']	AA	12.246060591766167	13.2780945323484	12.5450214855114
1074	Limnochordia sp. PD14	metabat2.spades.18_12_30	3.A.1.1.34	NN	5.67356639640219	5.307287168181944	5.7686708175698005
1075	Limnochordia sp. PD14	metabat2.spades.18_28_1	3.A.1.1.34	NN	4.785492905878353	4.067061919660233	6.14073161955013
1076	Limnochordia sp. PD22	vamb.spades.1_29_11	3.A.1.1.34	NN	3.369901762093624	1.3004524004177334	1.28323784968025
1077	Limnochordia sp. PD22	vamb.spades.1_38_71	3.A.1.1.34	NN	2.1026696876305735	0.30930754293280266	1.6248850954352707
1078	Limnochordia sp. PD14	metabat2.spades.18_9_37	3.A.1.1.37	NN	3.9830859298598997	3.0090323578004603	5.248655995058606
1079	Limnochordia sp. PD22	vamb.spades.1_4_7	3.A.1.1.37	NN	1.4334930789306632	0.0	0.0
1080	Limnochordia sp. PD22	vamb.spades.1_4_17	3.A.1.1.37	NN	0.8392680876593941	0.0	0.0
1081	Tepidanaerobacteraceae sp. PD3	maxbin2.megahit.017_62_28	3.A.1.1.38	NN	0.33343944860552005	0.0	0.6422469686578065
1082	Carbobacillus sp. PD11	metabat2.megahit.24_13_10	['3.A.1.1.38', '3.A.1.1.14', '3.A.1.12.11']	AA	0.5955791112384533	0.0	0.5874793874775965
1083	Carbobacillus sp. PD11	metabat2.megahit.24_30_64	['3.A.1.1.38', '3.A.1.19.1', '3.A.1.6.8', '3.A.1.8.2']	NN	0.49353045392367	0.7834027818499334	1.23508564215636
1084	Limnochordia sp. PD14	metabat2.spades.18_9_40	['3.A.1.1.38', '3.A.1.6.5', '3.A.1.6.9']	NN	4.972421578701937	3.5995849405224463	5.469100719184805
1085	Limnochordia sp. PD14	metabat2.spades.18_68_2	3.A.1.1.38	NN	3.99892593344881	3.4822970204099897	4.287405766598985
1086	Limnochordia sp. PD14	metabat2.spades.18_68_3	3.A.1.1.38	NN	4.351219704575953	4.308278586855007	5.047895311192065
1087	Limnochordia sp. PD14	metabat2.spades.18_68_4	3.A.1.1.38	NN	5.099415176122196	4.909937747762963	5.674355595125685
1088	Limnochordia sp. PD14	metabat2.spades.18_68_5	3.A.1.1.38	NN	7.899868672327696	7.4431480820091425	8.14314495940152
1089	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_55_1	3.A.1.1.38	NN	1.28272719496176	0.7362967525662639	0.897575583384895
1090	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_55_3	['3.A.1.1.38', '3.A.1.1.41']	NN	0.45872038920555	0.0	0.663754217273703
1091	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_55_4	['3.A.1.1.38', '3.A.1.10.6', '3.A.1.1.1', '3.A.1.1.13', '3.A.1.1.14', '3.A.1.1.16', '3.A.1.1.17', '3.A.1.1.2', '3.A.1.1.22', '3.A.1.1.24', '3.A.1.1.25', '3.A.1.1.26', '3.A.1.1.27', '3.A.1.1.28', '3.A.1.1.3', '3.A.1.1.30', '3.A.1.1.31', '3.A.1.1.32', '3.A.1.1.34', '3.A.1.1.35', '3.A.1.1.4', '3.A.1.1.45', '3.A.1.1.49', '3.A.1.1.5', '3.A.1.1.51', '3.A.1.1.52', '3.A.1.1.53', '3.A.1.1.54', '3.A.1.1.56', '3.A.1.1.8', '3.A.1.20.4', '3.A.1.6.5']	NN	1.0341481231139467	0.8841552017231934	1.53618627458296
1092	C. subterraneus PD13	metabat2.spades.15_2_38	3.A.1.1.4	NN	2.85111760573033	3.4734231711937436	4.390502365281655
1093	C. subterraneus PD13	metabat2.spades.15_2_39	3.A.1.1.4	NN	4.066702449148946	3.7076206384956065	4.50234643708183
1094	C. subterraneus PD13	metabat2.spades.15_2_40	3.A.1.1.4	NN	6.988501600989079	6.276927441210293	7.458358664016645
1095	Carbobacillus sp. PD11	metabat2.megahit.24_4_56	3.A.1.1.41	NN	1.37101584318381	0.6433438982118367	2.61178901507395
1096	Carbobacillus sp. PD11	metabat2.megahit.24_4_57	3.A.1.1.41	NN	0.45990017633351665	0.0	0.6605073528509979
1097	Carbobacillus sp. PD11	metabat2.megahit.24_4_58	['3.A.1.1.41', '3.A.1.1.7']	NN	0.21552962371994766	0.0	0.2777944788385125
1098	Limnochordia sp. PD14	metabat2.spades.18_10_58	3.A.1.1.41	NN	4.14467404307947	3.6674687595204127	5.204176334076324
1099	Limnochordia sp. PD22	vamb.spades.1_38_153	['3.A.1.1.41', '3.A.1.1.7']	NN	0.650193592730989	0.0	0.633990195634215
1100	Limnochordia sp. PD22	vamb.spades.1_38_154	3.A.1.1.41	NN	1.85253519770923	0.0	0.700597327102225
1101	Limnochordia sp. PD22	vamb.spades.1_4_28	3.A.1.1.45	NN	0.30161843475285033	0.0	0.633990195634215
1102	Limnochordia sp. PD14	metabat2.spades.18_18_21	3.A.1.1.46	NN	4.992915922337416	2.8787568079283563	4.381939560677865
1103	Limnochordia sp. PD22	vamb.spades.1_24_13	3.A.1.1.46	NN	0.33966453055465334	0.0	1.0661975886209405
1104	Limnochordia sp. PD22	vamb.spades.1_24_14	3.A.1.1.46	NN	0.37485051387724666	0.0	0.4322073929867255
1105	Limnochordia sp. PD22	vamb.spades.1_4_52	3.A.1.1.49	NN	0.22045281414637166	0.30930754293280266	0.0
1106	Limnochordia sp. PD14	metabat2.spades.18_38_8	['3.A.1.1.5', '3.A.1.1.15', '3.A.1.6.8']	NN	4.9845998683282335	6.228811715808373	4.952768155869315
1107	Limnochordia sp. PD22	vamb.spades.1_4_8	3.A.1.1.5	NN	2.661245199501969	0.7349366530456566	1.529752015718155
1108	Limnochordia sp. PD22	vamb.spades.1_20_46	['3.A.1.1.5', '3.A.1.1.15', '3.A.1.1.35', '3.A.1.6.8']	NN	1.8872735092713733	1.6100873236687765	0.0
1109	Carbobacillus sp. PD11	metabat2.megahit.24_13_7	3.A.1.1.50	NN	1.2930379279643234	0.0	0.722461937845105
1110	Carbobacillus sp. PD11	metabat2.megahit.24_13_8	3.A.1.1.50	NN	0.18567056726186734	0.0	0.104938459283514
1111	Carbobacillus sp. PD11	metabat2.megahit.24_13_9	3.A.1.1.50	NN	0.18567056726186734	0.0	0.506216708276529
1112	Carbobacillus sp. PD11	metabat2.megahit.24_30_65	3.A.1.1.50	NN	0.38463821001393667	0.0	0.630592492669099
1113	Carbobacillus sp. PD11	metabat2.megahit.24_30_66	3.A.1.1.50	NN	1.204129351520957	0.0	0.104938459283514
1114	Carbobacillus sp. PD11	metabat2.megahit.24_30_67	3.A.1.1.50	NN	0.5095028889800933	0.0	1.9099781185572398
1115	Limnochordia sp. PD14	metabat2.spades.18_7_49	3.A.1.1.50	NN	5.3520950610069	4.8018694770827866	5.2278588196737505
1116	Limnochordia sp. PD14	metabat2.spades.18_53_5	3.A.1.1.50	NN	3.693689538959213	2.83313859354188	2.970410047132945
1117	Limnochordia sp. PD22	vamb.spades.1_15_18	3.A.1.1.50	NN	2.3870621216186	0.7349366530456566	1.82125919015987
1118	Limnochordia sp. PD22	vamb.spades.1_4_16	3.A.1.1.51	NN	0.8256730796238267	0.0	0.0
1119	C. subterraneus PD13	metabat2.spades.15_5_98	['3.A.1.1.52', '3.A.1.1.7']	NN	3.8198095793748634	2.5146918814264865	2.372260356070795
1120	Limnochordia sp. PD14	metabat2.spades.18_7_50	['3.A.1.1.52', '3.A.1.1.50']	NN	6.114621970534423	5.819083724551343	5.749094314987785
1121	Limnochordia sp. PD14	metabat2.spades.18_17_14	3.A.1.1.52	NN	5.491153447442843	5.20225241795146	5.859003157675115
1122	Limnochordia sp. PD14	metabat2.spades.18_38_6	3.A.1.1.52	NN	4.534858389107667	5.233120437950607	3.9326453864004804
1123	Limnochordia sp. PD14	metabat2.spades.18_53_4	3.A.1.1.52	NN	4.40971419631078	3.9850573678565038	3.528663988066715
1124	Limnochordia sp. PD22	vamb.spades.1_15_19	['3.A.1.1.52', '3.A.1.1.50']	NN	2.909471256880417	0.8553171462984533	1.28323784968025
1125	Limnochordia sp. PD22	vamb.spades.1_20_44	3.A.1.1.52	NN	2.122736082627982	1.5972593101888934	0.0
1126	Limnochordia sp. PD22	vamb.spades.1_27_58	3.A.1.1.52	NN	5.02556111415668	2.40752794470189	1.28323784968025
1127	Limnochordia sp. PD22	vamb.spades.1_27_59	3.A.1.1.52	NN	3.1227566441945434	0.6301623292056067	0.633990195634215
1128	Limnochordia sp. PD22	vamb.spades.1_27_60	3.A.1.1.52	NN	3.4048513920203667	0.8209173062300666	0.700597327102225
1129	Limnochordia sp. PD22	vamb.spades.1_29_10	3.A.1.1.52	NN	3.189433233250797	1.8124499721832432	2.34294649902497
1130	Carbobacillus sp. PD11	metabat2.megahit.24_23_54	3.A.1.1.57	NN	0.15383410232057534	0.0	0.196531799637445
1131	C. subterraneus PD13	metabat2.spades.15_5_97	['3.A.1.1.57', '3.A.1.1.50']	NN	3.8043084005146466	2.7552874902455535	2.81916871544741
1132	Limnochordia sp. PD14	metabat2.spades.18_17_15	3.A.1.1.57	NN	7.211762966252533	6.855292576041163	7.562259891961794
1133	Limnochordia sp. PD14	metabat2.spades.18_56_4	3.A.1.1.57	NN	4.921832167317403	3.3930281816148864	4.87471298759241
1134	Limnochordia sp. PD22	vamb.spades.1_31_5	3.A.1.1.57	NN	3.4981028622313866	1.1085266683493966	1.459651740622855
1135	Limnochordia sp. PD22	vamb.spades.1_37_7	3.A.1.1.57	NN	2.7921840037790435	0.0	0.4322073929867255
1136	Limnochordia sp. PD22	vamb.spades.1_37_8	3.A.1.1.57	NN	3.9383391773720167	0.0	0.89576182008394
1137	Carbobacillus sp. PD11	metabat2.megahit.24_7_7	3.A.1.1.6	NN	0.7219190145326134	0.0	1.1042822891809077
1138	Carbobacillus sp. PD11	metabat2.megahit.24_7_8	['3.A.1.1.6', '3.A.1.1.44']	NN	0.44215989749200335	0.0	0.9427861586944035
1139	C. subterraneus PD13	metabat2.spades.15_14_16	['3.A.1.1.6', '3.A.1.1.41', '3.A.1.1.44']	NN	3.4591537824317835	6.244583626095763	6.095592978465685
