MAIN	KEGG-Metabolism	Name	KO	KO-Name	EC
aminoacids	00280	Valine   leucine  and  isoleucine  degradation  	K00626	ACAT atoB; acetyl-CoA C-acetyltransferase 	2.3.1.9
aminoacids	00280	Valine   leucine  and  isoleucine  degradation  	K01641	HMGCS; hydroxymethylglutaryl-CoA synthase 	2.3.3.10
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K01754	E4.3.1.19 ilvA tdcB; threonine dehydratase 	4.3.1.19
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K17989	SDS SDH CHA1; L-serine/L-threonine ammonia-lyase 	4.3.1.17,4.3.1.17
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K09011	cimA; (R)-citramalate synthase 	2.3.3.21
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K01702	LEU1; 3-isopropylmalate dehydratase 	4.2.1.33
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K01703	leuC IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit 	4.2.1.33,4.2.1.33
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K01704	leuD IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit 	4.2.1.33,4.2.1.33
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K00052	leuB IMDH; 3-isopropylmalate dehydrogenase 	1.1.1.85
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K01652	E2.2.1.6L ilvB ilvG ilvI; acetolactate synthase I/II/III large subunit 	2.2.1.6
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K01653	E2.2.1.6S ilvH ilvN; acetolactate synthase I/III small subunit 	2.2.1.6
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K11258	ilvM; acetolactate synthase II small subunit 	2.2.1.6
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K00053	ilvC; ketol-acid reductoisomerase 	1.1.1.86
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K01687	ilvD; dihydroxy-acid dehydratase 	4.2.1.9
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K00826	E2.6.1.42 ilvE; branched-chain amino acid aminotransferase 	2.6.1.42
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K00263	E1.4.1.9; leucine dehydrogenase 	1.4.1.9
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K00835	avtA; valine--pyruvate aminotransferase 	2.6.1.66
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K14260	alaA; alanine-synthesizing transaminase 	2.6.1.66,2.6.1.66
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K01649	leuA IMS; 2-isopropylmalate synthase 	2.3.3.13
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K21359	MAM-IS IPMI2; 3-isopropylmalate/methylthioalkylmalate dehydratase small subunit 	4.2.1.33,4.2.1.33
aminoacids	00290	Valine   leucine  and  isoleucine  biosynthesis  	K21360	MAM-D IMDH3; 3-isopropylmalate/methylthioalkylmalate dehydrogenase 	1.1.1.85,1.1.1.85
aminoacids	00300	Lysine  biosynthesis  	K00003	hom; homoserine dehydrogenase 	1.1.1.3
aminoacids	00300	Lysine  biosynthesis  	K00928	lysC; aspartate kinase 	2.7.2.4
aminoacids	00300	Lysine  biosynthesis  	K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 	2.7.2.4,2.7.2.4
aminoacids	00300	Lysine  biosynthesis  	K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2 	2.7.2.4,2.7.2.4
aminoacids	00300	Lysine  biosynthesis  	K12526	lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase 	4.1.1.20,4.1.1.20
aminoacids	00300	Lysine  biosynthesis  	K00133	asd; aspartate-semialdehyde dehydrogenase 	1.2.1.11
aminoacids	00300	Lysine  biosynthesis  	K01714	dapA; 4-hydroxy-tetrahydrodipicolinate synthase 	4.3.3.7
aminoacids	00300	Lysine  biosynthesis  	K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase 	1.17.1.8
aminoacids	00300	Lysine  biosynthesis  	K00674	dapD; 2345-tetrahydropyridine-26-dicarboxylate N-succinyltransferase 	2.3.1.117
aminoacids	00300	Lysine  biosynthesis  	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase 	2.6.1.11,2.6.1.11
aminoacids	00300	Lysine  biosynthesis  	K14267	dapC; N-succinyldiaminopimelate aminotransferase 	2.6.1.17
aminoacids	00300	Lysine  biosynthesis  	K01439	dapE; succinyl-diaminopimelate desuccinylase 	3.5.1.18
aminoacids	00300	Lysine  biosynthesis  	K01778	dapF; diaminopimelate epimerase 	5.1.1.7
aminoacids	00300	Lysine  biosynthesis  	K10206	E2.6.1.83; LL-diaminopimelate aminotransferase 	2.6.1.83
aminoacids	00300	Lysine  biosynthesis  	K01586	lysA; diaminopimelate decarboxylase 	4.1.1.20
aminoacids	00300	Lysine  biosynthesis  	K05822	dapH dapD; tetrahydrodipicolinate N-acetyltransferase 	2.3.1.89
aminoacids	00300	Lysine  biosynthesis  	K00841	patA; aminotransferase 	2.6.1.-
aminoacids	00300	Lysine  biosynthesis  	K05823	dapL; N-acetyldiaminopimelate deacetylase 	3.5.1.47
aminoacids	00300	Lysine  biosynthesis  	K03340	dapdh; diaminopimelate dehydrogenase 	1.4.1.16
aminoacids	00300	Lysine  biosynthesis  	K01655	LYS21 LYS20; homocitrate synthase 	2.3.3.14
aminoacids	00300	Lysine  biosynthesis  	K10977	aksA; methanogen homocitrate synthase 	2.3.3.14,2.3.3.14
aminoacids	00300	Lysine  biosynthesis  	K17450	ACO2; homoaconitase 	4.2.1.-
aminoacids	00300	Lysine  biosynthesis  	K01705	LYS4; homoaconitate hydratase 	4.2.1.36
aminoacids	00300	Lysine  biosynthesis  	K16792	aksD; methanogen homoaconitase large subunit 	4.2.1.114
aminoacids	00300	Lysine  biosynthesis  	K16793	aksE; methanogen homoaconitase small subunit 	4.2.1.114
aminoacids	00300	Lysine  biosynthesis  	K05824	LYS12; homoisocitrate dehydrogenase 	1.1.1.87
aminoacids	00300	Lysine  biosynthesis  	K10978	aksF; methanogen homoisocitrate dehydrogenase 	1.1.1.87,1.1.1.87
aminoacids	00300	Lysine  biosynthesis  	K17753	HICDH; isocitrate--homoisocitrate dehydrogenase 	1.1.1.286
aminoacids	00300	Lysine  biosynthesis  	K00825	AADAT KAT2; kynurenine/2-aminoadipate aminotransferase 	2.6.1.7,2.6.1.7
aminoacids	00300	Lysine  biosynthesis  	K00838	ARO8; aromatic amino acid aminotransferase I / 2-aminoadipate transaminase 	2.6.1.57,2.6.1.39,2.6.1.27,2.6.1.27
aminoacids	00300	Lysine  biosynthesis  	K05825	LYSN; 2-aminoadipate transaminase 	2.6.1.-
aminoacids	00300	Lysine  biosynthesis  	K00143	LYS2; L-2-aminoadipate reductase 	1.2.1.95
aminoacids	00300	Lysine  biosynthesis  	K00293	LYS9; saccharopine dehydrogenase (NADP+ L-glutamate forming) 	1.5.1.10
aminoacids	00300	Lysine  biosynthesis  	K24034	SPE3-LYS9; spermidine synthase / saccharopine dehydrogenase (NADP+ L-glutamate-forming) 	2.5.1.16,2.5.1.16
aminoacids	00300	Lysine  biosynthesis  	K00290	LYS1; saccharopine dehydrogenase (NAD+ L-lysine forming) 	1.5.1.7
aminoacids	00300	Lysine  biosynthesis  	K05826	['lysW,', 'argW;', 'alpha-aminoadipate/glutamate', 'carrier', 'protein', 'LysW\n']	-
aminoacids	00300	Lysine  biosynthesis  	K05827	lysX; lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase 	lysine-biosynthesis-protein,LysW---L-2-aminoadipate,ligase,ligase
aminoacids	00300	Lysine  biosynthesis  	K25032	K25032; alpha-aminoadipate-LysW ligase/glutamate-LysW ligase 	6.3.2.43,6.3.2.43
aminoacids	00300	Lysine  biosynthesis  	K05828	lysZ argB; amino group carrier protein]-L-2-aminoadipate/L-glutamate 6-kinase 	amino,group,carrier,protein-L-2-aminoadipate/L-glutamate,6-kinase,6-kinase
aminoacids	00300	Lysine  biosynthesis  	K05829	lysY argC; amino group carrier protein]-6-phospho-L-2-aminoadipate/5-phospho-L-glutamate reductase 	amino,group,carrier,protein-6-phospho-L-2-aminoadipate/5-phospho-L-glutamate,reductase,reductase
aminoacids	00300	Lysine  biosynthesis  	K05830	lysJ argD; amino-group carrier protein]-gamma-(L-lysyl/L-ornithyl)-L-glutamate aminotransferase 	amino-group,carrier,protein-gamma-(L-lysyl/L-ornithyl)-L-glutamate,aminotransferase,aminotransferase
aminoacids	00300	Lysine  biosynthesis  	K05831	lysK argE; amino group carrier protein]-lysine/ornithine hydrolase 	amino,group,carrier,protein-lysine/ornithine,hydrolase,hydrolase
aminoacids	00300	Lysine  biosynthesis  	K01928	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--26-diaminopimelate ligase 	6.3.2.13
aminoacids	00300	Lysine  biosynthesis  	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase 	6.3.2.10
aminoacids	00300	Lysine  biosynthesis  	K15792	murEF; MurE/MurF fusion protein 	6.3.2.13,6.3.2.13
aminoacids	00300	Lysine  biosynthesis  	K01798	alr-murF; Alr-MurF fusion protein 	5.1.1.1,5.1.1.1
aminoacids	00300	Lysine  biosynthesis  	K16180	pylB; methylornithine synthase 	5.4.99.58
aminoacids	00300	Lysine  biosynthesis  	K16181	pylC; 3-methylornithine--L-lysine ligase 	6.3.2.59
aminoacids	00300	Lysine  biosynthesis  	K16182	pylD; 3-methylornithyl-N6-L-lysine dehydrogenase 	1.4.1.-
aminoacids	00310	Lysine  degradation  	K00290	LYS1; saccharopine dehydrogenase (NAD+ L-lysine forming) 	1.5.1.7
aminoacids	00310	Lysine  degradation  	K14157	AASS; alpha-aminoadipic semialdehyde synthase 	1.5.1.8,1.5.1.8
aminoacids	00310	Lysine  degradation  	K00293	LYS9; saccharopine dehydrogenase (NADP+ L-glutamate forming) 	1.5.1.10
aminoacids	00310	Lysine  degradation  	K24034	SPE3-LYS9; spermidine synthase / saccharopine dehydrogenase (NADP+ L-glutamate-forming) 	2.5.1.16,2.5.1.16
aminoacids	00310	Lysine  degradation  	K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 	1.2.1.31,1.2.1.8,1.2.1.8
aminoacids	00310	Lysine  degradation  	K26061	['amaB;', 'L-aminoadipate-semialdehyde', 'dehydrogenase\n']	-
aminoacids	00310	Lysine  degradation  	K26062	K26062; 2-aminoadipate transaminase 	2.6.1.39
aminoacids	00310	Lysine  degradation  	K00825	AADAT KAT2; kynurenine/2-aminoadipate aminotransferase 	2.6.1.7,2.6.1.7
aminoacids	00310	Lysine  degradation  	K15791	DHKTD1; 2-oxoadipate dehydrogenase E1 component 	1.2.4.-
aminoacids	00310	Lysine  degradation  	K00658	DLST sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) 	2.3.1.61
aminoacids	00310	Lysine  degradation  	K00382	DLD lpd pdhD; dihydrolipoyl dehydrogenase 	1.8.1.4
aminoacids	00310	Lysine  degradation  	K00252	GCDH gcdH; glutaryl-CoA dehydrogenase 	1.3.8.6
aminoacids	00310	Lysine  degradation  	K01692	paaF echA; enoyl-CoA hydratase 	4.2.1.17
aminoacids	00310	Lysine  degradation  	K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase 	1.1.1.35,4.2.1.17,5.1.2.3,5.1.2.3
aminoacids	00310	Lysine  degradation  	K01782	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase 	1.1.1.35,4.2.1.17,4.2.1.17
aminoacids	00310	Lysine  degradation  	K07515	HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase 	4.2.1.17,4.2.1.17
aminoacids	00310	Lysine  degradation  	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 32-trans-enoyl-CoA isomerase 	4.2.1.17,1.1.1.35,1.1.1.35
aminoacids	00310	Lysine  degradation  	K07511	ECHS1; enoyl-CoA hydratase 	4.2.1.17
aminoacids	00310	Lysine  degradation  	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase 	1.1.1.35
aminoacids	00310	Lysine  degradation  	K00626	ACAT atoB; acetyl-CoA C-acetyltransferase 	2.3.1.9
aminoacids	00310	Lysine  degradation  	K18201	AGPHD1; hydroxylysine kinase 	2.7.1.81
aminoacids	00310	Lysine  degradation  	K18202	AGXT2L2; 5-phosphonooxy-L-lysine phospho-lyase 	4.2.3.134
aminoacids	00310	Lysine  degradation  	K00468	davB; lysine 2-monooxygenase 	1.13.12.2
aminoacids	00310	Lysine  degradation  	K01506	davA; 5-aminopentanamidase 	3.5.1.30
aminoacids	00310	Lysine  degradation  	K25316	racX ygeA; amino-acid racemase 	5.1.1.10
aminoacids	00310	Lysine  degradation  	K25317	alr bsrV; amino-acid racemase 	5.1.1.10
aminoacids	00310	Lysine  degradation  	K01582	E4.1.1.18 ldcC cadA; lysine decarboxylase 	4.1.1.18
aminoacids	00310	Lysine  degradation  	K23385	dokD; D-ornithine/D-lysine decarboxylase 	4.1.1.116
aminoacids	00310	Lysine  degradation  	K09251	patA; putrescine aminotransferase 	2.6.1.82
aminoacids	00310	Lysine  degradation  	K00137	prr; aminobutyraldehyde dehydrogenase 	1.2.1.19
aminoacids	00310	Lysine  degradation  	K14268	davT gabT; 5-aminovalerate/4-aminobutyrate aminotransferase 	2.6.1.48,2.6.1.48
aminoacids	00310	Lysine  degradation  	K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase 	2.6.1.19,2.6.1.22,2.6.1.22
aminoacids	00310	Lysine  degradation  	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase 	1.2.1.16,1.2.1.79,1.2.1.79
aminoacids	00310	Lysine  degradation  	K15737	csiD; glutarate dioxygenase 	1.14.11.64
aminoacids	00310	Lysine  degradation  	K15736	lhgO; (S)-2-hydroxyglutarate dehydrogenase 	1.1.5.13
aminoacids	00310	Lysine  degradation  	K25986	ydcJ; 2-oxoadipate dioxygenase/decarboxylase 	1.13.11.93
aminoacids	00310	Lysine  degradation  	K26063	ydiJ; (R)-2-hydroxyglutarate dehydrogenase 	1.1.-.-
aminoacids	00310	Lysine  degradation  	K01041	gcdG caiB; glutaryl-CoA transferase 	2.8.3.-
aminoacids	00310	Lysine  degradation  	K01843	kamA; lysine 23-aminomutase 	5.4.3.2
aminoacids	00310	Lysine  degradation  	K01844	kamD; beta-lysine 56-aminomutase alpha subunit 	5.4.3.3
aminoacids	00310	Lysine  degradation  	K18011	kamE; beta-lysine 56-aminomutase beta subunit 	5.4.3.3
aminoacids	00310	Lysine  degradation  	K18012	kdd; L-erythro-35-diaminohexanoate dehydrogenase 	1.4.1.11
aminoacids	00310	Lysine  degradation  	K18013	kce; 3-keto-5-aminohexanoate cleavage enzyme 	2.3.1.247
aminoacids	00310	Lysine  degradation  	K18014	kal; 3-aminobutyryl-CoA ammonia-lyase 	4.3.1.14
aminoacids	00310	Lysine  degradation  	K01034	atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit 	2.8.3.8,2.8.3.8
aminoacids	00310	Lysine  degradation  	K01035	atoA; acetate CoA/acetoacetate CoA-transferase beta subunit 	2.8.3.8,2.8.3.8
aminoacids	00310	Lysine  degradation  	K21672	ord; 24-diaminopentanoate dehydrogenase 	1.4.1.12,1.4.1.12
aminoacids	00310	Lysine  degradation  	K00824	dat; D-alanine transaminase 	2.6.1.21
aminoacids	00310	Lysine  degradation  	K26064	['amaD;', 'D-lysine', 'oxidase\n']	-
aminoacids	00310	Lysine  degradation  	K13609	dpkA lhpD; delta1-piperideine-2-carboxylate reductase 	1.5.1.21
aminoacids	00310	Lysine  degradation  	K19743	lhpI; 1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase NAD(P)H] 	NAD(P)H,NAD(P)H
aminoacids	00310	Lysine  degradation  	K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase 	1.5.3.1,1.5.3.1
aminoacids	00310	Lysine  degradation  	K26065	['amaA;', 'L-pipecolate', 'oxidase\n']	-
aminoacids	00310	Lysine  degradation  	K18854	LYC1; acetyl-CoA:lysine N6-acetyltransferase 	2.3.1.306
aminoacids	00310	Lysine  degradation  	K18804	CTM1; cytochrome c]-lysine N-methyltransferase 	cytochrome,c-lysine,N-methyltransferase,N-methyltransferase
aminoacids	00310	Lysine  degradation  	K18826	CAMKMT; calmodulin-lysine N-methyltransferase 	2.1.1.60
aminoacids	00310	Lysine  degradation  	K09186	MLL1; histone H3]-lysine4 N-trimethyltransferase MLL1 	histone,H3-lysine4,N-trimethyltransferase,MLL1,MLL1
aminoacids	00310	Lysine  degradation  	K09187	MLL2 ALR; histone H3]-lysine4 N-trimethyltransferase MLL2 	histone,H3-lysine4,N-trimethyltransferase,MLL2,MLL2
aminoacids	00310	Lysine  degradation  	K09188	MLL3; histone H3]-lysine4 N-trimethyltransferase MLL3 	histone,H3-lysine4,N-trimethyltransferase,MLL3,MLL3
aminoacids	00310	Lysine  degradation  	K14959	MLL4; histone H3]-lysine4 N-trimethyltransferase MLL4 	histone,H3-lysine4,N-trimethyltransferase,MLL4,MLL4
aminoacids	00310	Lysine  degradation  	K09189	MLL5; histone H3]-lysine4 N-trimethyltransferase MLL5 	histone,H3-lysine4,N-trimethyltransferase,MLL5,MLL5
aminoacids	00310	Lysine  degradation  	K11422	SETD1 SET1; histone H3]-lysine4 N-trimethyltransferase SETD1 	histone,H3-lysine4,N-trimethyltransferase,SETD1,SETD1
aminoacids	00310	Lysine  degradation  	K11431	SETD7; histone H3]-lysine4 N-methyltransferase 	histone,H3-lysine4,N-methyltransferase,N-methyltransferase
aminoacids	00310	Lysine  degradation  	K20796	PRDM7_9; histone H3]-lysine4 N-trimethyltransferase PRDM7/9 	histone,H3-lysine4,N-trimethyltransferase,PRDM7/9,PRDM7/9
aminoacids	00310	Lysine  degradation  	K06101	ASH1L; histone H3]-lysine4 N-trimethyltransferase ASH1L 	histone,H3-lysine4,N-trimethyltransferase,ASH1L,ASH1L
aminoacids	00310	Lysine  degradation  	K11426	SMYD; histone H3]-lysine4/36 N-trimethyltransferase SMYD 	histone,H3-lysine4/36,N-trimethyltransferase,SMYD,SMYD
aminoacids	00310	Lysine  degradation  	K22748	ATXR3 SDG2; histone H3]-lysine4 N-trimethyltransferase ATXR3 	histone,H3-lysine4,N-trimethyltransferase,ATXR3,ATXR3
aminoacids	00310	Lysine  degradation  	K11419	SUV39H CLR4; histone H3]-lysine9 N-trimethyltransferase SUV39H 	histone,H3-lysine9,N-trimethyltransferase,SUV39H,SUV39H
aminoacids	00310	Lysine  degradation  	K11420	EHMT; histone H3]-lysine9 N-trimethyltransferase EHMT 	histone,H3-lysine9,N-trimethyltransferase,EHMT,EHMT
aminoacids	00310	Lysine  degradation  	K11421	SETDB1; histone H3]-N6N6-dimethyl-lysine9 N-methyltransferase 	histone,H3-N6,N6-dimethyl-lysine9,N-methyltransferase,N-methyltransferase
aminoacids	00310	Lysine  degradation  	K18494	SETDB2; histone H3]-lysine9 N-trimethyltransferase SETDB2 	histone,H3-lysine9,N-trimethyltransferase,SETDB2,SETDB2
aminoacids	00310	Lysine  degradation  	K11432	PRDM2 RIZ; histone H3]-lysine9 N-trimethyltransferase PRDM2 	histone,H3-lysine9,N-trimethyltransferase,PRDM2,PRDM2
aminoacids	00310	Lysine  degradation  	K17451	EZH1; histone H3]-lysine27 N-trimethyltransferase EZH1 	histone,H3-lysine27,N-trimethyltransferase,EZH1,EZH1
aminoacids	00310	Lysine  degradation  	K11430	EZH2; histone H3]-lysine27 N-trimethyltransferase EZH2 	histone,H3-lysine27,N-trimethyltransferase,EZH2,EZH2
aminoacids	00310	Lysine  degradation  	K11433	SETMAR; histone H3]-lysine36 N-dimethyltransferase SETMAR 	histone,H3-lysine36,N-dimethyltransferase,SETMAR,SETMAR
aminoacids	00310	Lysine  degradation  	K15588	NSD1; histone H3]-lysine36 N-dimethyltransferase NSD1 	histone,H3-lysine36,N-dimethyltransferase,NSD1,NSD1
aminoacids	00310	Lysine  degradation  	K11424	WHSC1 MMSET NSD2; histone H3]-lysine36 N-dimethyltransferase NSD2 	histone,H3-lysine36,N-dimethyltransferase,NSD2,NSD2
aminoacids	00310	Lysine  degradation  	K11425	WHSC1L1 NSD3; histone H3]-lysine4 N-dimethyltransferase / histone H3]-lysine27 N-dimethyltransferase 	histone,H3-lysine4,N-dimethyltransferase,/,/
aminoacids	00310	Lysine  degradation  	K11423	SETD2; histone H3]-lysine36 N-trimethyltransferase 	histone,H3-lysine36,N-trimethyltransferase,N-trimethyltransferase
aminoacids	00310	Lysine  degradation  	K23700	SET2; histone H3]-lysine36 N-trimethyltransferase 	histone,H3-lysine36,N-trimethyltransferase,N-trimethyltransferase
aminoacids	00310	Lysine  degradation  	K11427	DOT1L DOT1; histone H3]-lysine79 N-trimethyltransferase 	histone,H3-lysine79,N-trimethyltransferase,N-trimethyltransferase
aminoacids	00310	Lysine  degradation  	K11428	SETD8; histone H4]-lysine20 N-methyltransferase SETD8 	histone,H4-lysine20,N-methyltransferase,SETD8,SETD8
aminoacids	00310	Lysine  degradation  	K20795	PRDM6; histone H4]-lysine20 N-methyltransferase PRDM6 	histone,H4-lysine20,N-methyltransferase,PRDM6,PRDM6
aminoacids	00310	Lysine  degradation  	K11429	SUV420H; histone H4]-N-methyl-L-lysine20 N-methyltransferase 	histone,H4-N-methyl-L-lysine20,N-methyltransferase,N-methyltransferase
aminoacids	00310	Lysine  degradation  	K04462	MECOM EVI1 PRDM3; histone H3]-lysine9 N-methyltransferase (ecotropic virus integration site 1 protein) 	histone,H3-lysine9,N-methyltransferase,(ecotropic,virus,integration,site,1,protein),protein)
aminoacids	00310	Lysine  degradation  	K22410	PRDM16; histone H3]-lysine9 N-methyltransferase 	histone,H3-lysine9,N-methyltransferase,N-methyltransferase
aminoacids	00310	Lysine  degradation  	K24405	SUVH1; histone H3]-lysine9 N-dimethyltransferase 	histone,H3-lysine9,N-dimethyltransferase,N-dimethyltransferase
aminoacids	00310	Lysine  degradation  	K24406	ATXR5_6; histone H3]-lysine27 N-methyltransferase 	histone,H3-lysine27,N-methyltransferase,N-methyltransferase
aminoacids	00310	Lysine  degradation  	K24407	SET9; histone H4]-lysine20 N-trimethyltransferase 	histone,H4-lysine20,N-trimethyltransferase,N-trimethyltransferase
aminoacids	00310	Lysine  degradation  	K00474	TMLHE; trimethyllysine dioxygenase 	1.14.11.8
aminoacids	00310	Lysine  degradation  	K00128	ALDH; aldehyde dehydrogenase (NAD+) 	1.2.1.3
aminoacids	00310	Lysine  degradation  	K00149	ALDH9A1; aldehyde dehydrogenase family 9 member A1 	1.2.1.47,1.2.1.47
aminoacids	00310	Lysine  degradation  	K00471	BBOX1; gamma-butyrobetaine dioxygenase 	1.14.11.1
aminoacids	00310	Lysine  degradation  	K00473	PLOD1; procollagen-lysine2-oxoglutarate 5-dioxygenase 1 	1.14.11.4
aminoacids	00310	Lysine  degradation  	K13645	PLOD2; procollagen-lysine2-oxoglutarate 5-dioxygenase 2 	1.14.11.4
aminoacids	00310	Lysine  degradation  	K13646	PLOD3; lysyl hydroxylase/galactosyltransferase/glucosyltransferase 	1.14.11.4,2.4.1.50,2.4.1.50
aminoacids	00310	Lysine  degradation  	K13647	PLODN; procollagen-lysine2-oxoglutarate 5-dioxygenase invertebrate 	1.14.11.4
aminoacids	00310	Lysine  degradation  	K11703	GLT25D; collagen beta-1O-galactosyltransferase 	2.4.1.50
aminoacids	00220	Arginine  biosynthesis  	K00611	OTC argF argI; ornithine carbamoyltransferase 	2.1.3.3
aminoacids	00220	Arginine  biosynthesis  	K09065	argF; N-acetylornithine carbamoyltransferase 	2.1.3.9
aminoacids	00220	Arginine  biosynthesis  	K01940	argG ASS1; argininosuccinate synthase 	6.3.4.5
aminoacids	00220	Arginine  biosynthesis  	K01755	argH ASL; argininosuccinate lyase 	4.3.2.1
aminoacids	00220	Arginine  biosynthesis  	K14681	argHA; argininosuccinate lyase / amino-acid N-acetyltransferase 	4.3.2.1,4.3.2.1
aminoacids	00220	Arginine  biosynthesis  	K01476	E3.5.3.1 rocF arg; arginase 	3.5.3.1
aminoacids	00220	Arginine  biosynthesis  	K01941	E6.3.4.6; urea carboxylase 	6.3.4.6
aminoacids	00220	Arginine  biosynthesis  	K01457	atzF; allophanate hydrolase 	3.5.1.54
aminoacids	00220	Arginine  biosynthesis  	K14541	DUR1; urea carboxylase / allophanate hydrolase 	6.3.4.6,6.3.4.6
aminoacids	00220	Arginine  biosynthesis  	K01427	URE; urease 	3.5.1.5
aminoacids	00220	Arginine  biosynthesis  	K01428	ureC; urease subunit alpha 	3.5.1.5
aminoacids	00220	Arginine  biosynthesis  	K01429	ureB; urease subunit beta 	3.5.1.5
aminoacids	00220	Arginine  biosynthesis  	K01430	ureA; urease subunit gamma 	3.5.1.5
aminoacids	00220	Arginine  biosynthesis  	K14048	ureAB; urease subunit gamma/beta 	3.5.1.5
aminoacids	00220	Arginine  biosynthesis  	K01478	arcA; arginine deiminase 	3.5.3.6
aminoacids	00220	Arginine  biosynthesis  	K13240	NOS1; nitric-oxide synthase brain 	1.14.13.39
aminoacids	00220	Arginine  biosynthesis  	K13241	NOS2; nitric-oxide synthase inducible 	1.14.13.39
aminoacids	00220	Arginine  biosynthesis  	K13242	NOS3; nitric-oxide synthase endothelial 	1.14.13.39
aminoacids	00220	Arginine  biosynthesis  	K13427	NOA1; nitric-oxide synthase plant 	1.14.13.39
aminoacids	00220	Arginine  biosynthesis  	K00491	nos; nitric-oxide synthase bacterial 	1.14.14.47
aminoacids	00220	Arginine  biosynthesis  	K01425	glsA GLS; glutaminase 	3.5.1.2
aminoacids	00220	Arginine  biosynthesis  	K23265	purQ; phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase 	6.3.5.3,6.3.5.3
aminoacids	00220	Arginine  biosynthesis  	K05597	aspQ ansB ansA; glutamin-(asparagin-)ase 	3.5.1.38
aminoacids	00220	Arginine  biosynthesis  	K01915	glnA GLUL; glutamine synthetase 	6.3.1.2
aminoacids	00220	Arginine  biosynthesis  	K15371	GDH2; glutamate dehydrogenase 	1.4.1.2
aminoacids	00220	Arginine  biosynthesis  	K00260	gudB rocG; glutamate dehydrogenase 	1.4.1.2
aminoacids	00220	Arginine  biosynthesis  	K00261	GLUD1_2 gdhA; glutamate dehydrogenase (NAD(P)+) 	1.4.1.3
aminoacids	00220	Arginine  biosynthesis  	K00262	E1.4.1.4 gdhA; glutamate dehydrogenase (NADP+) 	1.4.1.4
aminoacids	00220	Arginine  biosynthesis  	K01948	CPS1; carbamoyl-phosphate synthase (ammonia) 	6.3.4.16
aminoacids	00220	Arginine  biosynthesis  	K00926	arcC; carbamate kinase 	2.7.2.2
aminoacids	00220	Arginine  biosynthesis  	K14454	GOT1; aspartate aminotransferase cytoplasmic 	2.6.1.1
aminoacids	00220	Arginine  biosynthesis  	K14455	GOT2; aspartate aminotransferase mitochondrial 	2.6.1.1
aminoacids	00220	Arginine  biosynthesis  	K00811	ASP5; aspartate aminotransferase chloroplastic 	2.6.1.1
aminoacids	00220	Arginine  biosynthesis  	K00812	aspB; aspartate aminotransferase 	2.6.1.1
